article,output6.xml,DT79.xml
DT79-05571,commune de Saint-Martin-de-Saint-Maixent.,commune de S            t-Martin-de-St-Maixent.
DT79-05574,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-05588,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-05598,commune de Saint-Marsault.,commune de S            t-Marsault.
DT79-05605,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-05608,commune de Saint-Christophe-sur-Roc.,commune de S            t-Christophe-sur-Roc.
DT79-05610,commune de la Chapelle-Saint-Étienne.,commune de la Chapelle-S            t-Étienne.
DT79-05631,commune de Saint-Loup.,commune de S            t-Loup.
DT79-05637,commune de Saint-Marsault.,commune de S            t-Marsault.
DT79-05644,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-05648,"commune de Saint-Maxire, ","commune de S            t-Maxire, "
DT79-05652,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-05653,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-05664,commune de Saint-Christophe ; relev. de S,commune de S            t-Christophe ; relev. de S
DT79-05665,commune de Saint-Germier.,commune de S            t-Germier.
DT79-05672,commune de Saint-Martin-de-Saint-Maixent.,commune de S            t-Martin-de-St-Maixent.
DT79-05675,commune de Saint-Gelais.,commune de S            t-Gelais.
DT79-05676,commune de Saint-Génard.,commune de S            t-Génard.
DT79-05682,commune de Saint-Denis.,commune de S            t-Denis.
DT79-05684,commune de la Chapelle-Saint-Étienne.,commune de la Chapelle-S            t-Étienne.
DT79-05687,commune de Saint-Clémentin.,commune de S            t-Clémentin.
DT79-05688,commune de Saint-Éanne.,commune de S            t-Éanne.
DT79-05690,commune de Saint-Aubin-du-Plain.,commune de S            t-Aubin-du-Plain.
DT79-05694,communes de Rigné et Saint-Jacques-de-Thouars.,communes de Rigné et St-Jacques-de-Thouars.
DT79-05696,"commune de Saint-Laurs 
         ",commune de S            t-Laurs          
DT79-05699,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-05702,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-05703,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-05705,communes de Saint-Pierre-à-Champ et Bouillé-Loretz.,communes de St-Pierre-à-Champ et Bouillé-Loretz.
DT79-05706,"commune de Saint-Martin-de-Saint-Maixent, ","commune de St-Martin-de-St-Maixent, "
DT79-05707,commune de Saint-Éanne.,commune de S            t-Éanne.
DT79-05708,"paroisse de Saint-Pierre de Melle, relev. de la Mothe-S","paroisse de St-Pierre de Melle, relev. de la Mothe-S"
DT79-05718,commune de Saint-Martin-de-Saint-Maixent.,commune de S            t-Martin-de-St-Maixent.
DT79-05724,commune de Saint-Pardoux ; ,commune de S            t-Pardoux ; 
DT79-05735,"commune de Saint-Georges-de-Noisné, ","commune de S            t-Georges-de-Noisné, "
DT79-05738,communes de Mauzé-Thouarsais et de Sainte-Verge.,communes de Mauzé-Thouarsais et de Ste-Verge.
DT79-05739,commune de Saint-Jouin-sous-Châtillon.,commune de S            t-Jouin-sous-Châtillon.
DT79-05743,"commune de Sainte-Ouenne, ","commune de S            te-Ouenne, "
DT79-05746,commune de Saint-Paul-en-Gâtine.,commune de S            t-Paul-en-Gâtine.
DT79-05750,commune de Saint-Maxire.,commune de S            t-Maxire.
DT79-05764,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-05766,"commune de Sainte-Soline, relev. de Civray, ","commune de Ste-Soline, relev. de Civray, "
DT79-05771,"communes de Clavé, d’Exireuil, Nanteuil, Saint-Éanne et Soudan, en la ","communes de Clavé, d'Exireuil, Nanteuil, St-Éanne et Soudan, en la "
DT79-05771,"châtellenie de Saint-Maixent 
         ",châtellenie de St-Maixent          
DT79-05774,"châtellenie de Saint-Maixent 
         ",châtellenie de St-Maixent          
DT79-05776,"commune de Saint-Aubin-le-Clou, ","commune de S            t-Aubin-le-Clou, "
DT79-05777,commune de Saint-André-sur-Sèvre.,commune de S            t-André-sur-Sèvre.
DT79-05779,commune de Saint-Martin-du-Fouilloux.,commune de S            t-Martin-du-Fouilloux.
DT79-05792,commune de la Chapelle-Saint-Étienne.,commune de la Chapelle-S            t-Étienne.
DT79-05794,commune de Saint-Lin.,commune de S            t-Lin.
DT79-05796,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-05797,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-05802,commune de Saint-Marsault.,commune de S            t-Marsault.
DT79-05814,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-05815,commune de Saint-Germier.,commune de S            t-Germier.
DT79-05821,commune de Saint-Symphorien.,commune de St-Symphorien.
DT79-05825,"commune de Saint-Pardoux, relev. de l’Hérigondeau.","commune de S            t-Pardoux, relev. de l'Hérigondeau."
DT79-05827,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-05829,"commune de Saint-Georges-de-Noisné, ","commune de S            t-Georges-de-Noisné, "
DT79-05830,commune de Saint-Vincent-de-la-Châtre.,commune de S            t-Vincent-de-la-Châtre.
DT79-05859,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-05860,commune de Saint-Porchaire.,commune de S            t-Porchaire.
DT79-05861,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-05864,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-05873,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-05876,"commune de Saint-Aubin-le-Clou, relev. de Châteauneuf, ","commune de S            t-Aubin-le-Clou, relev. de Châteauneuf, "
DT79-05877,"commune de Saint-Lin, relev. de la seigneurie de S","commune de S            t-Lin, relev. de la seigneurie de S"
DT79-05880,commune de Saint-Vincent-la-Châtre.,commune de S            t-Vincent-la-Châtre.
DT79-05881,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-05887,commune de Saint-Martin-du-Fouilloux.,commune de S            t-Martin-du-Fouilloux.
DT79-05891,commune de Saint-Maxire.,commune de S            t-Maxire.
DT79-05892,commune de la Mothe-Saint-Héraye.,commune de la Mothe-S            t-Héraye.
DT79-05894,"Sainte-Verge, ","Ste-Verge, "
DT79-05894,Sainte-Radegonde et ,Ste-Radegonde et 
DT79-05899,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-05902,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-05904,commune de Saint-Symphorien.,commune de S            t-Symphorien.
DT79-05909,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-05910,"châtellenie de Saint-Maixent 
         ",châtellenie de St-Maixent          
DT79-05926,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-05935,commune de Saint-Éanne.,commune de S            t-Éanne.
DT79-05940,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-05941,commune de Saint-Martin-de-Bernegoue.,commune de S            t-Martin-de-Bernegoue.
DT79-05945,commune de la Mothe-Saint-Héraye ; ,commune de la Mothe-S            t-Héraye ; 
DT79-05955,commune de Saint-Martin-du-Fouilloux.,commune de S            t-Martin-du-Fouilloux.
DT79-05957,communes de Saint-Maxire et de Sainte-Ouenne.,communes de St-Maxire et de St-Ouenne.
DT79-05958,commune de Saint-Jouin-sous-Châtillon.,commune de S            t-Jouin-sous-Châtillon.
DT79-05959,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-05967,commune de Saint-Martin-de-Saint-Maixent.,commune de S            t-Martin-de-St-Maixent.
DT79-05974,"commune de Saint-Maixent, relev. de l’abbaye de S","commune de S            t-Maixent, relev. de l'abbaye de S"
DT79-05983,commune de Saint-Génard.,commune de S            t-Génard.
DT79-05986,commune de Saint-Paul-en-Gâtine.,commune de S            t-Paul-en-Gâtine.
DT79-05987,commune de Saint-Porchaire.,commune de S            t-Porchaire.
DT79-05991,commune de Saint-Coutant.,commune de S            t-Coutant.
DT79-06002,commune de Saint-Gelais.,commune de S            t-Gelais.
DT79-06003,commune de Saint-Martin-de-Saint-Maixent.,commune de St-Martin-de-St-Maixent.
DT79-06008,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-06009,commune de Sainte-Soline.,commune de S            te-Soline.
DT79-06010,communes de Brelou et Sainte-Néomaye.,communes de Brelou et Ste-Néomaye.
DT79-06015,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-06027,commune de Saint-Hilaire-la-Palud.,commune de S            t-Hilaire-la-Palud.
DT79-06032,commune de Saint-Éanne.,commune de S            t-Éanne.
DT79-06034,"commune de Saint-Amand, ","commune de S            t-Amand, "
DT79-06049,commune de Saint-Christophe-sur-Roc.,commune de S            t-Christophe-sur-Roc.
DT79-06052,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-06063,commune de Saint-Paul-en-Gâtine.,commune de S            t-Paul-en-Gâtine.
DT79-06074,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-06076,commune de Saint-André-sur-Sèvre.,commune de S            t-André-sur-Sèvre.
DT79-06078,commune de Saint-Martin-du-Fouilloux.,commune de S            t-Martin-du-Fouilloux.
DT79-06080,commune de Saint-Georges-de-Rex.,commune de S            t-Georges-de-Rex.
DT79-06085,"communes de Chauray et Chavagné, ","communes de Chaunay et Chavagné, "
DT79-06088,commune de Saint-Germain-de-Longue-Chaume.,commune de S            t-Germain-de-Longue-Chaume.
DT79-06093,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-06100,"Saint-Maixent, ","St-Maixent, "
DT79-06101,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-06118,commune de Saint-Germain-de-Longue-Chaume.,commune de S            t-Germain-de-Longue-Chaume.
DT79-06119,commune de Saint-Mard-la-Lande.,commune de S            t-Mard-la-Lande.
DT79-06128,commune de Sainte-Ouenne.,commune de S            te-Ouenne.
DT79-06130,commune de Saint-Christophe-sur-Roc.,commune de S            t-Christophe-sur-Roc.
DT79-06132,commune de Saint-Gelais.,commune de S            t-Gelais.
DT79-06133,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-06134,commune de Saint-Maxire.,commune de S            t-Maxire.
DT79-06136,commune de Saint-Clémentin.,commune de S            t-Clémentin.
DT79-06138,commune de Saint-Varent.,commune de S            t-Varent.
DT79-06151,commune de Saint-Florent.,commune de S            t-Florent.
DT79-06158,"commune de Saint-Clémentin, ","commune de S            t-Clémentin, "
DT79-06170,"commune de Saint-Amand-sur-Sèvre 
         ",commune de S            t-Amand-sur-Sèvre          
DT79-06176,"commune de Saint-Lin, relev. de la seigneurie de S","commune de S            t-Lin, relev. de la seigneurie de S"
DT79-06179,"commune de Saint-Denis, ","commune de S            t-Denis, "
DT79-06184,commune de Saint-André-sur-Sèvre.,commune de S            t-André-sur-Sèvre.
DT79-06186,commune de Saint-Léger-lez-Melle.,commune de S            t-Léger-lez-Melle.
DT79-06189,"commune de la Mothe-Saint-Héraye, ","commune de la Mothe-S            t-Héraye, "
DT79-06192,commune de Saint-Florent.,commune de S            t-Florent.
DT79-06193,commune de Saint-Pierre-à-Champ.,commune de S            t-Pierre-à-Champ.
DT79-06205,canton de Saint-Loup.,canton de St-Loup.
DT79-06214,commune de Saint-Aubin-du-Plain.,commune de S            t-Aubin-du-Plain.
DT79-06235,commune de Saint-André-sur-Sèvre.,commune de S            t-André-sur-Sèvre.
DT79-06244,canton de Saint-Loup.,canton de St-Loup.
DT79-06246,commune de la Chapelle-Saint-Étienne.,commune de la Chapelle-S            t-Étienne.
DT79-06248,commune de Saint-Vincent-de-la-Châtre.,commune de S            t-Vincent-de-la-Châtre.
DT79-06250,commune de Saint-Lin.,commune de S            t-Lin.
DT79-06271,commune de Saint-Amand.,commune de S            t-Amand.
DT79-06272,commune de Saint-Mard-la-Lande.,commune de S            t-Mard-la-Lande.
DT79-06273,"commune de Saint-Aubin-du-Plain, ","commune de S            t-Aubin-du-Plain, "
DT79-06275,commune de Saint-Jouin-sous-Châtillon.,commune de S            t-Jouin-sous-Châtillon.
DT79-06285,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-06286,commune de Saint-Laurs.,commune de S            t-Laurs.
DT79-06297,commune de Bouillé-Saint-Paul.,commune de Bouillé-S            t-Paul.
DT79-06300,commune de Saint-Lin.,commune de S            t-Lin.
DT79-06303,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-06309,"châtellenie de Saint-Maixent 
         ",châtellenie de St-Maixent          
DT79-06314,commune de Saint-Martin-du-Fouilloux.,commune de S            t-Martin-du-Fouilloux.
DT79-06315,"commune de Saint-Généroux, ","commune de S            t-Généroux, "
DT79-06317,commune de Saint-Marsault.,commune de S            t-Marsault.
DT79-06321,commune de Saint-Marsault.,commune de S            t-Marsault.
DT79-06330,commune de Saint-Marsault.,commune de S            t-Marsault.
DT79-06335,commune de Saint-Marsault.,commune de S            t-Marsault.
DT79-06341,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-06349,"commune de Saint-Amand, ","commune de S            t-Amand, "
DT79-06351,commune de Saint-André-sur-Sèvre.,commune de S            t-André-sur-Sèvre.
DT79-06353,commune de Saint-Génard.,commune de S            t-Génard.
DT79-06354,commune de Saint-Martin-lez-Melle.,commune de S            t-Martin-lez-Melle.
DT79-06359,commune de Saint-Léger-de-Montbrun.,commune de S            t-Léger-de-Montbrun.
DT79-06361,commune de Saint-Martin-de-Sanzay.,commune de S            t-Martin-de-Sanzay.
DT79-06363,commune de Saint-Léger-de-Montbrun.,commune de S            t-Léger-de-Montbrun.
DT79-06364,"paroisse de Saint-Maxire, ","paroisse de S            t-Maxire, "
DT79-06367,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-06368,commune de Saint-Clémentin.,commune de S            t-Clémentin.
DT79-06371,commune de Saint-Martin-de-Saint-Maixent.,commune de S            t-Martin-de-St-Maixent.
DT79-06375,commune de Saint-Jouin-de-Marnes.,commune de S            t-Jouin-de-Marnes.
DT79-06377,commune de Saint-Symphorien.,commune de S            t-Symphorien.
DT79-06379,commune de Saint-Martin-de-Sanzay.,commune de S            t-Martin-de-Sanzay.
DT79-06384,"commune de Saint-Christophe-sur-Roc, ","commune de S            t-Christophe-sur-Roc, "
DT79-06388,commune de Saint-Porchaire.,commune de S            t-Porchaire.
DT79-06402,commune de la Chapelle-Saint-Étienne.,commune de la Chapelle-S            t-Étienne.
DT79-06405,commune de Saint-Hilaire-la-Palud.,commune de S            t-Hilaire-la-Palud.
DT79-06412,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-06425,"communes de Mauzé-Thouarsais et de Sainte-Radegonde-de-Pommiers, réuni à ","communes de Mauzé-Thouarsais et de Ste-Radegonde-de-Pommiers, réuni à "
DT79-06425,Sainte-Radegonde par la loi du ,Ste-Radegonde par la loi du 
DT79-06428,commune de Saint-Pompain.,commune de S            t-Pompain.
DT79-06433,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-06448,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-06449,commune de Saint-Porchaire.,commune de S            t-Porchaire.
DT79-06450,commune de Saint-Vincent-de-la-Châtre.,commune de S            t-Vincent-de-la-Châtre.
DT79-06459,commune de Saint-Porchaire.,commune de S            t-Porchaire.
DT79-06462,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-06463,commune de Saint-Loup.,commune de S            t-Loup.
DT79-06465,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-06475,"commune de Saint-Georges-de-Noisné, ","commune de St-Georges-de-Noisné, "
DT79-06477,commune de Saint-Varent.,commune de S            t-Varent.
DT79-06481,commune de Saint-Maixent-de-Beugné.,commune de S            t-Maixent-de-Beugné.
DT79-06488,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-06502,commune de Saint-Jean-de-Bonneval.,commune de S            t-Jean-de-Bonneval.
DT79-06503,commune de Saint-Jouin-sous-Châtillon.,commune de S            t-Jouin-sous-Châtillon.
DT79-06504,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-06505,commune de Saint-Porchaire.,commune de St-Porchaire         .
DT79-06506,"commune de Saint-Rémy-en-Plaine, ","commune de S            t-Rémy-en-Plaine, "
DT79-06512,commune de Saint-Jouin-sous-Châtillon.,commune de S            t-Jouin-sous-Châtillon.
DT79-06513,commune de Saint-Jouin-sous-Châtillon.,commune de S            t-Jouin-sous-Châtillon.
DT79-06519,commune de Bouillé-Saint-Paul.,commune de Bouillé-S            t-Paul.
DT79-06525,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-06531,commune de Saint-Jouin-de-Marnes.,commune de S            t-Jouin-de-Marnes.
DT79-06532,commune de Saint-Léger-de-Montbrun.,commune de S            t-Léger-de-Montbrun.
DT79-06533,commune de Saint-Pierre-à-Champ.,commune de S            t-Pierre-à-Champ.
DT79-06534,commune de Saint-Vincent-de-la-Châtre.,commune de S            t-Vincent-de-la-Châtre.
DT79-06541,commune de Sainte-Pezenne.,commune de S            te-Pezenne.
DT79-06545,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-06558,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-06559,commune de Saint-Clémentin.,commune de S            t-Clémentin.
DT79-06560,commune de Saint-Germain-de-Longue-Chaume.,commune de S            t-Germain-de-Longue-Chaume.
DT79-06561,commune de Saint-Léger-lez-Melle.,commune de S            t-Léger-lez-Melle.
DT79-06562,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-06563,commune de Sainte-Pezenne.,commune de S            te-Pezenne.
DT79-06564,commune de Saint-Pompain.,commune de S            t-Pompain.
DT79-06568,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-06572,commune de Saint-Martin-de-Bernegoue.,commune de S            t-Martin-de-Bernegoue.
DT79-06577,commune de Saint-Germain-de-Longue-Chaume.,commune de S            t-Germain-de-Longue-Chaume.
DT79-06584,commune de Saint-Aubin-du-Plain.,commune de S            t-Aubin-du-Plain.
DT79-06586,commune de Saint-Marsault.,commune de S            t-Marsault.
DT79-06599,commune de Saint-Martin-de-Saint-Maixent.,commune de S            t-Martin-de-St-Maixent.
DT79-06600,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-06610,commune de Saint-Germier.,commune de S            t-Germier.
DT79-06615,canton de Saint-Loup.,canton de St-Loup.
DT79-06616,"près de Saint-Laurent 
         ",près de St-Laurent          
DT79-06617,"au-dessous de la Chapelle-Saint-Étienne 
         ",au-dessous de la Chapelle-St-Étienne          
DT79-06628,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-06630,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-06631,commune de Saint-Rémy.,commune de S            t-Rémy.
DT79-06639,commune de Saint-Gelais.,commune de S            t-Gelais.
DT79-06640,commune de Saint-Lin.,commune de S            t-Lin.
DT79-06641,commune de Saint-Marsault.,commune de S            t-Marsault.
DT79-06642,commune de Saint-Martin-de-Sanzay.,commune de S            t-Martin-de-Sanzay.
DT79-06647,canton de Saint-Varent.,canton de St-Varent.
DT79-06649,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-06654,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-06669,canton de Saint-Varent.,canton de St-Varent.
DT79-06672,"commune de Saint-Rémy-en-Plaine, ","commune de S            t-Rémy-en-Plaine, "
DT79-06673,commune de Saint-Clémentin.,commune de S            t-Clémentin.
DT79-06678,commune de Sainte-Ouenne.,commune de S            te-Ouenne.
DT79-06680,commune de Saint-Martin-de-Mâcon.,commune de S            t-Martin-de-Mâcon.
DT79-06687,commune de Saint-Porchaire.,commune de S            t-Porchaire.
DT79-06698,commune de Saint-Mard-la-Lande.,commune de S            t-Mard-la-Lande.
DT79-06710,commune de Sainte-Blandine.,commune de S            te-Blandine.
DT79-06723,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-06728,commune de Saint-Martin-lez-Melle.,commune de S            t-Martin-lez-Melle.
DT79-06732,commune de Saint-Sauveur.,commune de S            t-Sauveur.
DT79-06735,"commune de Saint-Maixent, relev. de la châtellenie de S","commune de S            t-Maixent, relev. de la châtellenie de S"
DT79-06748,commune de Saint-Coutant.,commune de S            t-Coutant.
DT79-06749,commune de Saint-Gelais.,commune de S            t-Gelais.
DT79-06750,commune de Saint-Maxire.,commune de S            t-Maxire.
DT79-06760,commune de Saint-Liguaire.,commune de S            t-Liguaire.
DT79-06761,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-06764,commune de Saint-Paul-en-Gâtine.,commune de S            t-Paul-en-Gâtine.
DT79-06777,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-06793,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-06794,commune de Saint-Sauveur-de-Givre-en-Mai.,commune de S            t-Sauveur-de-Givre-en-Mai.
DT79-06814,commune de la Chapelle-Saint-Étienne.,commune de la Chapelle-S            t-Étienne.
DT79-06815,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-06855,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-06856,commune de Saint-André-sur-Sèvre.,commune de S            t-André-sur-Sèvre.
DT79-06857,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-06858,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-06859,commune de Saint-Éanne.,commune de S            t-Éanne.
DT79-06860,commune de Saint-Génard.,commune de S            t-Génard.
DT79-06861,commune de Saint-Généroux.,commune de S            t-Généroux.
DT79-06862,commune de Saint-Georges-de-Rex.,commune de S            t-Georges-de-Rex.
DT79-06863,commune de Saint-Jouin-sous-Châtillon.,commune de S            t-Jouin-sous-Châtillon.
DT79-06864,commune de Saint-Liguaire.,commune de S            t-Liguaire.
DT79-06865,commune de Saint-Maixent-de-Beugné.,commune de S            t-Maixent-de-Beugné.
DT79-06866,commune de Saint-Martin-d’Augé.,commune de S            t-Martin-d'Augé.
DT79-06867,commune de Saint-Martin-de-Bernegoue.,commune de S            t-Martin-de-Bernegoue.
DT79-06868,commune de Saint-Martin-de-Saint-Maixent.,commune de S            t-Martin-de-St-Maixent.
DT79-06869,commune de Saint-Porchaire.,commune de S            t-Porchaire.
DT79-06870,commune de Sainte-Pezenne.,commune de S            te-Pezenne.
DT79-06891,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-06892,commune de Saint-Loup.,commune de S            t-Loup.
DT79-06893,commune de Saint-Loup.,commune de S            t-Loup.
DT79-06895,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-06901,commune de Saint-Étienne-la-Cigogne.,commune de S            t-Étienne-la-Cigogne.
DT79-06902,commune de Sainte-Soline.,commune de S            te-Soline.
DT79-06905,commune de Saint-Éanne.,commune de S            t-Éanne.
DT79-06906,commune de Saint-Mard-la-Lande.,commune de S            t-Mard-la-Lande.
DT79-06907,commune de Sainte-Pezenne.,commune de S            te-Pezenne.
DT79-06911,commune de Saint-Léger-lez-Melle.,commune de S            t-Léger-lez-Melle.
DT79-06912,commune de Saint-Martin-lez-Melle.,commune de S            t-Martin-lez-Melle.
DT79-06915,canton de Saint-Loup.,canton de St-Loup.
DT79-06916,commune de Saint-Sauveur-de-Givre-en-Mai.,commune de S            t-Sauveur-de-Givre-en-Mai.
DT79-06919,commune de Saint-Porchaire.,commune de S            t-Porchaire.
DT79-06927,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-06934,commune de Saint-Clémentin.,commune de S            t-Clémentin.
DT79-06936,communes de Luzay et Saint-Varent.,communes de Luzay et St-Varent.
DT79-06945,commune de Saint-Sauveur-de-Givre-en-Mai.,commune de S            t-Sauveur-de-Givre-en-Mai.
DT79-06946,commune de Saint-Génard.,commune de S            t-Génard.
DT79-06949,commune de Saint-Martin-de-Sanzay.,commune de S            t-Martin-de-Sanzay.
DT79-06960,commune de Saint-André-sur-Sèvre.,commune de S            t-André-sur-Sèvre.
DT79-06962,commune de Saint-Génard.,commune de S            t-Génard.
DT79-06964,communes de Saint-Martin et Souvigné ; ,communes de St-Martin et Souvigné ; 
DT79-06966,commune de Saint-Germier.,commune de S            t-Germier.
DT79-06979,commune de Saint-Jouin-sous-Châtillon.,commune de S            t-Jouin-sous-Châtillon.
DT79-06980,"châtellenie de Saint-Maixent 
         ",châtellenie de St-Maixent          
DT79-06981,commune de Saint-Pierre-à-Champ.,commune de S            t-Pierre-à-Champ.
DT79-06987,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-06998,commune de Saint-Porchaire.,commune de S            t-Porchaire.
DT79-07001,commune de Saint-Léger-lez-Melle.,commune de S            t-Léger-lez-Melle.
DT79-07006,"commune de Saint-Pompain, ","commune de S            t-Pompain, "
DT79-07011,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-07019,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-07026,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-07030,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-07031,"commune de Saint-Pardoux, relev. de la Meilleraye ","commune de S            t-Pardoux, relev. de la Meilleraye "
DT79-07032,commune de Saint-Porchaire.,commune de S            t-Porchaire.
DT79-07036,commune de Saint-Jouin-de-Milly.,commune de S            t-Jouin-de-Milly.
DT79-07038,commune de Saint-Varent.,commune de S            t-Varent.
DT79-07041,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-07043,commune de Saint-Loup.,commune de S            t-Loup.
DT79-07047,"commune de Saint-Pardoux, relev. de Parthenay, ","commune de S            t-Pardoux, relev. de Parthenay, "
DT79-07051,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-07052,commune de Saint-Coutant.,commune de S            t-Coutant.
DT79-07065,commune de Sainte-Ouenne.,commune de S            te-Ouenne.
DT79-07066,commune de Saint-Maxire.,commune de S            t-Maxire.
DT79-07067,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-07077,commune de Saint-Jouin-sous-Châtillon.,commune de S            t-Jouin-sous-Châtillon.
DT79-07078,commune de Saint-Martin-de-Saint-Maixent.,commune de S            t-Martin-de-St-Maixent.
DT79-07079,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-07080,commune de Saint-Vincent-de-la-Châtre.,commune de S            t-Vincent-de-la-Châtre.
