Article,Vedette,Type vedette,Candidat,INSEE,Définition
DT43-03342,"Doulon (Le),",rivière,département de la Haute-Loire,non,"
rivière, prend sa source à l’étang de la Fargette, commune de Saint-Germain-l’Herm (Puy-de-Dôme), entre dans le département de la Haute-Loire au nord-ouest de la Faye, commune de Saint-Vert, arrose les communes de Laval, Saint-Didier-sur-Doulon, Vals-le-Chastel et se jette dans la Senouire près de Domeyrat."
DT43-03399,"Écoutay (L’),",rivière,département de la Haute-Loire,non,"
rivière, prend sa source dans la commune de Marlhes (Loire), entre dans le département de la Haute-Loire, au nord de Pinet, commune de Saint-Romain-Lachalm, et se jette dans la Semène, près du moulin de Faridouaix, commune de Saint-Victor-Malescours."
DT43-04319,"Gourgueure (La),",rivière,département de la Haute-Loire,non,"
rivière, prend naissance dans le Cantal, entre dans le département de la Haute-Loire par le nord-ouest de la commune d’Auvers et se jette dans la Dège entre la Gazelle et Desges."
DT43-05031,"Loire (La),",fleuve,département de la Haute-Loire,non,"
fleuve, prend naissance au mont Gerbier-des-Joncs (Ardèche), entre dans le département de la Haute-Loire au sud-ouest de Chazeaux, commune de Salettes, et en sort au nord des Perrots, commune d’Aurec, après un parcours total de 138 kilomètres du sud-est au nord-est."
DT43-06856,"Pompet (Le),",ruisseau,département de la Haute-Loire,non,"
ruisseau, prend sa source dans la commune de Rozier (Loire), entre dans le département de la Haute-Loire par l’extrémité Nord de la commune de Malvalette et se jette dans la Loire au-dessus de Frigeon."
DT43-07474,"Dunerette,",un des deux ruisseaux,département de la Haute-Loire,non,"l’un des deux ruisseaux qui forment la Dunières, prend naissance dans la commune de Saint-Sauveur-en-Rue (Loire), entre dans le département de la Haute-Loire, près du château de Duby et arrose la commune de Riotord."
DT43-07933,"Saillus (Le),",ruisseau,département de la Haute-Loire,non,"
ruisseau, prend sa source dans la commune de Leyvaux (Cantal), entre dans le département de la Haute-Loire à la limite des communes d’Autrac et de Saint-Étienne-sur-Blesle et se jette dans la Voirèze au Cheylat."
DT43-08278,"Semène (La),",rivière,département de la Haute-Loire,non,"
rivière, prend naissance dans les montagnes de Saint-Genest-Malifaux (Loire), entre dans le département de la Haute-Loire par la Fayette, commune de Saint-Victor-Malescours, arrose les communes de Saint-Didier-la-Séauve, du Pont-Salomon et de Saint-Ferréol-d’Auroure et se jette dans la Loire au nord de la commune d’Aurec."
DT43-08362,"Sionne (La),",rivière,département de la Haute-Loire,non,"
rivière qui prend sa source dans les montagnes de Cézallier (Cantal), entre dans le département de la Haute-Loire par le nord de la commune de Blesle et se jette dans l’Allagnon au-dessus de Babory."
DT43-09153,"Vignon (Le),",ruisseau,département de la Haute-Loire,non,"
ruisseau, prend sa source dans le canton de Saint-Germain-l’Herm (Puy-de-Dôme), entre dans le département de la Haute-Loire par le moulin de la Faye, commune de Saint-Vert, et se jette dans le Doulon à Saint-Vert."
DT43-09234,"Voirèze (La),",rivière,département de la Haute-Loire,non,"
rivière, affluent de l’Alagnon au-dessous de Babory ; prend naissance dans les montagnes du Cezallier (Cantal), entre dans le département de la Haute-Loire à l’ouest de Chérèze, et arrose les communes de Saint-Étienne-sur-Blesle et de Blesle."
DT43-00111,"Andrable (L’),",ruisseau,département de la Loire,non,"
ruisseau, affluent de la Loire, près du Vert, prend sa source dans le département de la Loire, entre dans celui de la Haute-Loire à l’ouest du Besset et arrose les communes de Valprivas et Bas."
DT43-08063,"Saint-Mérat (Le),",ruisseau,département de la Loire,non,"
ruisseau, prend naissance dans le département de la Loire, entre dans celui de la Haute-Loire 
près de Tracol et se jette dans le Riotord au nord-ouest de Riotord."
DT43-00065,"Allagnon (L’),",rivière,département du Cantal,non,"
rivière, prend naissance dans le département du Cantal, entre dans le département de la Haute-Loire par la commune de Grenier-Montgon, arrose les communes de Blesle, Torsiac, Léotoing et Chambezon et se jette dans l’Allier près de Lempdes."
DT43-03470,"Estantot (L’),",rivière,département du Puy-de-Dôme,non,"
rivière, prend sa source dans le département du Puy-de-Dôme, entre dans celui de la Haute-Loire par l’extrémité nord de la commune d’Auzon et se jette dans l’Allier en aval du moulin d’Albine, commune de Vézézoux."
DT43-00644,"Bave (La),",ruisseau,départements ,non,"
ruisseau, prend sa source dans les montagnes du Luguet (Puy-de-Dôme), sépare les départements 22du Puy-de-Dôme et de la Haute-Loire, arrose les communes d’Autrac, Blesle et Torsiac et se jette dans l’Allagnon, au-dessus de Brugeilles."
DT43-06301,"Orcheval (L’),",ruisseau,départements de l’Ardèche et de la Haute-Loire,non,"
ruisseau, affluent de la Loire, limite les départements de l’Ardèche et de la Haute-Loire au sud des communes de Freycenet-Lacuche, Présailles et Salettes."
DT43-09049,"Veyradeyre (La),",rivière,départements de l’Ardèche et de la Haute-Loire,non,"
rivière, commune des Estables, limite des départements de l’Ardèche et de la Haute-Loire, se jette dans la Loire, à Ventalon, commune de la Chapelle-Graillouze (Ardèche)."
DT43-03079,"Croix-des-Boutières (La),",,départements de la Haute-Loire et de l’Ardèche,non,"
commune des Estables, limite des départements de la Haute-Loire et de l’Ardèche."
DT43-03346,"Doux (Le),",ruisseau,départements de la Haute-Loire et de l’Ardèche,non,"
ruisseau, limite les départements de la Haute-Loire et de l’Ardèche, à l’ouest de la commune de Saint-Bonnet-le-Froid."
DT43-02157,"Chatonet (Le),",ruisseau,départements de la Haute-Loire et du Puy-de-Dôme,non,"
ruisseau, affluent des Chelles, limite les départements de la Haute-Loire et du Puy-de-Dôme au nord-est de la commune de Cistrières."
DT43-02294,"Chazau (Le),",ruisseau,départements de la Haute-Loire et du Puy-de-Dôme,non,"
ruisseau qui prend sa source près de Prunet, commune de la Chapelle-Geneste, sépare les départements de la Haute-Loire et du Puy-de-Dôme, et se jette dans la Dore à Chezal, commune de Saint-Sauveur (Puy-de-Dôme)."
DT43-03335,"Dorette (La),",ruisseau,départements de la Haute-Loire et du Puy-de-Dôme,non,"
ruisseau, prend sa source au sud-est de la commune de la Chapelle-Geneste, limite des départements de la Haute-Loire et du Puy-de-Dôme et se jette dans la Dore au nord de la commune de Mayres (Puy-de-Dôme)."
DT43-03334,"Dore (La),",rivière,départements du Puy-de-Dôme et de l’Allier,non,"
rivière, affluent de l’Allier à la jonction des départements du Puy-de-Dôme et de l’Allier, prend sa source à l’ouest de Champvieille, commune de Bonneval, et sort du département de la Haute-Loire près du moulin Forestier, commune de Malvières, après avoir traversé le canton de la Chaise-Dieu du sud au nord."
DT43-05194,"Malaure (La),",ruisseau,départements du Puy-de-Dôme et de la Haute-Loire,non,"
ruisseau, prend sa source au nord de la commune de Chassignolles, sert de limite aux départements du Puy-de-Dôme et de la Haute-Loire et se jette dans l’Auzon au moulin du Mazelet, commune de Saint-Hilaire."
DT43-05621,"Merdanson (Le),",affluent,départements du Puy-de-Dôme et de la Haute-Loire,non,"
affluent de l’Auze dans la commune de Torsiac, prend naissance à la limite des départements du Puy-de-Dôme et de la Haute-Loire."
DT43-03326,"Dolaizon (Le),",ruisseau,Dolaison,non,"
ruisseau qui prend naissance au-dessus de Freycenet, commune de Saint-Christophe-sur-Dolaison, arrose Dolaison, Vals et le Puy et se jette dans la Borne, en aval de cette ville."
DT43-04872,"Lantriac (Le),",ruisseau,Dolaison,non,"
ruisseau qui prend sa source près Naves, commune de Saint-Christophe-sur-Dolaison, et se joint au Dolaison, sous le village de la Roche."
DT43-07493,"Rioumarquis (Le),",affluent,en amont d’Auzat,non,"
affluent de l’Allier en amont d’Auzat, communes de Blassac et de Villeneuve-d’Allier."
DT43-01616,"Ceysse (La),",ruisseau,en amont d’Espaly-Saint-Marcel,43089,"
ruisseau, prend sa source à 
Augeac
, commune de Bains, traverse la commune de Ceyssac et se jette dans la Borne, en amont d’Espaly-Saint-Marcel."
DT43-01906,"Chanabrie (La),",affluent,en amont de Coutarel,non,"
affluent de l’Arzon en amont de Coutarel, commune de Bellevue-la-Montagne."
DT43-03031,"Creste (Le),",affluent,en amont de Goudet,43101,"
affluent de Lolme en amont de Goudet."
DT43-03912,"Fouragette (La),",ruisseau,en amont de Goudet,43101,"
ruisseau, affluent de la Loire en amont de Goudet, prend sa source près de Chamblas, commune de la Sauvetat, et traverse la commune d’Arlempdes."
DT43-06179,"Mourouze (La),",affluent,en amont de la Vaudieu,43117,"
affluent de la Senouire en amont de la Vaudieu."
DT43-03829,"Fontaride (La),",ruisseau,en amont de la Vialette,non,"
ruisseau, affluent de l’Allier, en amont de la Vialette, communes de Mercœur et de Villeneuve-d’Allier."
DT43-05110,"Magnaure (La),",affluent,en amont de Latour,non,"
affluent de la Loire en amont de Latour, commune de Coubon."
DT43-06594,"Peyre (Le),",affluent,en amont de Monistrol-d’Allier,43137,"
affluent de l’Allier en amont de Monistrol-d’Allier, prend sa source au nord-ouest de la Bastide, commune de Saint-Préjet-d’Allier."
DT43-03369,"Ducrau (Le),",affluent,en amont de Retournaguet,non,"
affluent de la Loire, en amont de Retournaguet, commune de Retournac."
DT43-04693,"Janisse (Le),",affluent,en amont du Chambon,non,"
affluent de la Loire en amont du Chambon, arrose les communes de Roche-en-Régnier et de Vorey."
DT43-01594,"Cereix (Ruisseau de),",ruisseau,en amont du Charrouil,non,"
ruisseau qui prend sa source près de Beyssac, commune de Saint-Jean-de-Nay, passe à Cereix et se jette dans la Musette, en amont du Charrouil, commune de Loudes."
DT43-08256,"Say (Le),",ruisseau,en amont du Charrouil,non,"
ruisseau qui prend naissance dans les prairies du Vernet et se jette dans la Musette, en amont du Charrouil, commune de Loudes."
DT43-05591,"Mendarson (Le),",affluent,en aval de Borne,43036,"
affluent de la Borne en aval de Borne."
DT43-04268,"Gironde,",ruisseau,en aval de Bouteyre,non,"
ruisseau qui prend sa source au-dessous de Polignac et afflue à la Loire en aval de Bouteyre, commune de Chadrac."
DT43-07558,"Rocharlet (Le),",affluent,en aval de Cronce,43082,"
affluent de la Cronce, en aval de Cronce."
DT43-03602,"Faurie (La),",ruisseau,en aval de Pinaton,non,"
ruisseau qui naît commune de Céaux-d’Allègre et afflue au Bourbouillou, en aval de Pinaton, commune de Bellevue-la-Montagne."
DT43-02359,"Chelles (Les),",ruisseau,en aval de Saint-Alyre,63312,"
ruisseau, limite les communes de Cistrières et de la Chapelle-Geneste et se jette dans le Saint-Alyre en aval de Saint-Alyre (Puy-de-Dôme)."
DT43-07292,"Rats (Ruisseau des),",,en aval de Saint-Pal-de-Murs,43214,"qui prend sa source en la commune de Monlet et afflue à la Senouire, en aval de Saint-Pal-de-Murs."
DT43-03344,"Dourlion (Le),",ruisseau,en aval de Vals-près-le-Puy,43251,"
ruisseau qui naît au-dessus de Riou, commune de Taulhac, et afflue au Dolaison en aval de Vals-près-le-Puy."
DT43-00818,"Besse (Le),",affluent,en face d’Arzon,non,"
affluent de l’Arzon en face d’Arzon, commune de Saint-Pierre-Duchamp."
DT43-09071,"Vèze (La),",affluent,est d’Auchamp,non,"
affluent du Doulon à l’est d’Auchamp, communes de Champagnac et de Saint-Didier-sur-Doulon."
DT43-01699,"Chalan,",ruisseau,est de Blanzac,43030,"
ruisseau qui prend naissance près de Chavagnac, commune de Saint-Paulien, passe à l’est de Blanzac et afflue à la Loire au-dessous de Chanceaux, commune de Polignac."
DT43-02975,"Courgoux (Le),",ruisseau,est de Brioude,43040,"
ruisseau, affluent de l’Allier à l’est de Brioude, arrose les communes de Saint-Just-près-Brioude et Saint-Laurent-Chabreuges."
DT43-02565,"Clos (Le),",affluent,est de Chastenuel,non,"
affluent de la Fioure, à l’est de Chastenuel, commune de Jax."
DT43-00220,"Arzon (L’),",rivière,est de Chomat,non,"
rivière, prend sa source dans les bois de Viviers, commune de Médeyrolles (Puy-de-Dôme), entre dans le département de la Haute-Loire à l’est de Chomat et se jette dans la Loire à Vorey, après avoir arrosé les communes de Saint-Jean-d’Aubrigoux, Craponne-sur-Arzon, Beaune, Chomelix, Saint-Pierre-Duchamp et Bellevue-la-Montagne."
DT43-08719,"Treuil (Le),",affluent,est de Dambois,non,"
affluent de la Loire, à l’est de Dambois, commune d’Aurec."
DT43-08684,"Tourterd (Le),",affluent,est de la Basse-Vialle,non,"
affluent du Lignon à l’est de la Basse-Vialle, commune de Saint-Maurice-de-Lignon."
DT43-04733,"Jigade (La),",ruisseau,est de Masclaux,non,"
ruisseau, affluent de la Loire à l’est de Masclaux, commune d’Arlempdes."
DT43-05521,"Mazeaux (Les),",ruisseau,est des Hostes,non,"
ruisseau formé à l’est des Hostes par la réunion de la Ruelle et du Chaudier, communes du Mas-de-Tence et de Tence, se jette dans le Lignon à Tence."
DT43-00753,"Bénéfice (Le),",ruisseau,est du Bénéfice,non,"
ruisseau, affluent de l’Avène à l’est du Bénéfice, commune de Saint-Austremoine."
DT43-03342,"Doulon (Le),",rivière,étang de la Fargette,non,"
rivière, prend sa source à l’étang de la Fargette, commune de Saint-Germain-l’Herm (Puy-de-Dôme), entre dans le département de la Haute-Loire au nord-ouest de la Faye, commune de Saint-Vert, arrose les communes de Laval, Saint-Didier-sur-Doulon, Vals-le-Chastel et se jette dans la Senouire près de Domeyrat."
DT43-01238,"Bourbouillou (Le),",ruisseau,étang de Soulhac,non,"
ruisseau qui sort de l’étang de Soulhac, commune de Bellevue-la-Montagne, passe à Bourbouilliou et se jette dans la Borne à Borne."
DT43-03203,"Crouziols (Le),",affluent,Faucouy,non,"
affluent de la Gazeille au moulin de Coudert, commune du Monastier, prend naissance à Faucouy, commune de Freycenet-Lacuche."
DT43-08278,"Semène (La),",rivière,Fayette,non,"
rivière, prend naissance dans les montagnes de Saint-Genest-Malifaux (Loire), entre dans le département de la Haute-Loire par la Fayette, commune de Saint-Victor-Malescours, arrose les communes de Saint-Didier-la-Séauve, du Pont-Salomon et de Saint-Ferréol-d’Auroure et se jette dans la Loire au nord de la commune d’Aurec."
DT43-04319,"Gourgueure (La),",rivière,Gazelle,non,"
rivière, prend naissance dans le Cantal, entre dans le département de la Haute-Loire par le nord-ouest de la commune d’Auvers et se jette dans la Dège entre la Gazelle et Desges."
DT43-00111,"Andrable (L’),",ruisseau,Haute-Loire,non,"
ruisseau, affluent de la Loire, près du Vert, prend sa source dans le département de la Loire, entre dans celui de la Haute-Loire à l’ouest du Besset et arrose les communes de Valprivas et Bas."
DT43-03470,"Estantot (L’),",rivière,Haute-Loire,non,"
rivière, prend sa source dans le département du Puy-de-Dôme, entre dans celui de la Haute-Loire par l’extrémité nord de la commune d’Auzon et se jette dans l’Allier en aval du moulin d’Albine, commune de Vézézoux."
DT43-08063,"Saint-Mérat (Le),",ruisseau,Haute-Loire,non,"
ruisseau, prend naissance dans le département de la Loire, entre dans celui de la Haute-Loire 
près de Tracol et se jette dans le Riotord au nord-ouest de Riotord."
DT43-07187,"Prunière (La),",,Joux,non,"prend sa source au nord-est de la commune de Laval et se jette dans le Doulon entre le Mas et Joux, commune de Saint-Didier-sur-Doulon."
DT43-04972,"Leuge (La),",localité détruite,Lende,non,"
localité détruite, entre Azerat et Lende, commune d’Azerat."
DT43-06479,"Pélegrin (Le),",ruisseau,Mas,non,"
ruisseau, affluent de l’Allier à Saint-Julien-des-Chazes, prend sa source entre le Mas et Darnes, commune de Charraix."
DT43-07187,"Prunière (La),",,Mas,non,"prend sa source au nord-est de la commune de Laval et se jette dans le Doulon entre le Mas et Joux, commune de Saint-Didier-sur-Doulon."
DT43-02811,"Costebelle,",col,Mézenc,non,"
col, entre 
Alambre
 et le Mézenc, commune des Estables."
DT43-00101,"Ance (L’),",rivière,Monistrol-d’Allier,43136,"
rivière, prend naissance sur la Margeride, commune de la Panouze (Lozère), entre dans le département de la Haute-Loire au sud de Verreyrolles et se jette dans l’Allier à Monistrol-d’Allier, après avoir arrosé les communes de Croisance et de Saint-Préjet-d’Allier."
DT43-05031,"Loire (La),",fleuve,mont Gerbier-des-Joncs,non,"
fleuve, prend naissance au mont Gerbier-des-Joncs (Ardèche), entre dans le département de la Haute-Loire au sud-ouest de Chazeaux, commune de Salettes, et en sort au nord des Perrots, commune d’Aurec, après un parcours total de 138 kilomètres du sud-est au nord-est."
DT43-07673,"Roches-Royes,",grottes,montagne de Peylenc,non,"
grottes autrefois habitées du versant sud de la montagne de Peylenc, commune de Saint-Pierre-Eynac."
DT43-08362,"Sionne (La),",rivière,montagnes de Cézallier,non,"
rivière qui prend sa source dans les montagnes de Cézallier (Cantal), entre dans le département de la Haute-Loire par le nord de la commune de Blesle et se jette dans l’Allagnon au-dessus de Babory."
DT43-03278,"Dège (La),",rivière,montagnes de la Margeride,non,"
rivière, prend sa source dans les montagnes de la Margeride, dans la commune de Saint-Privat-du-Fau (Lozère), entre dans le département de la Haute-Loire au sud-est de Hontès-Bas et se jette dans l’Allier au-dessus de Tatevin, commune de Chanteuges, après avoir arrosé les communes de la Besseyre-Saint-Mary, Desges, Chazelles et Pébrac."
DT43-08278,"Semène (La),",rivière,montagnes de Saint-Genest-Malifaux,42224,"
rivière, prend naissance dans les montagnes de Saint-Genest-Malifaux (Loire), entre dans le département de la Haute-Loire par la Fayette, commune de Saint-Victor-Malescours, arrose les communes de Saint-Didier-la-Séauve, du Pont-Salomon et de Saint-Ferréol-d’Auroure et se jette dans la Loire au nord de la commune d’Aurec."
DT43-09234,"Voirèze (La),",rivière,montagnes du Cezallier,non,"
rivière, affluent de l’Alagnon au-dessous de Babory ; prend naissance dans les montagnes du Cezallier (Cantal), entre dans le département de la Haute-Loire à l’ouest de Chérèze, et arrose les communes de Saint-Étienne-sur-Blesle et de Blesle."
DT43-00103,"Ance (L’),",rivière,montagnes du Forez,non,"
rivière, prend sa source dans les montagnes du Forez, traverse les communes de Saint-Anthême et de Viverols (Puy-de-Dôme), entre dans le département de la Haute-Loire au nord de Pontempeyrat, arrose les communes de Craponne, Saint-Julien-d’Ance, Saint-André-de-Chalencon, Tiranges et Bauzac et se jette dans la Loire au-dessus de Lioriac."
DT43-00644,"Bave (La),",ruisseau,montagnes du Luguet,non,"
ruisseau, prend sa source dans les montagnes du Luguet (Puy-de-Dôme), sépare les départements 22du Puy-de-Dôme et de la Haute-Loire, arrose les communes d’Autrac, Blesle et Torsiac et se jette dans l’Allagnon, au-dessus de Brugeilles."
DT43-07996,"Saint-Front (Peyron),",vaste éboulis de rocs trachytiques,nord d’Alambre,non,"
vaste éboulis de rocs trachytiques, au nord d’Alambre, commune de Saint-Front."
DT43-01925,"Chandieu (Le),",ruisseau,nord de Chaturanges,non,"
ruisseau, prend sa source dans la commune d’Apinac (Loire), entre dans le département de la Haute-Loire au nord de Chaturanges, commune de Saint-Pal-de-Chalencon, et se jette dans l’Ance au moulin Giroux, commune de Saint-Julien-d’Ance."
DT43-05630,"Merlary (Le),",affluent,nord de Chazalet,non,"
affluent du Ramel au nord de Chazalet, commune de Bessamorel."
DT43-07207,"Quaréo (Le),",affluent,nord de Domeyrat,43086,"
affluent de la Senouire au nord de Domeyrat."
DT43-03793,"Fond-Courand (Le),",ruisseau,nord de l’Herm,non,"
ruisseau, affluent de la Brueyrette, au nord de l’Herm, commune de Saint-Pierre-Duchamp."
DT43-04952,"Lembron (Le),",affluent,nord de l’Herm,non,"
affluent de l’Ance, à Saint-Julien-d'Ance, formé au nord de l’Herm, commune de Saint-Pierre-Duchamp, par la jonction du Brantalon et de la Brueyrette."
DT43-00233,"Aubaigne (L’),",ruisseau,nord de Lavoux,non,"
ruisseau, prend sa source dans la commune de Rozier (Loire), entre dans le département de la Haute-Loire au nord de Lavoux et se jette dans la Loire au-dessus des Lestagies, commune de Bas."
DT43-03399,"Écoutay (L’),",rivière,nord de Pinet,non,"
rivière, prend sa source dans la commune de Marlhes (Loire), entre dans le département de la Haute-Loire, au nord de Pinet, commune de Saint-Romain-Lachalm, et se jette dans la Semène, près du moulin de Faridouaix, commune de Saint-Victor-Malescours."
DT43-07247,"Ramade (La),",ruisseau,nord de Pinols,43151,"
ruisseau, prend sa source au nord de Pinols et se jette dans l’Allier au nord-est d’Escalier, commune d’Aubazac."
DT43-00103,"Ance (L’),",rivière,nord de Pontempeyrat,non,"
rivière, prend sa source dans les montagnes du Forez, traverse les communes de Saint-Anthême et de Viverols (Puy-de-Dôme), entre dans le département de la Haute-Loire au nord de Pontempeyrat, arrose les communes de Craponne, Saint-Julien-d’Ance, Saint-André-de-Chalencon, Tiranges et Bauzac et se jette dans la Loire au-dessus de Lioriac."
DT43-04613,"Hiverts (Les),",affluent,nord de Raucoules,non,"
affluent du Ramel à 
Chazalet
, commune d’Yssingeaux, prend sa source au nord de Raucoules, commune de Queyrières."
DT43-05319,"Marandon (Le),",affluent,nord de Retournaguet,non,"
affluent de la Loire au nord de Retournaguet, commune de Retournac."
DT43-04871,"Lantriac (Le),",affluent,nord des Pandraux,non,"
affluent de la Gagne au nord des Pandraux, 153
commune de Lantriac."
DT43-05031,"Loire (La),",fleuve,nord des Perrots,non,"
fleuve, prend naissance au mont Gerbier-des-Joncs (Ardèche), entre dans le département de la Haute-Loire au sud-ouest de Chazeaux, commune de Salettes, et en sort au nord des Perrots, commune d’Aurec, après un parcours total de 138 kilomètres du sud-est au nord-est."
DT43-03392,"Échapré (L’),",ruisseau,nord du Bonnet-Vert,non,"
ruisseau, formé au nord du Bonnet-Vert par la réunion du Bouchet et de l’Herbret, traverse la commune de Saint-Just-Malmont et se jette dans l’Ondaine, près de Firminy."
DT43-01145,"Bos (Le),",ruisseau,nord du Chambon,non,"
ruisseau, prend naissance à Saint-Privat-du-Dragon et se jette dans l’Allier au nord du Chambon, commune de Blassac."
DT43-07247,"Ramade (La),",ruisseau,nord-est d’Escalier,non,"
ruisseau, prend sa source au nord de Pinols et se jette dans l’Allier au nord-est d’Escalier, commune d’Aubazac."
DT43-01135,"Borne occidentale (La),",un des deux ruisseaux,nord-est de la Roche,non,"l’un des deux ruisseaux qui forment la Borne, prend sa source au nord-est de la Roche, commune de Sembadel, et arrose les communes de Monlet, Allègre et Vernassal."
DT43-09211,"Violette (La),",ruisseau,nord-est de Momège,non,"
ruisseau, prend sa source au nord-est de Momège, commune de Lubilhac, et se jette dans l’Allagnon à Grenier-Montgon."
DT43-00312,"Avène (L’),",ruisseau,nord-est de Saint-Cirgues,non,"
ruisseau, prend naissance au sud de Frouges, commune de Rageade (Cantal), entre dans le département de la Haute-Loire, non loin des limites des communes d’Ally et de Saint-Austremoine et se jette dans l’Allier au nord-est de Saint-Cirgues."
DT43-04638,"Imbastards (Razat-des-),",affluent,nord-est du Viallard,non,"
affluent de la Senouire, au nord-est du Viallard, commune de Josat."
DT43-00159,"Archère (L’),",affluent,nord-ouest de Cissac,non,"
affluent de l’Allier au nord-ouest de Cissac, commune de Saint-Ilpize."
DT43-02703,"Combre (Le),",affluent,nord-ouest de Combre,non,"
affluent de la Loire au nord-ouest de Combre, commune de Chamalières."
DT43-06594,"Peyre (Le),",affluent,nord-ouest de la Bastide,non,"
affluent de l’Allier en amont de Monistrol-d’Allier, prend sa source au nord-ouest de la Bastide, commune de Saint-Préjet-d’Allier."
DT43-03342,"Doulon (Le),",rivière,nord-ouest de la Faye,non,"
rivière, prend sa source à l’étang de la Fargette, commune de Saint-Germain-l’Herm (Puy-de-Dôme), entre dans le département de la Haute-Loire au nord-ouest de la Faye, commune de Saint-Vert, arrose les communes de Laval, Saint-Didier-sur-Doulon, Vals-le-Chastel et se jette dans la Senouire près de Domeyrat."
DT43-04192,"Gazeille (La),",affluent,nord-ouest de la Rochelambert,non,"
affluent de la Borne au nord-ouest de la Rochelambert, commune de Saint-Paulien, prend sa source dans la commune de Vazeilles-Limandres et traverse celle de Lissac."
DT43-07451,"Rif-Petit (Le),",affluent,nord-ouest de Preissat,non,"
affluent du Ternivol au nord-ouest de Preissat, commune de Chaniat."
DT43-08063,"Saint-Mérat (Le),",ruisseau,nord-ouest de Riotord,43163,"
ruisseau, prend naissance dans le département de la Loire, entre dans celui de la Haute-Loire 
près de Tracol et se jette dans le Riotord au nord-ouest de Riotord."
DT43-04757,"Jour (Le),",affluent,nord-ouest de Rivière,non,"
affluent du Lignon, au nord-ouest de Rivière, commune de Tence."
DT43-02315,"Chazeaux (Les),",ruisseau,nord-ouest de Sainte-Sigolène,43224,"
ruisseau, prend sa source au nord-ouest de Sainte-Sigolène et se jette dans la Loire à l’ouest de Cheucle, commune de Monistrol-sur-Loire."
DT43-07481,"Riou (Razat-du-),",affluent,nord-ouest du Viallard,non,"
affluent de la Senouire au nord-ouest du Viallard, commune de Josat."
DT43-00011,"Achon (L’),",ruisseau,ouest d’Achon,non,"
ruisseau, affluent du Bellecombe, à l’ouest d’Achon, commune d’Yssingeaux."
DT43-09126,"Vidourne (La),",écart,ouest d’Ostet,non,"prend naissance au Sud de la commune de Varennes-Saint-Honorat qu’elle délimite avec celle de Jax, et se jette dans la Senouire à l’ouest d’Ostet, commune de Mazerat-Aurouze."
DT43-07887,"Saduit (Le),",affluent,ouest de Bionsac,non,"
affluent de l’Allagnon à l’ouest de Bionsac, commune de Léotoing."
DT43-04627,"Houzon (La),",,ouest de Blaizat,non,"prend sa source à l’ouest de Blaizat, commune de Saint-Éble, et se jette dans le Morange, près de Gagne, commune de Mazeyrat-Crispinhac."
DT43-08736,"Trinité (La),",affluent,ouest de Bousserolles,non,"
affluent du Doulon, à l’ouest de Bousserolles, communes de Montclard et de Saint-Didier-sur-Doulon."
DT43-03334,"Dore (La),",rivière,ouest de Champvieille,non,"
rivière, affluent de l’Allier à la jonction des départements du Puy-de-Dôme et de l’Allier, prend sa source à l’ouest de Champvieille, commune de Bonneval, et sort du département de la Haute-Loire près du moulin Forestier, commune de Malvières, après avoir traversé le canton de la Chaise-Dieu du sud au nord."
DT43-02247,"Chausse (Ravin-du-),",affluent,ouest de Chazelles,43068,"
affluent de la Dège à l’ouest de Chazelles."
DT43-09234,"Voirèze (La),",rivière,ouest de Chérèze,non,"
rivière, affluent de l’Alagnon au-dessous de Babory ; prend naissance dans les montagnes du Cezallier (Cantal), entre dans le département de la Haute-Loire à l’ouest de Chérèze, et arrose les communes de Saint-Étienne-sur-Blesle et de Blesle."
DT43-02315,"Chazeaux (Les),",ruisseau,ouest de Cheucle,non,"
ruisseau, prend sa source au nord-ouest de Sainte-Sigolène et se jette dans la Loire à l’ouest de Cheucle, commune de Monistrol-sur-Loire."
DT43-02549,"Clavas (Le),",affluent,ouest de Clavas,non,"
affluent du Riotord, prend sa source à l’ouest de Clavas et se jette dans le Riotord près de l’usine de Bertolet, commune de Riotord."
DT43-02125,"Chastelet (Ravin-du-),",affluent,ouest de Combemale,non,"
affluent de la Dège à l’ouest de Combemale, commune de Pébrac."
DT43-04092,"Galendres (Les),",ruisseau,ouest de Craponne-sur-Arzon,43080,"
ruisseau, prend sa source à l’ouest de Craponne-sur-Arzon et se jette dans le Lembron au sud-ouest du Bouchet, commune de Saint-Georges-Lagricol."
DT43-01029,"Boissial (Le),",affluent,ouest de Cusse,non,"
affluent de la Trinité à l’ouest de Cusse, communes de Berbezit et de Saint-Didier-sur-Doulon."
DT43-03374,"Dunières (La),",rivière,ouest de Dunières,43087,"
rivière, formée à l’ouest de Dunières par la réunion du Gournier et du Riotord, traverse les cantons de Montfaucon, Saint-Didier, Monistrol-sur-Loire et Yssingeaux et se jette dans le Lignon au-dessous de Vendets, commune de Grazac."
DT43-02920,"Couduriers (Les),",affluent,ouest de Faveyrolles,non,"
affluent du Montorgue, prend sa source à l’ouest de Faveyrolles, commune de Chassagnes."
DT43-08343,"Siaume (La),",rivière,ouest de Granouillet,non,"
rivière, prend sa source à l’ouest de Granouillet, commune d’Yssingeaux, et se jette dans le Lignon, près du Pont de l’Enceinte."
DT43-03750,"Fioulaires (Les),",ruisseau,ouest de la Besseyre-Saint-Mary,43029,"
ruisseau, affluent de la Dège à l’ouest de la Besseyre-Saint-Mary."
