article,output6.xml,DT07.xml
DT07-02502,commune de Boucieu-le-Roi.,commune de Boucieu le Roi.
DT07-02504,commune de Sagnes-et-Goudoulet.,commune de Sagnes et Goudoulet.
DT07-02507,commune de Saint-Pierre-de-Colombier,commune de St Pierre de Colombier
DT07-02508,commune de Colombier-le-Cardinal.,commune de Colombier le Cardinal.
DT07-02510,commune de Saint-André-en-Vivarais.,commune de St André en Vivarais.
DT07-02513,commune de Châteauneuf-de-Vernoux.,commune de Châteauneuf de Vernoux.
DT07-02515,commune de Vallon-Pont-d’Arc.,commune de Vallon Pont d'Arc.
DT07-02521,commune de Saint-Fortunat,commune de St Fortunat
DT07-02523,canton de Saint-Étienne-de-Lugdarès,canton de St Étienne de Lugdarès
DT07-02526,commune de Saint-Julien-en-Saint-Alban,commune de St Julien en St Alban
DT07-02527,commune de Saint-Martin-sur-Lavezon.,commune de St Martin sur Lavezon.
DT07-02528,commune de Saint-Basile.,commune de St Basile.
DT07-02531,commune de Saint-Jean-le-Centenier.,commune de St Jean le Centenier.
DT07-02532,commune de Vallon-Pont-d’Arc.,commune de Vallon Pont d'Arc.
DT07-02535,commune de Saint-Alban-d’Ay.,commune de St Alban d'Ay.
DT07-02537,commune de Saint-Michel-de-Boulogne,commune de St Michel de Boulogne
DT07-02539,commune de Saint-Laurent-les-Bains.,commune de St Laurent les Bains.
DT07-02540,commune de La Chapelle-sous-Aubenas,commune de la Chapelle sous Aubenas
DT07-02542,commune de Saint-Barthélemy-le-Meil.,commune de St Barthélémy le Meil.
DT07-02546,commune de Saint-Jean-de-Muzols.,commune de St Jean de Muzols.
DT07-02547,commune de Sainte-Eulalie,commune de Ste Eulalie
DT07-02548,commune de Sainte-Eulalie.,commune de Ste Eulalie.
DT07-02549,commune de Saint-Christol.,commune de St Christol.
DT07-02552,commune de Saint-Martial.,commune de St Martial.
DT07-02553,commune de Saint-Alban-d’Ay,commune de St Alban d'Ay
DT07-02557,commune de Saint-Jean-Chambre.,commune de St Jean Chambre.
DT07-02558,commune de Cros-de-Géorand,commune de Cros de Géorand
DT07-02559,commune de Sagnes-et-Goudoulet.,commune de Sagnes et Goudoulet.
DT07-02560,commune de Saint-Laurent-les-Bains,commune de St Laurent les Bains
DT07-02566,commune de Saint-Julien-le-Roux,commune de St Julien le Roux
DT07-02570,commune de Laval-d’Aurelle,commune de Laval d'Aurelle
DT07-02574,commune de Saint-Agrève.,commune de St Agrève.
DT07-02581,commune de Désaignes,commune de Desaignes
DT07-02587,commune de Saint-Agrève,commune de St Agrève
DT07-02588,commune de Saint-Jean-Chambre,commune de St Jean Chambre
DT07-02589,commune de Saint-Laurent-les-Bains.,commune de St Laurent les Bains.
DT07-02590,commune de Saint-Pierreville.,commune de St Pierreville.
DT07-02591,commune de La Souche.,commune de la Souche.
DT07-02602,commune de La Chapelle-sous-Aubenas,commune de la Chapelle sous Aubenas
DT07-02603,commune de Bourg-Saint-Andéol.,commune de Bourg St Andéol.
DT07-02608,commune de Saint-Victor,commune de St Victor
DT07-02613,commune de Saint-Barthélemy-le-Pin.,commune de St Barthélémy le Pin.
DT07-02614,commune de Bourg-Saint-Andéol.,commune de Bourg St Andéol.
DT07-02615,commune de Colombier-le-Jeune.,commune de Colombier le Jeune.
DT07-02616,commune de Saint-Marcel-d’Ardèche.,commune de St Marcel d'Ardèche.
DT07-02621,commune de Saint-Barthélemy-le-Pin.,commune de St Barthélémy le Pin.
DT07-02638,commune de Labastide-de-Virac.,commune de la Bastide de Virac.
DT07-02639,commune de Saint-Étienne-de-Serre.,commune de St Étienne de Serre.
DT07-02640,commune de Saint-Andéol-de-Berg,commune de St Andéol de Berg
DT07-02641,commune de Saint-Michel-de-Chabrillanoux.,commune de St Michel de Chabrillanoux.
DT07-02648,commune de Saint-Michel-de-Chabrillanoux,commune de St Michel de Chabrillanoux
DT07-02650,commune de Saint-Pierreville.,commune de St Pierreville.
DT07-02655,commune de Saint-Laurent-les-Bains.,commune de St Laurent les Bains.
DT07-02668,commune de Saint-Laurent-les-Bains.,commune de St Laurent les Bains.
DT07-02677,commune de Sainte-Marguerite-Lafigère.,commune de Ste Marguerite Lafigère.
DT07-02679,commune de Saint-Jean-le-Centenier.,commune de St Jean le Centenier.
DT07-02681,commune de Saint-Andéol-de-Vals.,commune de St Andéol de Vals.
DT07-02685,commune de Saint-André-de-Cruzières,commune de St André de Cruzières
DT07-02687,commune de Saint-Gineys-en-Coiron.,commune de St Gineys en Coiron.
DT07-02692,commune de Saint-Julien-en-Saint-Alban,commune de St Julien en St Alban
DT07-02693,commune de Saint-Jean-Roure,commune de St Jean Roure
DT07-02695,commune de Saint-Julien-Boutières.,commune de St Julien Boutières.
DT07-02698,commune de Châteauneuf-de-Vernoux.,commune de Châteauneuf de Vernoux.
DT07-02699,commune de Saint-Marcel-lès-Annonay,commune de St Marcel lès Annonay
DT07-02705,commune de Saint-Andéol-de-Vals.,commune de St Andéol de Vals.
DT07-02707,commune de Colombier-le-Jeune,commune de Colombier le Jeune
DT07-02710,commune de Saint-Lager-Bressac.,commune de St Lager Bressac.
DT07-02718,commune de Labastide-de-Juvinas.,commune de la Bastide de Juvinas.
DT07-02719,commune de Bourg-Saint-Andéol.,commune de Bourg St Andéol.
DT07-02720,commune de Vallon-Pont-d’Arc.,commune de Vallon Pont d'Arc.
DT07-02724,commune de Saint-Romain-d’Ay,commune de St Romain d'Ay
DT07-02726,commune de Saint-Joseph-des-Bancs.,commune de St Joseph des Bancs.
DT07-02731,commune de Saint-Fortunat.,commune de St Fortunat.
DT07-02733,commune de Saint-Maurice-en-Chalencon,commune de St Maurice en Chalencon
DT07-02739,commune de Saint-Basile,commune de St Basile
DT07-02740,commune de Désaignes.,commune de Desaignes.
DT07-02744,commune de Saint-Agrève.,commune de St Agrève.
DT07-02745,commune de Saint-André-en-Vivarais.,commune de St André en Vivarais.
DT07-02746,commune de Saint-Jeure-d’Andaure,commune de St Jeure d'Andaure
DT07-02747,commune de Saint-Jeure-d’Ay,commune de St Jeure d'Ay
DT07-02753,commune de Saint-Julien-Labrousse.,commune de St Julien Labrousse.
DT07-02757,commune de Saint-Cirgues-de-Prades.,commune de St Cirgues de Prades.
DT07-02759,commune de Bourg-Saint-Andéol.,commune de Bourg St Andéol.
DT07-02763,commune de Saint-Maurice-d’Ibie,commune de St Maurice d'Ibie
DT07-02765,commune de Saint-Barthélemy-le-Plain.,commune de St Barthélémy le Plain.
DT07-02766,commune de Saint-Romain-d’Ay,commune de St Romain d'Ay
DT07-02769,commune de Sainte-Eulalie.,commune de Ste Eulalie.
DT07-02770,commune de Saint-Agrève.,commune de St Agrève.
DT07-02773,commune de Saint-Julien-en-Saint-Alban.,commune de St Julien en St Alban.
DT07-02774,commune de Saint-Étienne-de-Lugdarès,commune de St Étienne de Lugdarès
DT07-02780,commune de Colombier-le-Vieux,commune de Colombier le Vieux
DT07-02782,commune de Saint-Martial,commune de St Martial
DT07-02783,commune de Saint-Sauveur-de-Montagut,commune de St Sauveur de Montagut
DT07-02788,commune de Villeneuve-de-Berg.,commune de Villeneuve de Berg.
DT07-02789,commune de Bourg-Saint-Andéol,commune de Bourg St Andéol
DT07-02795,commune de Saint-Basile.,commune de St Basile.
DT07-02799,commune de Lachamp-Raphaël,commune de Lachamp Raphael
DT07-02800,commune de Saint-Victor,commune de St Victor
DT07-02805,commune de Villeneuve-de-Berg.,commune de Villeneuve de Berg.
DT07-02811,commune de Saint-Martial.,commune de St Martial.
DT07-02812,commune de Davézieux.,commune de Davezieux.
DT07-02813,commune de Saint-Pierre-le-Déchausselat.,commune de St Pierre le Déchausselat.
DT07-02815,commune de Saint-Victor.,commune de St Victor.
DT07-02816,commune de La Chapelle-sous-Chanéac.,commune de la Chapelle sous Chanéac.
DT07-02818,commune de Saint-André-Lachamp.,commune de St André Lachamp.
DT07-02819,commune de Saint-Martin-de-Valamas.,commune de St Martin de Valamas.
DT07-02821,commune de Cros-de-Géorand.,commune de Cros de Géorand.
DT07-02824,commune de Saint-Laurent-du-Pape,commune de St Laurent du Pape
DT07-02831,commune de Cros-de-Géorand.,commune de Cros de Géorand.
DT07-02839,commune de Saint-Pierre-la-Roche,commune de St Pierre la Roche
DT07-02840,commune de Saint-Andéol-de-Vals,commune de St Andéol de Vals
DT07-02841,commune d’Usclades-et-Rieutord,commune d'Usclades
DT07-02843,commune de Saint-Martial,commune de St Martial
DT07-02844,commune de Saint-Barthélemy-le-Pin,commune de St Barthélémy le Pin
DT07-02845,commune de Saint-Basile,commune de St Basile
DT07-02846,commune de Saint-Péray.,commune de St Péray.
DT07-02847,commune de Saint-Sernin.,commune de St Sernin.
DT07-02849,commune de Vals-les-Bains,commune de Vals
DT07-02865,commune de Saint-Alban-sous-Sampzon.,commune de St Alban sous Sampzon.
DT07-02866,commune de Saint-André-Lachamp.,commune de St André Lachamp.
DT07-02867,commune de 106Saint-Julien-du-Serre.,commune de St Julien 106du Serre.
DT07-02868,commune de Saint-Mélany.,commune de St Mélany.
DT07-02869,commune de Saint-Michel-de-Chabrillanoux,commune de St Michel de Chabrillanoux
DT07-02870,commune de Saint-Pierreville,commune de St Pierreville
DT07-02881,commune de Saint-Martin-de-Valamas.,commune de St Martin de Valamas.
DT07-02882,commune de Saint-Vincent-de-Durfort.,commune de St Vincent de Durfort.
DT07-02884,commune de Saint-Maurice-d’Ibie,commune de St Maurice d'Ibie
DT07-02888,commune de La Chapelle-sous-Chanéac,commune de la Chapelle sous Chanéac
DT07-02895,commune de Saint-Julien-Boutières,commune de St Julien Boutières
DT07-02896,commune de Sainte-Marguerite-Lafigère,commune de Ste Marguerite Lafigère
DT07-02897,commune de Saint-Michel-d’Aurance.,commune de St Michel d'Aurance.
DT07-02905,commune de Saint-Étienne-de-Lugdarès.,commune de St Étienne de Lugdarès.
DT07-02906,commune de Saint-Lager-Bressac,commune de St Lager Bressac
DT07-02907,commune de Saint-Sauveur-de-Montagut.,commune de St Sauveur de Montagut.
DT07-02909,commune de La Souche.,commune de la Souche.
DT07-02911,commune de Saint-Julien-en-Saint-Alban.,commune de St Julien en St Alban.
DT07-02913,commune de Saint-Cirgues-de-Prades.,commune de St Cirgues de Prades.
DT07-02915,commune de Saint-Alban-sous-Sampzon.,commune de St Alban sous Sampzon.
DT07-02916,commune de Saint-Thomé,commune de St Thomé
DT07-02918,commune de Pont-de-Labeaume,commune de Pont de Labeaume
DT07-02919,commune de Lavillatte,commune de la Villatte
DT07-02920,commune de Saint-Étienne-de-Lugdarès.,commune de St Étienne de Lugdarès.
DT07-02925,commune de Cros-de-Géorand.,commune de Cros de Géorand.
DT07-02927,commune d’Usclades-et-Rieutord,commune d'Usclades
DT07-02933,commune de La Souche.,commune de la Souche.
DT07-02934,commune de Vallon-Pont-d’Arc,commune de Vallon Pont d'Arc
DT07-02940,commune de Saint-Étienne-de-Lugdarès,commune de St Étienne de Lugdarès
DT07-02942,commune de La Chapelle-sous-Chanéac,commune de la Chapelle sous Chanéac
DT07-02947,commune de Saint-Lager-Bressac,commune de St Lager Bressac
DT07-02950,commune de Saint-Julien-Labrousse,commune de St Julien Labrousse
DT07-02952,commune de Saint-Clément,commune de St Clément
DT07-02954,commune de Colombier-le-Jeune.,commune de Colombier le Jeune.
DT07-02955,commune de Cros-de-Géorand.,commune de Cros de Géorand.
DT07-02960,commune de Saint-Genest-Lachamp.,commune de St Genest Lachamp.
DT07-02961,commune de Saint-Michel-de-Chabrillanoux,commune de St Michel de Chabrillanoux
DT07-02962,commune de Saint-Pierreville.,commune de St Pierreville.
DT07-02980,commune de Colombier-le-Vieux.,commune de Colombier le Vieux.
DT07-02981,commune de Gilhac-et-Bruzac,commune de Gilhac et Bruzac
DT07-02983,commune de Saint-Pierre-sur-Doux.,commune de St Pierre sur Doux.
DT07-02984,commune de Saint-Martin-de-Valamas.,commune de St Martin de Valamas.
DT07-02985,commune de Saint-Symphorien-de-Mahun,commune de St Symphorien de Mahun
DT07-02986,commune de Saint-Martin-de-Valamas.,commune de St Martin de Valamas.
DT07-02989,commune de Saint-Vincent-de-Durfort.,commune de St Vincent de Durfort.
DT07-02990,commune de Saint-Martin-de-Valamas.,commune de St Martin de Valamas.
DT07-02995,commune de Saint-Agrève.,commune de St Agrève.
DT07-02996,commune d’Usclades-et-Rieutord.,commune d'Usclades.
DT07-02997,commune de Saint-Andéol-de-Berg,commune de St Andéol de Berg
DT07-02998,commune de Saint-Montan.,commune de St Montan.
DT07-02999,commune de Saint-Martin-sur-Lavezon.,commune de St Martin sur Lavezon.
DT07-03001,commune de Saint-Julien-du-Gua,commune de St Julien du Gua
DT07-03002,commune de Saint-Julien-du-Gua.,commune de St Julien du Gua.
DT07-03007,commune de Saint-Étienne-de-Boulogne.,commune de St Étienne de Boulogne.
DT07-03011,commune de Saint-Martin-de-Valamas,commune de St Martin de Valamas
DT07-03016,commune de Saint-Martial,commune de St Martial
DT07-03017,commune de Saint-Paul-le-Jeune.,commune de St Paul le Jeune.
DT07-03018,commune de Saint-Sernin,commune de St Sernin
DT07-03022,commune de Saint-Julien-du-Serre.,commune de St Julien du Serre.
DT07-03025,commune de Saint-Julien-en-Saint-Alban,commune de St Julien en St Alban
DT07-03034,commune de Bourg-Saint-Andéol.,commune de Bourg St Andéol.
DT07-03040,commune de Saint-Martin-de-Valamas.,commune de St Martin de Valamas.
DT07-03044,canton de Saint-Péray,canton de St Péray
DT07-03050,commune de Cros-de-Géorand,commune de Cros de Géorand
DT07-03053,commune de Saint-Remèze.,commune de St Remèze.
DT07-03056,commune de La Chapelle-sous-Aubenas.,commune de la Chapelle sous Aubenas.
DT07-03058,commune de Saint-Étienne-de-Serre,commune de St Étienne de Serre
DT07-03060,commune de Sagnes-et-Goudoulet.,commune de Sagnes et Goudoulet.
DT07-03064,commune de Saint-Thomé.,commune de St Thomé.
DT07-03065,commune de Saint-Pons.,commune de St Pons.
DT07-03066,commune de Labastide-de-Juvinas,commune de la Bastide de Juvinas
DT07-03067,commune de Saint-Pierreville.,commune de St Pierreville.
DT07-03069,commune de Saint-Martin-sur-Lavezon,commune de St Martin sur Lavezon
DT07-03070,commune de Saint-Thomé,commune de St Thomé
DT07-03073,commune de Pont-de-Labeaume.,commune de Pont de Labeaume.
DT07-03075,commune de Vogüé.,commune de Vogue.
DT07-03078,commune de Saint-Cierge-la-Serre.,commune de St Cierge la Serre.
DT07-03079,commune de Laval-d’Aurelle.,commune de Laval d'Aurelle.
DT07-03081,commune de Bozas,commune de Bosas
DT07-03092,commune de Bourg-Saint-Andéol.,commune de Bourg St Andéol.
DT07-03097,commune d’Usclades-et-Rieutord,commune d'Usclades
DT07-03098,commune de Saint-Paul-le-Jeune.,commune de St Paul le Jeune.
DT07-03099,commune de Villeneuve-de-Berg,commune de Villeneuve de Berg
DT07-03100,commune de Lachamp-Raphaël.,commune de Lachamp Raphael.
DT07-03102,commune de Saint-Jean-de-Pourcharesse.,commune de St Jean de Pourcharesse.
DT07-03103,commune de Bourg-Saint-Andéol.,commune de Bourg St Andéol.
DT07-03104,commune de Saint-Étienne-de-Fontbellon.,commune de St Étienne de Fontbellon.
DT07-03107,commune de Saint-Fortunat,commune de St Fortunat
DT07-03108,commune de Saint-Julien-Vocance,commune de St Julien Vocance
DT07-03112,commune de Saint-Barthélemy-le-Meil.,commune de St Barthélémy le Meil.
DT07-03113,commune de Sagnes-et-Goudoulet,commune de Sagnes et Goudoulet
DT07-03118,commune de Saint-Bauzile,commune de St Bauzile
DT07-03121,commune de Saint-Péray.,commune de St Péray.
DT07-03123,commune de Laval-d’Aurelle.,commune de Laval d'Aurelle.
DT07-03126,commune de Saint-Victor,commune de St Victor
DT07-03129,commune de Saint-Montan,commune de St Montan
DT07-03130,commune de Saint-Martial.,commune de St Martial.
DT07-03132,canton de Saint-Martin-de-Valamas,canton de St Martin de Valamas
DT07-03134,commune de Saint-Martin-sur-Lavezon,commune de St Martin sur Lavezon
DT07-03135,commune de Saint-Julien-Vocance.,commune de St Julien Vocance.
DT07-03136,commune de Bourg-Saint-Andéol.,commune de Bourg St Andéol.
DT07-03139,commune de Saint-Remèze.,commune de St Remèze.
DT07-03141,commune de Saint-Michel-d’Aurance.,commune de St Michel d'Aurance.
DT07-03145,commune d’Usclades-et-Rieutord.,commune d'Usclades.
DT07-03146,commune de Saint-Bauzile.,commune de St Bauzile.
DT07-03155,commune de Saint-Clair au lieu de ,commune de St Clair au lieu de 
DT07-03155,Davézieux.,Davezieux.
DT07-03157,commune de Saint-Agrève,commune de St Agrève
DT07-03160,commune de Saint-Vincent-de-Durfort.,commune de St Vincent de Durfort.
DT07-03161,commune de Saint-Étienne-de-Serre.,commune de St Étienne de Serre.
DT07-03165,commune de Villeneuve-de-Berg,commune de Villeneuve de Berg
DT07-03167,commune de Saint-Victor.,commune de St Victor.
DT07-03175,commune de Saint-Barthélemy-le-Meil.,commune de St Barthélémy le Meil.
DT07-03176,commune de Saint-Genest-de-Beauzon,commune de St Genest de Beauzon
DT07-03177,commune de Sainte-Marguerite-Lafigère.,commune de Ste Marguerite Lafigère.
DT07-03178,commune de Saint-Michel-de-Boulogne.,commune de St Michel de Boulogne.
DT07-03180,commune de Saint-Agrève.,commune de St Agrève.
DT07-03184,commune de La Chapelle-Graillouse,commune de la Chapelle Graillouse
DT07-03190,commune de Saint-Andéol-de-Fourchades.,commune de St Andéol de Fourchades.
DT07-03191,commune de Saint-Romain-de-Lerps,commune de St Romain de Lerps
DT07-03193,commune de Désaignes.,commune de Desaignes.
DT07-03198,commune de Désaignes,commune de Desaignes
DT07-03203,commune de La Chapelle-sous-Chanéac.,commune de la Chapelle sous Chanéac.
DT07-03204,commune de Villeneuve-de-Berg,commune de Villeneuve de Berg
DT07-03212,commune de Lavillatte,commune de la Villatte
DT07-03213,commune de Saint-Alban-en-Montagne.,commune de St Alban en Montagne.
DT07-03220,commune de Saint-Sauveur-de-Montagut,commune de St Sauveur de Montagut
DT07-03225,commune de Saint-André-de-Cruzières.,commune de St André de Cruzières.
DT07-03226,commune de Saint-Étienne-de-Fontbellon,commune de St Étienne de Fontbellon
DT07-03229,commune de Gilhac-et-Bruzac.,commune de Gilhac et Bruzac.
DT07-03231,commune de Saint-Thomé.,commune de St Thomé.
DT07-03233,commune de Cros-de-Géorand.,commune de Cros de Géorand.
DT07-03236,commune de Gilhac-et-Bruzac.,commune de Gilhac et Bruzac.
DT07-03240,commune de Saint-Agrève.,commune de St Agrève.
DT07-03242,commune de Cros-de-Géorand.,commune de Cros de Géorand.
DT07-03247,canton de Saint-Martin-de-Valamas,canton de St Martin de Valamas
DT07-03249,commune de Saint-Cirgues-en-Montagne.,commune de St Cirgues en Montagne.
DT07-03250,commune de Vogüé.,commune de Vogue.
DT07-03254,commune de Colombier-le-Jeune.,commune de Colombier le Jeune.
DT07-03257,commune de Saint-Marcel-d’Ardèche.,commune de St Marcel d'Ardèche.
DT07-03260,commune de Saint-Cirgues-en-Montagne.,commune de St Cirgues en Montagne.
DT07-03263,commune de Saint-Georges-les-Bains.,commune de St Georges les Bains.
DT07-03276,commune de Saint-Laurent-sous-Coiron.,commune de St Laurent sous Coiron.
DT07-03277,commune de Saint-Montan.,commune de St Montan.
DT07-03278,commune de La Rochette.,commune de la Rochette.
DT07-03280,commune de Saint-Mélany.,commune de St Mélany.
DT07-03282,commune de Bozas.,commune de Bosas.
DT07-03283,commune de Saint-Sauveur-de-Montagut,commune de St Sauveur de Montagut
DT07-03284,commune de Labastide-de-Juvinas.,commune de la Bastide de Juvinas.
DT07-03287,commune de Saint-Vincent-de-Barrès,commune de St Vincent de Barrès
DT07-03289,commune de Saint-André-Lachamp.,commune de St André Lachamp.
DT07-03290,commune de Saint-Martin-sur-Lavezon,commune de St Martin sur Lavezon
DT07-03291,commune de Saint-Priest,commune de St Priest
DT07-03292,commune de Saint-Priest,commune de St Priest
DT07-03293,commune de La Souche,commune de la Souche
DT07-03294,commune de La Souche,commune de la Souche
DT07-03297,commune de Saint-Pons.,commune de St Pons.
DT07-03307,commune de Saint-Andéol-de-Berg.,commune de St Andéol de Berg.
DT07-03308,commune de Saint-Julien-du-Gua.,commune de St Julien du Gua.
DT07-03309,commune de Saint-Remèze,commune de St Remèze
DT07-03313,commune de Saint-Sauveur-de-Montagut,commune de St Sauveur de Montagut
DT07-03314,commune de Saint-Martin-de-Valamas,commune de St Martin de Valamas
DT07-03322,commune de Colombier-le-Vieux.,commune de Colombier le Vieux.
DT07-03326,commune d’Usclades-et-Rieutord,commune d'Usclades
DT07-03329,commune de Saint-Pierreville.,commune de St Pierreville.
DT07-03330,commune de Saint-Félicien,commune de St Félicien
DT07-03332,commune de Saint-Étienne-de-Boulogne,commune de St Étienne de Boulogne
DT07-03333,commune de La Souche.,commune de la Souche.
DT07-03334,commune de Saint-Maurice-d’Ibie.,commune de St Maurice d'Ibie.
DT07-03336,commune de Sagnes-et-Goudoulet.,commune de Sagnes et Goudoulet.
DT07-03337,commune de Saint-Jean-de-Pourcharesse.,commune de St Jean de Pourcharesse.
DT07-03338,commune de Saint-Michel-de-Chabrillanoux,commune de St Michel de Chabrillanoux
DT07-03341,commune de Pont-de-Labeaume.,commune de Pont de Labeaume.
DT07-03342,commune de Saint-Michel-d’Aurance,commune de St Michel d'Aurance
DT07-03352,commune de Boulieu-lès-Annonay,commune de Boulieu les Annonay
DT07-03355,commune de Gilhac-et-Bruzac,commune de Gilhac et Bruzac
DT07-03357,commune de Vallon-Pont-d’Arc.,commune de Vallon Pont d'Arc.
DT07-03360,canton de La Voulte,canton de la Voulte
DT07-03363,commune de Saint-Martin-sur-Lavezon,commune de St Martin sur Lavezon
DT07-03365,commune de Saint-Martin-de-Valamas,commune de St Martin de Valamas
DT07-03366,commune de Saint-Julien-en-Saint-Alban,commune de St Julien en St Alban
DT07-03368,commune de Bourg-Saint-Andéol,commune de Bourg St Andéol
DT07-03369,commune de Saint-Montan.,commune de St Montan.
DT07-03370,commune de Villeneuve-de-Berg.,commune de Villeneuve de Berg.
DT07-03374,commune de Saint-Maurice-d’Ibie.,commune de St Maurice d'Ibie.
DT07-03375,commune de Saint-Mélany.,commune de St Mélany.
DT07-03376,commune de Saint-Fortunat.,commune de St Fortunat.
DT07-03379,commune de Saint-Martin-sur-Lavezon,commune de St Martin sur Lavezon
DT07-03385,commune de Saint-Alban-sous-Sampzon.,commune de St Alban sous Sampzon.
DT07-03386,commune de Désaignes.,commune de Desaignes.
DT07-03388,commune de Saint-Julien-Vocance,commune de St Julien Vocance
DT07-03390,commune de La Souche,commune de la Souche
DT07-03395,commune de Saint-Étienne-de-Boulogne.,commune de St Étienne de Boulogne.
DT07-03396,commune de Saint-Genest-de-Beauzon,commune de St Genest de Beauzon
DT07-03398,commune de Saint-Genest-de-Beauzon.,commune de St Genest de Beauzon.
DT07-03401,commune de Châteauneuf-de-Vernoux.,commune de Châteauneuf de Vernoux.
DT07-03404,commune de Saint-Basile,commune de St Basile
DT07-03409,commune de Saint-Lager-Bressac,commune de St Lager Bressac
DT07-03411,commune de Gilhac-et-Bruzac.,commune de Gilhac et Bruzac.
DT07-03412,commune de Saint-Apollinaire-de-Rias.,commune de St Apollinaire de Rias.
DT07-03415,commune de Saint-André-Lachamp,commune de St André Lachamp
DT07-03416,commune de Saint-Julien-en-Saint-Alban.,commune de St Julien en St Alban.
DT07-03419,commune de Désaignes.,commune de Desaignes.
DT07-03422,commune de Saint-Jean-Chambre,commune de St Jean Chambre
DT07-03423,commune de Saint-Barthélemy-le-Plain,commune de St Barthélémy le Plain
DT07-03426,commune de Saint-Étienne-de-Lugdarès,commune de St Étienne de Lugdarès
DT07-03428,commune de Saint-Alban-en-Montagne,commune de St Alban en Montagne
DT07-03431,commune de Saint-Cierge-la-Serre,commune de St Cierge la Serre
DT07-03436,commune d’Orgnac-l’Aven.,commune d'Orgnac l'Aven.
DT07-03438,commune de Saint-Paul-le-Jeune.,commune de St Paul le Jeune.
DT07-03442,commune de Saint-Thomé,commune de St Thomé
DT07-03443,commune de Saint-Marcel-d’Ardèche.,commune de St Marcel d'Ardèche.
DT07-03448,commune de Saint-Christol,commune de St Christol
DT07-03454,commune de Labatie-d’Andaure,commune de la Batie d'Andaure
DT07-03458,commune de Sagnes-et-Goudoulet.,commune de Sagnes et Goudoulet.
DT07-03463,commune de Saint-Vincent-de-Durfort.,commune de St Vincent de Durfort.
DT07-03465,commune de Lafigère,commune de la Figère
DT07-03469,commune de Saint-Andéol-de-Vals.,commune de St Andéol de Vals.
DT07-03472,commune de Saint-Maurice-en-Chalencon,commune de St Maurice en Chalencon
DT07-03481,commune de Saint-André-de-Cruzières.,commune de St André de Cruzières.
DT07-03482,commune de Saint-Julien-Boutières.,commune de St Julien Boutières.
DT07-03483,commune de Vallon-Pont-d’Arc.,commune de Vallon Pont d'Arc.
DT07-03490,commune de Gilhac-et-Bruzac,commune de Gilhac et Bruzac
DT07-03496,commune de La Chapelle-sous-Aubenas,commune de la Chapelle sous Aubenas
DT07-03502,commune de Vals-les-Bains,commune de Vals
DT07-03503,commune de Saint-Laurent-sous-Coiron.,commune de St Laurent sous Coiron.
DT07-03504,commune de Vallon-Pont-d’Arc.,commune de Vallon Pont d'Arc.
DT07-03508,commune de Saint-Georges-les-Bains.,commune de St Georges les Bains.
DT07-03520,commune de Sagnes-et-Goudoulet.,commune de Sagnes et Goudoulet.
DT07-03522,canton de Saint-Péray,canton de St Péray
DT07-03524,commune de Sainte-Eulalie.,commune de St Eulalie.
DT07-03525,commune de Boulieu-lès-Annonay,commune de Boulieu les Annonay
DT07-03527,commune de Désaignes.,commune de Desaignes.
DT07-03532,commune de Saint-Julien-Boutières,commune de St Julien Boutières
DT07-03536,commune de Saint-Georges-les-Bains au lieu de ,commune de St Georges les Bains au lieu de 
DT07-03543,commune de 120Saint-Cirgues-en-Montagne,commune de St Cirgues 120en Montagne
DT07-03549,commune de Colombier-le-Vieux.,commune de Colombier le Vieux.
DT07-03550,commune de Vogüé.,commune de Vogue.
DT07-03552,commune de Saint-Jean-de-Muzols.,commune de St Jean de Muzols.
DT07-03553,commune de Saint-Sylvestre.,commune de St Sylvestre.
DT07-03560,commune de Saint-Sylvestre.,commune de St Sylvestre.
DT07-03561,commune de Saint-Julien-du-Gua,commune de St Julien du Gua
DT07-03562,commune de Saint-Victor,commune de St Victor
DT07-03564,commune de La Souche.,commune de la Souche.
DT07-03565,commune de Saint-Andéol-de-Fourchades.,commune de St Andéol de Fourchades.
DT07-03568,commune de Sainte-Eulalie.,commune de St Eulalie.
DT07-03571,commune de Saint-Gineys-en-Coiron.,commune de St Gineys en Coiron.
DT07-03572,commune de Saint-Jean-le-Centenier,commune de St Jean le Centenier
DT07-03573,commune de Saint-Barthélemy-le-Pin,commune de St Barthélémy le Pin
DT07-03578,commune de Vallon-Pont-d’Arc,commune de Vallon Pont d'Arc
DT07-03580,commune de Saint-Jean-Chambre.,commune de St Jean Chambre.
DT07-03581,commune de Vals-les-Bains,commune de Vals
DT07-03582,commune de Saint-Félicien.,commune de St Félicien.
DT07-03584,commune de Désaignes,commune de Desaignes
DT07-03588,commune de Saint-Pons.,commune de St Pons.
DT07-03592,commune de Saint-Montan.,commune de St Montan.
DT07-03595,commune de Villeneuve-de-Berg,commune de Villeneuve de Berg
DT07-03596,commune de Saint-Laurent-du-Pape.,commune de St Laurent du Pape.
DT07-03599,commune de Saint-Martial,commune de St Martial
DT07-03601,commune de La Chapelle-Graillouse.,commune de la Chapelle Graillouse.
DT07-03603,commune de Saint-André-en-Vivarais.,commune de St André en Vivarais.
DT07-03604,commune de Saint-Julien-Labrousse.,commune de St Julien Labrousse.
DT07-03608,commune de Labastide-de-Juvinas.,commune de la Bastide de Juvinas.
