article_id,vedette,vedette_orig,localisationco,localisationco_orig,NCCENR_orig,insee_code,id,old-id,label,definition_typologie,definition_localisation,insee,method_dicotopo,localisationde,dpt_code,canton_code,method,reference
PO9-01327,Couffouleux,Couffouleux,Peux et Couffouleux,Peux-et-Couffouleux,Peux-et-Couffouleux,Peux et Couffouleux (12179),,,,,,,nulle,Aveyron,12,Camarès,dpt_exact,     Couffouleux     Aveyron     con de Camarès     cne de Peux et Couffouleux       Cofolens  342 a  prior  338 h      Coffoulex  prior  vicarius  346 a  348 b      Cofolentium  prior  335 b      Cufolencium  prior Sancti Nazarii  346    
PO9-01328,Couffy,Couffy,none,none,Couffy,Couffy (41063),,,,,,,nulle,Loir-et-Cher,41,Saint-Aignan,dpt_exact,     Couffy     Loir et Cher     con de Saint Aignan       Coffi  prior  41 a      Cofiacus  139 g      Coisy  151 f      Cophiacus  7 b  14 b  prior  71 b    
PO9-01329,Couffy Sarsonne,Couffy-sur-Sarsonne,none,none,Couffy-sur-Sarsonne,Couffy sur Sarsonne (19064),,,,,,,nulle,Corrèze,19,Eygurande,dpt_exact,     Couffy sur Sarsonne     Corrèze     con d Eygurande       Cophinhum  capellanus  487 a    
PO9-01330,Cougeat,Cougeat,Lamothe,Lamothe,Lamothe,Lamothe (43110),,,,,,,nulle,Haute-Loire,43,Brioude,dpt_exact,     Cougeat     Haute Loire     con de Brioude     cne de Lamothe       Cojac  capellanus  260 b      Coghacus  priorissa  267 e    
PO9-01331,Cougournac,Cougournac,Puycornet,Puycornet,Puycornet,Puycornet (82144),,,,,,,nulle,Tarn-et-Garonne,82,Molières,dpt_exact,     Cougournac     Tarn et Garonne     con de Molières     cne de Puycornet       Cogornacus  461 b  rector  426 c    
PO9-01332,Coulagnet,Coulagnet,Montrodat,Montrodat,Montrodat,Montrodat (48103),,,,,,,nulle,Lozère,48,Marvejols,dpt_exact,     Coulagnet     Lozère     con de Marvejols     cne de Montrodat       Coulagnet  prieuré  555 a      Colonhet  538 f      Colonhetum  542 a      Colonietz  prieuré  554 b    
PO9-01333,Coulandon,Coulandon,none,none,Coulandon,Coulandon (03085),,,,,,,nulle,Allier,03,Moulins-ouest,dpt_exact,     Coulandon     Allier     con de Moulins ouest       Colendonium  capellanus  88 e      Collandon  149 e      Colondonium  capellanus  36 c      Coullendonium  113 g    
PO9-01334,Couleuvre,Couleuvre,none,none,Couleuvre,Couleuvre (03087),,,,,,,nulle,Allier,03,Lurcy-Lévy,dpt_exact,     Couleuvre     Allier     con de Lurcy Lévy       Colubra  prioratus  22 i      Colubrium  113 a  prioratus  35 g  prior  75 e  prior curatus  114 e    
PO9-01335,Coullons,Coullons,none,none,Coullons,Coullons (45108),,,,,,,nulle,Loiret,45,Gien,dpt_exact,     Coullons     Loiret     con de Gien       Colombae  39 c  72 d      Colons  151 d      Columbae  118 e  capellanus  39 c  72 d    
PO9-01336,Coulommiers,Coulommiers,Dun le Poelier,Dun-le-Poëlier,Dun-le-Poëlier,Dun le Poelier (36068),,,,,,,nulle,Indre,36,Vatan,dpt_exact,     Coulommiers     Indre     con de Vatan     cne de Dun le Poëlier       Colomerie  prior  83 a      Columerie  prioratus  127 d      Colummerie  prior  83 a    
PO9-01337,Coulon,Coulon,Gracay,Graçay,Graçay,Gracay (18103),,,,,,,nulle,Cher,18,Graçay,dpt_exact,     Coulon     Cher     con de Graçay     cne de Graçay       Coulon  126 b  143 m  capellanus  70 f      Colombie  capellanus  42 b    
PO9-01338,Coulonges,Coulonges,none,none,Coulonges,Coulonges (86084),,,,,,,nulle,Vienne,86,La Trimouille,dpt_exact,     Coulonges     Vienne     con de La Trimouille       Colongie  prior  505 d  capellanus  519 e  vicaria Beate Marie de Baigneulx  521 a    
PO9-01339,Coulourgues,Coulourgues,Saint Matre,Saint-Matré,Saint-Matré,Saint Matre (46278),,,,,,,nulle,Lot,46,Montcuq,dpt_exact,     Coulourgues     Lot     con de Montcuq     cne de Saint Matré       Calorgas  435 b      Calorgas  capellanus  409 a    
PO9-01340,Coupiac,Coupiac,none,none,Coupiac,Coupiac (12080),,,,,,,nulle,Aveyron,12,Saint-Sernin-sur-Rance,dpt_exact,     Coupiac     Aveyron     con de Saint Sernin sur Rance       Copiacus  341 d  archipresbiter  333 b      Coupiac  archipresbiteratus  vicaria perpetua  348 b    
PO9-01341,Coupiaguet,Coupiaguet,Truel,Truel,Truel,Truel (12284),,,,,,,nulle,Aveyron,12,Saint-Rome-de-Tarn,dpt_exact,     Coupiaguet     Aveyron     con de Saint Rome de Tarn     cne du Truel       Copiaguet  prioratus et cura Sancti Amancii  310 c      Copiaguetum  287 b  291 c    
PO9-01342,Couraud,Couraud,Domerat,Domérat,Domérat,Domerat (03101),,,,,,,nulle,Allier,03,Montluçon-ouest,dpt_exact,     Couraud     Allier     con de Montluçon ouest     cne de Domérat       Coraut  prior  33 c  77 d    
PO9-01343,Courbaties,Courbatiès,Salles Courbaties,Salles-Courbatiès,Salles-Courbatiès,Salles Courbaties (12252),,,,,,,nulle,Aveyron,12,Capdenac-Gare,dpt_exact,     Courbatiès     Aveyron     con de Capdenac Gare     cne de Salles Courbatiès       Corbaterium  301 c    
PO9-01344,Courbefy,Courbefy,Nicolas Courbefy,Saint-Nicolas-Courbefy,,87027,,,,,,,nulle,Haute-Vienne,87,Châlus,nulle,     Courbefy     Haute Vienne     con de Châlus     cne de Saint Nicolas Courbefy       Curvumfinium  capellanus  499 c    
PO9-01345,Courbenac,Courbenac,Puy l Eveque,Puy-l’Évêque,Puy-l'Évêque,Puy l Eveque (46231),,,,,,,nulle,Lot,46,Puy-l’Évêque,dpt_exact,     Courbenac     Lot     con de Puy l Évêque     cne de Puy l Évêque       Corbenac  prior  410 a  capellanus  436 c    
PO9-01346,Courcais,Courçais,none,none,Courçais,Courcais (03088),,,,,,,nulle,Allier,03,Huriel,dpt_exact,     Courçais     Allier     con d Huriel       Corsayum  capellanus  78 b      Corroy  147 n      Corsayum  prior  32 g      Corseyum  129 e    
PO9-01347,Courgoul,Courgoul,none,none,Courgoul,Courgoul (63122),,,,,,,nulle,Puy-de-Dôme,63,Champeix,dpt_exact,     Courgoul     Puy de Dôme     con de Champeix       Corcol  202 b      Gergoilh  155 e    
PO9-01348,Cournon Auvergne,Cournon-d’Auvergne,none,none,Cournon-d'Auvergne,Cournon d Auvergne (63124),,,,,,,nulle,Puy-de-Dôme,63,Pont-du-Château,dpt_exact,     Cournon d Auvergne     Puy de Dôme     con de Pont du Château       Cornon  rector  162 a      Cornonium  capitulum  213 b  230 b    
PO9-01349,Cournoux,Cournoux,Saint Vincent Rive d Olt,Saint-Vincent-Rive-d’Olt,Saint-Vincent-Rive-d'Olt,Saint Vincent Rive d Olt (46296),,,,,,,nulle,Lot,46,Luzech,dpt_exact,     Cournoux     Lot     con de Luzech     cne de Saint Vincent Rive d Olt       Corno  capellanus  407 c      Cornu  432 c    
PO9-01350,Cournus,Cournus,Castelnau Montratier,Castelnau-Montratier,Castelnau-Montratier,Castelnau Montratier (46063),,,,,,,nulle,Lot,46,Castelnau-Montratier,dpt_exact,     Cournus     Lot     con de Castelnau Montratier     cne de Castelnau Montratier       Cornutz  ecclesia Sancti Johannis  479 a  capellanus  425 b    
PO9-01351,Courondes,Courondes,Genebrieres,Génébrières,Génébrières,Genebrieres (82066),,,,,,,nulle,Tarn-et-Garonne,82,Monclar-de-Quercy,dpt_exact,     Courondes     Tarn et Garonne     con de Monclar de Quercy     cne de Génébrières       Corondas  capellanus  419 b  capellania  461 b  prior  421 a  469 a    
PO9-01352,Couronne,Couronne,none,none,Couronne,Couronne (16113),,,,,,,nulle,Charente,16,Angoulême,dpt_exact,     Couronne  La      Charente     con d Angoulême       Corona  499 e  abbas  250 a  429 c  457 b  monasterium  262 a    
PO9-01353,Courpiere,Courpière,none,none,Courpière,Courpiere (63125),,,,,,,nulle,Puy-de-Dôme,63,Thiers,dpt_exact,     Courpière     Puy de Dôme     con de Thiers     arrt de Thiers       Corperra  curatus  217 e      Corpeyra  191 b    
PO9-01354,Courris,Courris,Valence d Albigeois,Valence-d’Albigeois,Valence-d'Albigeois,Valence d Albigeois (81308),,,,,,,nulle,Tarn,81,Valence-d’Albigeois,dpt_exact,     Courris     Tarn     con de Valence d Albigeois     cne de Valence d Albigeois       Corri  363 a  369 a      Corris  recteur  387 a    
PO9-01355,Courteserre,Courteserre,Courpiere,Courpière,Courpière,Courpiere (63125),,,,,,,nulle,Puy-de-Dôme,63,Courpière,dpt_exact,     Courteserre     Puy de Dôme     con de Courpière     cne de Courpière       Cortaserra  193 c      Curtesere  curatus  217 e    
PO9-01356,Courtille,Courtille,Noyant,Noyant,,Noyant Allier (03202) - Noyant-d'Allier,,,,,,,nulle,Allier,03,Souvigny,dpt_fuzzy,     Courtille     Allier     con de Souvigny     cne de Noyant       Cortilles  prior  84 b    
PO9-01357,Courtine,Courtine,none,none,Courtine,Courtine (23067),,,,,,,nulle,Creuse,23,Aubusson,dpt_exact,     Courtine  La      Creuse     con d Aubusson     arrt d Aubusson       Cortina  annexa  523 a    
PO9-01358,Courtines,Courtines,Ternes,Ternes,Ternes,Ternes (15235),,,,,,,nulle,Cantal,15,Saint-Flour-sud,dpt_exact,     Courtines     Cantal     con de Saint Flour sud     cne des Ternes       Curtine  domus  capella  256 a    
PO9-01359,Cousages,Cousages,Chasteaux,Chasteaux,Chasteaux,Chasteaux (19049),,,,,,,nulle,Corrèze,19,Larches,dpt_exact,     Cousages     Corrèze     con de Larches     cne de Chasteaux       Cosacge  capellanus  492 b    
PO9-01360,Coussac Bonneval,Coussac-Bonneval,none,none,Coussac-Bonneval,Coussac Bonneval (87049),,,,,,,nulle,Haute-Vienne,87,Saint-Yrieix-la-Perche,dpt_exact,     Coussac Bonneval     Haute Vienne     con de Saint Yrieix la Perche       Cossac  capellanus  496 c    
PO9-01361,Coussergues,Coussergues,none,none,Coussergues,Coussergues (12081),,,,,,,nulle,Aveyron,12,Laissac,dpt_exact,     Coussergues     Aveyron     con de Laissac       Cosserguas  prioratus  rectoria Sancti Petri  310 d      Corrossergie  280 f  296 f    
PO9-01362,Coust,Coust,none,none,Coust,Coust (18076),,,,,,,nulle,Cher,18,Charenton-du-Cher,dpt_exact,     Coust     Cher     con de Charenton du Cher       Costa  capellanus  30 f      Costum  122 e  capellanus  94 c  vicarius  94 b      Cous  152 e    
PO9-01363,Coutansouze,Coutansouze,none,none,Coutansouze,Coutansouze (03089),,,,,,,nulle,Allier,03,Ébreuil,dpt_exact,     Coutansouze     Allier     con d Ébreuil       Contenciose  149 j      Contenosa  capellanus  35 b      Contentiosa  117 e  capellanus  91 c    
PO9-01364,Couteuges,Couteuges,none,none,Couteuges,Couteuges (43079),,,,,,,nulle,Haute-Loire,43,Paulhaguet,dpt_exact,     Couteuges     Haute Loire     con de Paulhaguet       Celtejolium  capellanus  256 c      Coltojolium  273 c  curatus  267 f    
PO9-01365,Couvert,Couvert,Soturac,Soturac,Soturac,Soturac (46307),,,,,,,nulle,Lot,46,Puy-l’Évêque,dpt_exact,     Couvert     Lot     con de Puy l Évêque     cne de Soturac       Covers  436 d    
PO9-01366,Couvertoirade,Couvertoirade,none,none,Couvertoirade,Couvertoirade (12082),,,,,,,nulle,Aveyron,12,Nant,dpt_exact,     Couvertoirade  La      Aveyron     con de Nant       Cobertoyrada  vicaria perpetua  348 d      Cobertoyrata  343 c      La Cobertoyrata  capellanus Sancti Stephani  335 f    
PO9-01367,Couy,Couy,none,none,Couy,Couy (18077),,,,,,,nulle,Cher,18,Sancergues,dpt_exact,     Couy     Cher     con de Sancergues       Coyacus  133 a      Goy  150 d      Quoy  capellanus  37 a      Quoyacus  capellanus  75 a    
PO9-01368,Couzeix,Couzeix,none,none,Couzeix,Couzeix (87050),,,,,,,nulle,Haute-Vienne,87,Limoges-ouest,dpt_exact,     Couzeix     Haute Vienne     con de Limoges ouest       Coseyum  prepositus et capellanus  504 d    
PO9-01369,Couzon,Couzon,none,none,Couzon,Couzon (03090),,,,,,,nulle,Allier,03,Lurcy-Lévy,dpt_exact,     Couzon     Allier     con de Lurcy Lévy       Cousonium  113 f  capellanus  88 d      Cozon  149 k    
PO9-01370,Crandelles,Crandelles,none,none,Crandelles,Crandelles (15056),,,,,,,nulle,Cantal,15,Aurillac-sud,dpt_exact,     Crandelles     Cantal     con d Aurillac sud       Crandelle  254 c    
PO9-01371,Cransac,Cransac,none,none,Cransac,Cransac (12083),,,,,,,nulle,Aveyron,12,Aubin,dpt_exact,     Cransac     Aveyron     con d Aubin       Caransacus  284 c  prior et rector Sancti Juliani  308 b      Caranssacus  297 e    
PO9-01372,Craponne Arzon,Craponne-sur-Arzon,none,none,Craponne-sur-Arzon,Craponne sur Arzon (43080),,,,,,,nulle,Haute-Loire,43,Puy,dpt_exact,     Craponne sur Arzon     Haute Loire     con du Puy     arrt du Puy       Crappona  rector  566 c  capellanus  574 b    
PO9-01373,Cras,Cras,none,none,Cras,Cras (46079),,,,,,,nulle,Lot,46,Lauzès,dpt_exact,     Cras     Lot     con de Lauzès       Cras  capellanus  431 b    
PO9-01374,Crayssac,Crayssac,none,none,Crayssac,Crayssac (46080),,,,,,,nulle,Lot,46,Catus,dpt_exact,     Crayssac     Lot     con de Catus       Creyssacus  432 d  capellanus  408 a    
PO9-01376,Crecy,Crécy,Mehun sur Yevre,Mehun-sur-Yèvre,Mehun-sur-Yèvre,Mehun sur Yevre (18141),,,,,,,nulle,Cher,18,Mehun-sur-Yèvre,dpt_exact,     Crécy     Cher     con de Mehun sur Yèvre     cne de Mehun sur Yèvre       Creciacus  108 e      Cressiacus  prioratus  20 a  109 d  prior  80 g  capellanus  87 b      Cressi  capellanus  27 f  prior  52 c      Cressy  141 a      Croissiacus  7 a    
PO9-01377,Cregols,Crégols,none,none,Crégols,Cregols (46081),,,,,,,nulle,Lot,46,Saint-Géry,dpt_exact,     Crégols     Lot     con de Saint Géry       Cregol  459 a    
PO9-01378,Creissels,Creissels,none,none,Creissels,Creissels (12084),,,,,,,nulle,Aveyron,12,Millau,dpt_exact,     Creissels     Aveyron     con de Millau       Creychel  prior  334 d      Creychellum  343 d  prior  337 e      Creyssel  prioratus  vicarius  348 d      Creyssellum  prior  349 a  capella  354 b    
PO9-01379,Cremps,Cremps,Salledes,Sallèdes,Sallèdes,Salledes (63405),,,,,,,nulle,Puy-de-Dôme,63,Vic-le-Comte,dpt_exact,     Cremps     Puy de Dôme     con de Vic le Comte     cne de Sallèdes       Creuss  193 a    
PO9-01380,Crespin,Crespin,none,none,Crespin,Crespin (12085),,,,,,,nulle,Aveyron,12,La Salvetat,dpt_exact,     Crespin     Aveyron     con de La Salvetat       Crespinh  329 b  prioratus  rectoria  311 a      Crespinhium  281 h      Crespinhium  prior  290 a    
PO9-01381,Cressanges,Cressanges,none,none,Cressanges,Cressanges (03092),,,,,,,nulle,Allier,03,Montet,dpt_exact,     Cressanges     Allier     con de Montet       Cresenges  149 d      Cressangie  114 b  capellanus  35 e  89 b      Cressanges  grangia  219 a    
PO9-01382,Cressat,Cressat,none,none,Cressat,Cressat (23068),,,,,,,nulle,Creuse,23,Ahun,dpt_exact,     Cressat     Creuse     con d Ahun       Creyssacus  capellanus  482 c    
PO9-01383,Cressensac,Cressensac,none,none,Cressensac,Cressensac (46083),,,,,,,nulle,Lot,46,Martel,dpt_exact,     Cressensac     Lot     con de Martel       Creysensacus  442 c    
PO9-01384,Crest,Crest,none,none,Crest,Crest (63126),,,,,,,nulle,Puy-de-Dôme,63,Veyre-Monton,dpt_exact,     Crest  Le      Puy de Dôme     con de Veyre Monton       Crestum  154 b  prior  224 d  235 b  capitulum  224 e  235 b      Lo Cretz  205 b    
PO9-01385,Creste,Creste,none,none,Creste,Creste (63127),,,,,,,nulle,Puy-de-Dôme,63,Champeix,dpt_exact,     Creste     Puy de Dôme     con de Champeix       Crestas  155 d  202 b    
PO9-01386,Crete,Crête,Audes,Audes,Audes,Audes (03010),,,,,,,nulle,Allier,03,Hérisson,dpt_exact,     Crête  La      Allier     con d Hérisson     cne d Audes       La Creste  148 b      Crista  vicarius  98 c    
PO9-01387,Creuzier Neuf,Creuzier-le-Neuf,none,none,Creuzier-le-Neuf,Creuzier le Neuf (03093),,,,,,,nulle,Allier,03,Cusset,dpt_exact,     Creuzier le Neuf     Allier     con de Cusset       Cruciacus Novus  186 c  curatus  218 c    
PO9-01388,Creuzier Vieux,Creuzier-le-Vieux,none,none,Creuzier-le-Vieux,Creuzier le Vieux (03094),,,,,,,nulle,Allier,03,Cusset,dpt_exact,     Creuzier le Vieux     Allier     con de Cusset       Cruciacus Vetus  183 c    
PO9-01389,Crevant,Crevant,Domerat,Domérat,Domérat,Domerat (03101),,,,,,,nulle,Allier,03,Montluçon-ouest,dpt_exact,     Crevant     Allier     con de Montluçon ouest     cne de Domérat       Crevent  prior  33 d      Creventum  prior  77 e    
PO9-01390,Crevant,Crevant,Parpecay,Parpeçay,Parpeçay,Parpecay (36151),,,,,,,nulle,Indre,36,Saint-Christophe-en-Bazelle,dpt_exact,     Crevant     Indre     con de Saint Christophe en Bazelle     cne de Parpeçay       Creventum  prior  83 b    
PO9-01391,Crevant,Crevant,none,none,Crevant,Crevant (36060),,,,,,,nulle,Indre,36,Aigurande,dpt_exact,     Crevant     Indre     con d Aigurande       Crevantum  capellanus  64 b      Crevent  146 g      Creventum  115 a  capellanus  47 f  56 a    
PO9-01392,Crevant Laveine,Crevant-Laveine,none,none,Crevant-Laveine,Crevant Laveine (63128),,,,,,,nulle,Puy-de-Dôme,63,Lezoux,dpt_exact,     Crevant Laveine     Puy de Dôme     con de Lezoux       Crevent  193 d    
PO9-01393,Creyssac,Creyssac,Saint Georges de Luzencon,Saint-Georges-de-Luzençon,Saint-Georges-de-Luzençon,Saint Georges de Luzencon (12225),,,,,,,nulle,Aveyron,12,Millau,dpt_exact,     Creyssac     Aveyron     con de Millau     cne de Saint Georges de Luzençon       Claychacus  prior  334 b      Craissac  prioratus  348 c      Creyssacus  prior  338 b    
PO9-01394,Creysse,Creysse,none,none,Creysse,Creysse (46084),,,,,,,nulle,Lot,46,Martel,dpt_exact,     Creysse     Lot     con de Martel       Coysisa  prior  413 c      Croxia  446 c  capellanus  412 f  capellania  444 b  prior  446 b    
PO9-01395,Creyssens,Creyssens,Boulve,Boulvé,Boulvé,Boulve (46033),,,,,,,nulle,Lot,46,Montcuq,dpt_exact,     Creyssens     Lot     con de Montcuq     cne du Boulvé       Creyssens  434 c    
PO9-01396,Creyssens,Creyssens,Puygouzon,Puygouzon,Puygouzon,Puygouzon (81218),,,,,,,nulle,Tarn,81,Albi,dpt_exact,     Creyssens     Tarn     con d Albi     cne de Puygouzon       Entremons  366 b      Entremonts  prieuré  377 c    
PO9-01397,Crezancay Cher,Crézançay-sur-Cher,none,none,Crézançay-sur-Cher,Crezancay sur Cher (18078),,,,,,,nulle,Cher,18,Châteauneuf-sur-Cher,dpt_exact,     Crézançay sur Cher     Cher     con de Châteauneuf sur Cher       Cresanciacus  123 f      Cresançay  4 c      Cresancayum  1 c      Cresenciacus  capellanus  94 d      Cressencayum  capellanus  30 a    
PO9-01398,Crezancy,Crézancy,none,none,,Crezancy Sancerre (18079) - Crézancy-en-Sancerre,,,,,,,nulle,Cher,18,Sancerre,dpt_fuzzy,     Crézancy     Cher     con de Sancerre       Cresanciacum  capellanus  38 d      Cressency  74 b  137 e  150 m  vicarius  103 d    
PO9-01399,Crocq,Crocq,none,none,Crocq,Crocq (23069),,,,,,,nulle,Creuse,23,Aubusson,dpt_exact,     Crocq     Creuse     con d Aubusson     arrt d Aubusson       Croc  169 a    
PO9-01400,Croisances,Croisances,none,none,Croisances,Croisances (43081),,,,,,,nulle,Haute-Loire,43,Saugues,dpt_exact,     Croisances     Haute Loire     con de Saugues       Crosances  prieuré Notre Dame  cure  563 a      Crosancia  546 a      Crozantia  536 d    
PO9-01401,Croisille Briance,Croisille-sur-Briance,none,none,Croisille-sur-Briance,Croisille sur Briance (87051),,,,,,,nulle,Haute-Vienne,87,Châteauneuf-la-Forêt,dpt_exact,     Croisille sur Briance  La      Haute Vienne     con de Châteauneuf la Forêt       La Crosilha  capellanus  497 c    
PO9-01402,Croisy,Croisy,none,none,Croisy,Croisy (18080),,,,,,,nulle,Cher,18,Nérondes,dpt_exact,     Croisy     Cher     con de Nérondes       Croisiacus  capellanus  37 d  75 c      Croisy  150 j      Croysiacus  133 g    
PO9-01403,Croix Gartempe,Croix-sur-Gartempe,none,none,Croix-sur-Gartempe,Croix sur Gartempe (87052),,,,,,,nulle,Haute-Vienne,87,Dorat,dpt_exact,     Croix sur Gartempe  La      Haute Vienne     con du Dorat       Crux  prior et capellanus  503 c    
PO9-01404,Cromac,Cromac,none,none,Cromac,Cromac (87053),,,,,,,nulle,Haute-Vienne,87,Saint-Sulpice-les-Feuilles,dpt_exact,     Cromac     Haute Vienne     con de Saint Sulpice les Feuilles       Cromat  capellanus  506 a    
PO9-01405,Cronce,Cronce,none,none,Cronce,Cronce (43082),,,,,,,nulle,Haute-Loire,43,Pinols,dpt_exact,     Cronce     Haute Loire     con de Pinols       Croansa  273 e  prior  268 b      Crozanza  257 b    
PO9-01406,Cronce,Cronce,none,none,Cronce,NON,,,,,,,nulle,none,none,none,nodpt_exact,     Cronce ou Gronce     affluent de l Allier  qui passe au village de Cronce et se jette dans l Allier à 15 kms au sud de Brioude        Craonsa  273 e    
PO9-01407,Cros,Cros,none,none,Cros,Cros (63129),,,,,,,nulle,Puy-de-Dôme,63,Latour-d’Auvergne,dpt_exact,     Cros     Puy de Dôme     con de Latour d Auvergne       Cros  166 a    
PO9-01408,Cros,Cros,Ferrussac,Ferrussac,Ferrussac,Ferrussac (43094),,,,,,,nulle,Haute-Loire,43,Pinols,dpt_exact,     Cros  Le      Haute Loire     con de Pinols     cne de Ferrussac       Lo Cros  257 e      Crosus  capellanus  268 f    
PO9-01409,Cros Montvert,Cros-de-Montvert,none,none,Cros-de-Montvert,Cros de Montvert (15057),,,,,,,nulle,Cantal,15,Laroquebrou,dpt_exact,     Cros de Montvert     Cantal     con de Laroquebrou       Cros  capellanus  250 c      Crosum Montis Viridi  272 b    
PO9-01410,Crosses,Crosses,none,none,Crosses,Crosses (18081),,,,,,,nulle,Cher,18,Baugy,dpt_exact,     Crosses     Cher     con de Baugy       Croce  6 c      Croces  141 g  capellanus  28 b      Crocie  108 b  capellanus  60 c    
PO9-01411,Crouzets,Crouzets,Pomayrols,Pomayrols,Pomayrols,Pomayrols (12184),,,,,,,nulle,Aveyron,12,Saint-Geniez d’Olt,dpt_exact,     Crouzets  Les      Aveyron     con de Saint Geniez d Olt     cne de Pomayrols       Croseta  280 e  297 c      Crozetz  cura Beate Marie  311 a      Crozeta  294 g    
PO9-01412,Crouzille,Crouzille,none,none,Crouzille,Crouzille (63130),,,,,,,nulle,Puy-de-Dôme,63,Montaigut-en-Combraille,dpt_exact,     Crouzille  La      Puy de Dôme     con de Montaigut en Combraille       Crosilia  234 b  rector  175 a      La Crozilha  prior  220 a    
PO9-01413,Croz,Croz,Gehee,Gehée,Gehée,Gehee (36082),,,,,,,nulle,Indre,36,Écueillé,dpt_exact,     Croz     Indre     con d Écueillé     cne de Gehée       Cros  capellanus  100 b      Crosium  132 a      Croz  144 g  capellanus  44 a  55 c    
PO9-01414,Crozant,Crozant,none,none,Crozant,Crozant (23070),,,,,,,nulle,Creuse,23,Dun-le-Palestel,dpt_exact,     Crozant     Creuse     con de Dun le Palestel       Cresent  145 o      Crosancum  prioratus  21 f      Crosantum  capellanus  65 e  prior  82 b      Crossantum  110 b  prioratus  112 b      Crozent  capellanus  56 c  prior  49 c    
PO9-01415,Croze,Croze,none,none,Croze,Croze (23071),,,,,,,nulle,Creuse,23,Felletin,dpt_exact,     Croze     Creuse     con de Felletin       Croza  Sanctus Marcialis  capellanus  484 f    
PO9-01416,Crozon Vauvre,Crozon-sur-Vauvre,none,none,Crozon-sur-Vauvre,Crozon sur Vauvre (36061),,,,,,,nulle,Indre,36,Aigurande,dpt_exact,     Crozon sur Vauvre     Indre     con d Aigurande       Croson  prioratus  21 e      Crosonium  capellanus  48 f  prior  48 f      Crossonium  prioratus  112 d      Crousonium  110 f      Crozan  146 b    
PO9-01417,Cruejouls,Cruéjouls,none,none,Cruéjouls,Cruejouls (12087),,,,,,,nulle,Aveyron,12,Laissac,dpt_exact,     Cruéjouls     Aveyron     con de Laissac       Cruejols  prior et rector Sancti Laurentii  311 a    
PO9-01418,Cubelles,Cubelles,none,none,Cubelles,Cubelles (43083),,,,,,,nulle,Haute-Loire,43,Saugues,dpt_exact,     Cubelles     Haute Loire     con de Saugues       Cubelles  prieuré  cure  562 c      Cobella  536 e      Cobellia  546 b    
PO9-01419,Cubieres,Cubières,none,none,Cubières,Cubieres (48053),,,,,,,nulle,Lozère,48,Bleymard,dpt_exact,     Cubières     Lozère     con du Bleymard       Cuberia  535 b  545 b      Cubière  prieur  cure  561 a    
PO9-01420,Cubierettes,Cubiérettes,none,none,Cubiérettes,Cubierettes (48054),,,,,,,nulle,Lozère,48,Bleymard,dpt_exact,     Cubiérettes     Lozère     con du Bleymard       Cubayreta  535 c      Cubeirette  prieuré  cure  561 a      Cubeyrata  545 b    
PO9-01421,Cublac,Cublac,none,none,Cublac,Cublac (19066),,,,,,,nulle,Corrèze,19,Larche,dpt_exact,     Cublac     Corrèze     con de Larche       Cublac  capellanus  495 a    
PO9-01422,Culhat,Culhat,none,none,Culhat,Culhat (63131),,,,,,,nulle,Puy-de-Dôme,63,Lezoux,dpt_exact,     Culhat     Puy de Dôme     con de Lezoux       Cuylhat  193 d    
PO9-01423,Cultures,Cultures,none,none,Cultures,Cultures (48055),,,,,,,nulle,Lozère,48,Chanac,dpt_exact,     Cultures     Lozère     con de Chanac       Cultures  prieuré Saint Pierre  cure  554 b      Culture  538 d  542 a    
PO9-01424,Cunac,Cunac,none,none,Cunac,Cunac (81074),,,,,,,nulle,Tarn,81,Villefranche-d’Albigeois,dpt_exact,     Cunac     Tarn     con de Villefranche d Albigeois       Cunac  recteur  378 b      Cusnacus  356 c  367 b    
PO9-01425,Cunlhat,Cunlhat,none,none,Cunlhat,Cunlhat (63132),,,,,,,nulle,Puy-de-Dôme,63,Thiers,dpt_exact,     Cunlhat     Puy de Dôme     con de Thiers     arrt de Thiers       Cunlhat  prior  238 a      Cunlhiacus  prior  215 f    
PO9-01426,Cuns,Cuns,Nant,Nant,Nant,Nant (12168),,,,,,,nulle,Aveyron,12,Nant,dpt_exact,     Cuns  Les      Aveyron     con de Nant     cne de Nant       Cunes  343 a      Les Cons  prior  334 h      Los Cugns  prioratus  vicarius  349 b      Cunea  prior  337 d    
PO9-01427,Cuq,Cuq,none,none,Cuq,Cuq (81075),,,,,,,nulle,Tarn,81,Vielmur,dpt_exact,     Cuq     Tarn     con de Vielmur       Cucum  357 f      Cuquum  393 a  397 c  402 e      Ququum  396 a    
PO9-01428,Curan,Curan,Salles Curan,Salles-Curan,Salles-Curan,Salles Curan (12253),,,,,,,nulle,Aveyron,12,Salles-Curan,dpt_exact,     Curan     Aveyron     con de Salles Curan     cne de Salles Curan       Curanh  prioratus Sancti Petri  311 a      Curanhius  Sanctus Petrus  286 d  291 c    
PO9-01429,Curemonte,Curemonte,none,none,Curemonte,Curemonte (19067),,,,,,,nulle,Corrèze,19,Meyssac,dpt_exact,     Curemonte     Corrèze     con de Meyssac       Curamonta  capellanus  491 e    
PO9-01430,Curieres,Curières,none,none,Curières,Curieres (12088),,,,,,,nulle,Aveyron,12,Laguiole,dpt_exact,     Curières     Aveyron     con de Laguiole       Curieyras  prioratus et rectoria Sancti Petri augusti  311 a    
