article_id,vedette,vedette_orig,localisationco,localisationco_orig,NCCENR_orig,insee_code,id,old-id,label,definition_typologie,definition_localisation,insee,method_dicotopo,localisationde,dpt_code,canton_code,method,reference
PO9-00103,Annoix,Annoix,none,none,Annoix,Annoix (18006),,,,,,,nulle,Cher,18,Levet,dpt_exact,     Annoix     Cher     con de Levet       Anoye  152 a      Annoya  123 f  capellanus  94 d      Onaya  capellanus  29 d    
PO9-00104,Anterieux,Antérieux,none,none,,15007,P78427522,DT15-14150,Antoine,chapelle détruite,commune d’Anterrieux,15007,communes_fuzzy,,,,,
PO9-00105,Antoingt,Antoingt,none,none,Antoingt,Antoingt (63005),,,,,,,nulle,Puy-de-Dôme,63,Saint-Germain-Lembron,dpt_exact,     Antoingt     Puy de Dôme     con de Saint Germain Lembron       Antoinh  154 e      Antonh  203 c    
PO9-00106,Antrenas,Antrenas,none,none,Antrenas,Antrenas (48005),,,,,,,nulle,Lozère,48,Marvejols,dpt_exact,     Antrenas     Lozère     con de Marvejols       Antrenas  prieuré Saint Pierre  cure  558 a      Antrenantum  538 c      Antrenassium  548 a    
PO9-00107,Anzat Luguet,Anzat-le-Luguet,none,none,Anzat-le-Luguet,Anzat le Luguet (63006),,,,,,,nulle,Puy-de-Dôme,63,Ardes-sur-Couze,dpt_exact,     Anzat le Luguet     Puy de Dôme     con d Ardes sur Couze       Anzac  curatus  157 a      Anzat  207 b  curatus  227 e  priorissa  228 b    
PO9-00108,Anzeme,Anzème,none,none,Anzême,Anzeme (23004),,,,,,,nulle,Creuse,23,Saint-Vaury,dpt_exact,     Anzème     Creuse     con de Saint Vaury       Anzisma  archipresbiter  514 a  archipresbiteratus  510 512  522  capellanus  511 c    
PO9-00109,Apchat,Apchat,none,none,Apchat,Apchat (63007),,,,,,,nulle,Puy-de-Dôme,63,Ardes-sur-Couze,dpt_exact,     Apchat     Puy de Dôme     con d Ardes sur Couze       Acchiac  prior  156 c      Achiat  207 a    
PO9-00110,Apinac,Apinac,none,none,Apinac,Apinac (42006),,,,,,,nulle,Loire,42,Saint-Bonnet-le-Château,dpt_exact,     Apinac     Loire     con de Saint Bonnet le Château       Appinac  capellanus  574 d    
PO9-00111,Araules,Araules,none,none,Araules,Araules (43007),,,,,,,nulle,Haute-Loire,43,Yssingeaux,dpt_exact,     Araules     Haute Loire     con d Yssingeaux       Aradule  prior  569 a  572 b      Araules  capellanus  572 b    
PO9-00112,Arcanhac,Arcanhac,Fouillade,La Fouillade,Fouillade,Fouillade (12105),,,,,,,nulle,Aveyron,12,Najac,dpt_exact_simple,     Arcanhac     Aveyron     con de Najac     cne de La Fouillade       Arcanhac  prior et rector Nostre Domine  304 a      Arcanhacus  285 e  299 f    
PO9-00113,Arcay,Arçay,none,none,Arçay,Arcay (18008),,,,,,,nulle,Cher,18,Levet,dpt_exact,     Arçay     Cher     con de Levet       Arcayum  capellanus  52 c  60 f      Arceyum  108 e    
PO9-00114,Arches,Arches,none,none,Arches,Arches (15010),,,,,,,nulle,Cantal,15,Mauriac,dpt_exact,     Arches     Cantal     con de Mauriac       Arches  210 b    
PO9-00115,Archignat,Archignat,none,none,Archignat,Archignat (03005),,,,,,,nulle,Allier,03,Huriel,dpt_exact,     Archignat     Allier     con d Huriel       Archignac  2 d  11 c      Archignacus  capellanus  53 b      Archignat  17 a      Archigniacus  130 b  capellanus  99 b      Archinat  147 l    
PO9-00116,Arcomie,Arcomie,none,none,,48012,,,,,,,nulle,Lozère,48,Saint-Chély-d’Apcher,nulle,     Arcomie     Lozère     con de Saint Chély d Apcher       Arcomie  prieuré Sainte Madeleine  559 b      Arcomia  537 e  547 c    
PO9-00117,Arcomps,Arcomps,none,none,Arcomps,Arcomps (18009),,,,,,,nulle,Cher,18,Saulzais-le-Potier,dpt_exact,     Arcomps     Cher     con de Saulzais le Potier       Arconis  prior  85 a      Arconium  capellanus  95 a      Arcons  16 d  152 j  capellanus  30 c  prior  52 d    
PO9-00118,Arcon,Arçon,none,none,Arcon,Arcon (42008),,,,,,,nulle,Loire,42,Saint-Haon-le-Châtel,dpt_exact,     Arçon     Loire     con de Saint Haon le Châtel       Arsson  188 b    
PO9-00119,Arconsat,Arconsat,none,none,Arconsat,Arconsat (63008),,,,,,,nulle,Puy-de-Dôme,63,Saint-Rémy-sur-Durolle,dpt_exact,     Arconsat     Puy de Dôme     con de Saint Rémy sur Durolle       Arconsat  193 c    
PO9-00120,Ardenais,Ardenais,none,none,Ardenais,Ardenais (18010),,,,,,,nulle,Cher,18,Châtelet,dpt_exact,     Ardenais     Cher     con du Châtelet       Ardenaium  prioratus  124 d      Ardenay  152 j      Ardenayum  124 d  capellanus  29 g  95 b  prior  29 g  80 a    
PO9-00121,Ardentes,Ardentes,none,none,Ardentes,Ardentes (36005),,,,,,,nulle,Indre,36,Châteauroux,dpt_exact,     Ardentes     Indre     con de Châteauroux     arrt de Châteauroux       Ardens  9 a      Ardenta  Sanctus Martinus  120 c  capellanus  50 d  63 d  Sanctus Vincentius  120 e  capellanus  50 d  93 b    
PO9-00122,Ardes Couze,Ardes-sur-Couze,none,none,,63009,,,,,,,nulle,Puy-de-Dôme,63,Issoire,nulle,     Ardes sur Couze     Puy de Dôme     con d Issoire     arrt d Issoire       Ardes  156 b  207 a  archiprêtré  156 157  205 207  227 228  prior  227 c    
PO9-00123,Ardorel,Ardorel,Boissezon Augmontel,Boissezon-d’Augmontel,,81034,,,,,,,nulle,Tarn,81,Mazamet,nulle,     Ardorel     Tarn     con de Mazamet     cne de Boissezon d Augmontel       Ardorellum  abbas  399 g  401 c    
PO9-00124,Ardus,Ardus,Lamothe Capdeville,Lamothe-Capdeville,Lamothe-Capdeville,Lamothe Capdeville (82090),,,,,,,nulle,Tarn-et-Garonne,82,Montauban-est,dpt_exact,     Ardus     Tarn et Garonne     con de Montauban est     cne de Lamothe Capdeville       Ardu  prior  421 g      Ardunum  462 c  capellanus  420 a  prior  468 d    
PO9-00125,Arfeuille Chatain,Arfeuille-Châtain,none,none,Arfeuille-Châtain,Arfeuille Chatain (23005),,,,,,,nulle,Creuse,23,Évaux,dpt_exact,     Arfeuille Châtain     Creuse     con d Évaux       Arfolia et Chastaing  capellanus  484 a    
PO9-00126,Arfeuilles,Arfeuilles,none,none,Arfeuilles,Arfeuilles (03006),,,,,,,nulle,Allier,03,Lapalisse,dpt_exact,     Arfeuilles     Allier     con de Lapalisse       Arfolha  184 a    
PO9-00127,Argentat,Argentat,none,none,Argentat,Argentat (19010),,,,,,,nulle,Corrèze,19,Tulle,dpt_exact,     Argentat     Corrèze     con de Tulle     arrt de Tulle       Argentatum  prior  490 e  530 d  532 e  prioratus  528 g    
PO9-00128,Argentiere,Argentière,Vaux,Vaux,Vaux,Vaux (03301),,,,,,,nulle,Allier,03,Montluçon-ouest,dpt_exact,     Argentière     Allier     con de Montluçon ouest     cne de Vaux       Argentaria  capellanus  98 a      Argenteria  128 g      Argenterie  capellanus  32 a    
PO9-00129,Argenton,Argenton,none,none,,Argenton Creuse (36006) - Argenton-sur-Creuse,,,,,,,nulle,Indre,36,Châteauroux,dpt_fuzzy,     Argenton     Indre     con de Châteauroux     arrt de Châteauroux       Argentonium  archipresbiteratus  5 a  10 a  15 c  21 c  24 a  47 49  56  65 66  82  87 88  106 e  110 113  145 146  parrochia Sancti Stephani  110 d  145 d  capellanus  49 g  66 a  prior seu prioratus  21 d  65 c  112 c  vicarius  88 b    
PO9-00130,Argent Sauldre,Argent-sur-Sauldre,none,none,Argent-sur-Sauldre,Argent sur Sauldre (18011),,,,,,,nulle,Cher,18,Bourges,dpt_exact,     Argent sur Sauldre     Cher     con de Bourges     arrt de Bourges       Argent  151 c      Argentum  118 e  capellanus  39 e  72 e  prioratus  23 d    
PO9-00131,Argenty,Argenty,Teillet,Teillet,,Teillet Argenty (03279) - Teillet-Argenty,,,,,,,nulle,Allier,03,Montluçon-ouest,dpt_fuzzy,     Argenty     Allier     con de Montluçon ouest     cne de Teillet       Argentia  prior  77 e      Arthange  prior  32 f    
PO9-00132,Argy,Argy,none,none,Argy,Argy (36007),,,,,,,nulle,Indre,36,Buzançais,dpt_exact,     Argy     Indre     con de Buzançais       Argeium  capellanus  44 e      Argeyum  132 a  capellanus  100 b      Argiacum  prioratus  20 h  43 d      Argy  144 b    
PO9-00133,Arjac,Arjac,Cyprien Dourdon,Saint-Cyprien-sur-Dourdon,,12218,,,,,,,nulle,Aveyron,12,Conques,nulle,     Arjac     Aveyron     con de Conques     cne de Saint Cyprien sur Dourdon       Arjac  ecclesia Nostre Domine  304 a      Arjacus  298 e      Arriacus  282 c    
PO9-00134,Arlanc,Arlanc,none,none,Arlanc,Arlanc (63010),,,,,,,nulle,Puy-de-Dôme,63,Thiers,dpt_exact,     Arlanc     Puy de Dôme     con de Thiers     arrt de Thiers       Arlent  chastel  196 c    
PO9-00135,Arlanc Bourg,Arlanc-le-Bourg,Arlanc,Arlanc,Arlanc,Arlanc (63010),,,,,,,nulle,Puy-de-Dôme,63,Arlanc,dpt_exact,     Arlanc le Bourg     Puy de Dôme     con d Arlanc     cne d Arlanc       Lo Bourc d Arlent  196 c  prior  196 c      Burgus Arlenci  prior  226 d  236 b    
PO9-00136,Arlet,Arlet,none,none,Arlet,Arlet (43009),,,,,,,nulle,Haute-Loire,43,Lavoûte-Chilhac,dpt_exact,     Arlet     Haute Loire     con de Lavoûte Chilhac       Arlet  257 d      Arletum  274 b  capellanus  268 e    
PO9-00137,Armayrols,Armayrols,Saint Izaire,Saint-Izaire,Saint-Izaire,Saint Izaire (12228),,,,,,,nulle,Aveyron,12,Saint-Affrique,dpt_exact,     Armayrols  Les      Aveyron     con de Saint Affrique     cne de Saint Izaire       Armairolas  vicaria perpetua beati Lupi  347 b      Armoyralas  capellanus  334 a      Armayrolie  341 b    
PO9-00138,Arnac,Arnac,none,none,Arnac,Arnac (15011),,,,,,,nulle,Cantal,15,Laroquebrou,dpt_exact,     Arnac     Cantal     con de Laroquebrou       Arnacus  254 c    
PO9-00139,Arnac,Arnac,Varen,Varen,Varen,Varen (82187),,,,,,,nulle,Tarn-et-Garonne,82,Saint-Antonin,dpt_exact,     Arnac     Tarn et Garonne     con de Saint Antonin     cne de Varen       Arnac  prioratus Sancti Martini  304 b      Arnacus  285 e  300 c    
PO9-00140,Arnac Poste,Arnac-la-Poste,none,none,Arnac-la-Poste,Arnac la Poste (87003),,,,,,,nulle,Haute-Vienne,87,Saint-Sulpice-les-Feuilles,dpt_exact,     Arnac la Poste     Haute Vienne     con de Saint Sulpice les Feuilles       Arnacus  prepositus et capellanus  506 d    
PO9-00141,Arnac Pompadour,Arnac-Pompadour,none,none,Arnac-Pompadour,Arnac Pompadour (19011),,,,,,,nulle,Corrèze,19,Lubersac,dpt_exact,     Arnac Pompadour     Corrèze     con de Lubersac       Arnacus  prepositus  496 b  526 a  capellanus  526 a    
PO9-00142,Arnet,Arnet,Saint Pardoux d Arnet,Saint-Pardoux-d’Arnet,Saint-Pardoux-d'Arnet,Saint Pardoux d Arnet (23226),,,,,,,nulle,Creuse,23,Crocq,dpt_exact,     Arnet     Creuse     con de Crocq     cne de Saint Pardoux d Arnet       Darnet  prior  521 d    
PO9-00143,Arpajonie,Arpajonie,Millau,Millau,Millau,Millau (12145),,,,,,,nulle,Aveyron,12,Millau,dpt_exact,     Arpajonie     Aveyron     con de Millau     cne de Millau     à l emplacement de la gare        Larpajonia  abbatia monialium  318 a    
PO9-00144,Arpajon Cere,Arpajon-sur-Cère,none,none,Arpajon-sur-Cère,Arpajon sur Cere (15012),,,,,,,nulle,Cantal,15,Aurillac-sud,dpt_exact,     Arpajon sur Cère     Cantal     con d Aurillac sud       Arpajo  254 b  272 e    
PO9-00146,Arpheuilles,Arpheuilles,none,none,Arpheuilles,Arpheuilles (18013),,,,,,,nulle,Cher,18,Charenton-du-Cher,dpt_exact,     Arpheuilles     Cher     con de Charenton du Cher       Arfolium  123 g  capellanus  94 e      Arfeuille  152 c      Arpholium  capellanus  30 b    
PO9-00147,Arpheuilles,Arpheuilles,none,none,Arpheuilles,Arpheuilles (36008),,,,,,,nulle,Indre,36,Châtillon-sur-Indre,dpt_exact,     Arpheuilles     Indre     con de Châtillon sur Indre       Arfeuil  144 l      Arfolium  136 c  capellanus  102 e      Arpholium  capellanus  45 c    
PO9-00148,Arpheuilles Priest,Arpheuilles-Saint-Priest,none,none,Arpheuilles-Saint-Priest,Arpheuilles Saint Priest (03007),,,,,,,nulle,Allier,03,Marcillat,dpt_exact,     Arpheuilles Saint Priest     Allier     con de Marcillat       Arfeuille  148 n      Arfolium  134 f  capellanus  101 e      Arpholium  capellanus  53 e    
PO9-00149,Arques,Arques,none,none,Arques,Arques (12010),,,,,,,nulle,Aveyron,12,Pont-de-Salars,dpt_exact,     Arques     Aveyron     con de Pont de Salars       Archa  prior et rector Nostre Domine augusti  304 a      Arche  280 a  292 b    
PO9-00150,Arques,Arques,none,none,Arques,Arques (46008),,,,,,,nulle,Lot,46,Cazals,dpt_exact,     Arques  Les      Lot     con de Cazals       Arche  decanus  437 a      Las Arches  capellania  438 a  capellanus Sancti Martini  410 c  decanus  410 b    
PO9-00151,Arrenes,Arrènes,none,none,Arrènes,Arrenes (23006),,,,,,,nulle,Creuse,23,Bénévent-l’Abbaye,dpt_exact,     Arrènes     Creuse     con de Bénévent l Abbaye       Arene  522 f  capellanus  508 a    
PO9-00152,Arronnes,Arronnes,none,none,Arronnes,Arronnes (03008),,,,,,,nulle,Allier,03,Mayet-de-Montagne,dpt_exact,     Arronnes     Allier     con de Mayet de Montagne       Arona  185 c  decanus  240 b  prior  218 a  240 b    
PO9-00154,Ars,Ars,none,none,Ars,Ars (23007),,,,,,,nulle,Creuse,23,Saint-Sulpice-les-Champs,dpt_exact,     Ars     Creuse     con de Saint Sulpice les Champs       Arcus  capellanus  482 a  515 b    
PO9-00155,Ars,Ars,Lourouer Saint Laurent,Lourouer-Saint-Laurent,Lourouer-Saint-Laurent,Lourouer Saint Laurent (36100),,,,,,,nulle,Indre,36,La Châtre,dpt_exact,     Ars     Indre     con de La Châtre     cne de Lourouer Saint Laurent       Arce  vicarius  90 a    
PO9-00156,Ars,Ars,Folles,Folles,Folles,Folles (87067),,,,,,,nulle,Haute-Vienne,87,Bessines,dpt_exact,     Ars     Haute Vienne     con de Bessines     cne de Folles       Arcs  prior  520 d    
PO9-00157,Ars Favets,Ars-les-Favets,none,none,Ars-les-Favets,Ars les Favets (63011),,,,,,,nulle,Puy-de-Dôme,63,Montaigut,dpt_exact,     Ars les Favets     Puy de Dôme     con de Montaigut       Arcus  11 d  17 c  134 e  capellanus  101 d      Ayx  148 m    
PO9-00158,Arthon,Arthon,none,none,Arthon,Arthon (36009),,,,,,,nulle,Indre,36,Ardentes,dpt_exact,     Arthon     Indre     con d Ardentes       Artaonium  capellanus  50 f  vicarius  93 f      Arton  146 j      Artonium  120 f  capellanus  93 c    
PO9-00159,Artias,Artias,Retournac,Retournac,Retournac,Retournac (43162),,,,,,,nulle,Haute-Loire,43,Retournac,dpt_exact,     Artias     Haute Loire     con de Retournac     cne de Retournac       Artiers  capellanus  571 b    
PO9-00160,Artige,Artige,Saint Leonard de Noblat,Saint-Léonard-de-Noblat,Saint-Léonard-de-Noblat,Saint Leonard de Noblat (87161),,,,,,,nulle,Haute-Vienne,87,Saint-Léonard-de-Noblat,dpt_exact,     Artige     Haute Vienne     con de Saint Léonard de Noblat     cne de Saint Léonard de Noblat       Artige  prior Sancti Laurentii  patronus  35 d  114 g  122 c  127 e      Artigia  prior  patronus  517 d  518 e  519 a  520  521 d  522 f  524 b  c  e  525 c  526 b    
PO9-00161,Artigette,Artigette,Salon la Tour,Salon-la-Tour,Salon-la-Tour,Salon la Tour (19250),,,,,,,nulle,Corrèze,19,Uzerche,dpt_exact,     Artigette  L       lieu disparu      Corrèze     con d Uzerche     cne de Salon la Tour       Artigeta  prope Salon  prior  524 b    
PO9-00162,Artigues,Artigues,Malleville,Malleville,,12136,,,,,,,nulle,Aveyron,12,Montbazens,nulle,     Artigues     Aveyron     con de Montbazens     cne de Malleville       Artigie  284 g  300 g      Artiguas  prior et rector  304 b    
PO9-00163,Artix,Artix,Senaillac Lauzes,Senaillac-Lauzès,Sénaillac-Lauzès,Senaillac Lauzes (46303),,,,,,,nulle,Lot,46,Lauzès,dpt_exact,     Artix     Lot     con de Lauzès     cne de Senaillac Lauzès       Artex  430 c    
PO9-00164,Artonne,Artonne,none,none,Artonne,Artonne (63012),,,,,,,nulle,Puy-de-Dôme,63,Aigueperse,dpt_exact,     Artonne     Puy de Dôme     con d Aigueperse       Artona  169 c  capitulum  214 c  231 a    
PO9-00165,Artou,Artou,Saint Martin le Vieux,Saint-Martin-le-Vieux,Saint-Martin-le-Vieux,Saint Martin le Vieux (87166),,,,,,,nulle,Haute-Vienne,87,Aixe-sur-Vienne,dpt_exact,     Artou     Haute Vienne     con d Aixe sur Vienne     cne de Saint Martin le Vieux       Artou  prepositus  518 a    
PO9-00166,Arvieu,Arvieu,none,none,Arvieu,Arvieu (12011),,,,,,,nulle,Aveyron,12,Cassagnes-Bégonhès,dpt_exact,     Arvieu     Aveyron     con de Cassagnes Bégonhès       Arvieu  ecclesia Sancti Amantii  304 a      Artus vivus  278 f  290 e    
PO9-00167,Arzac,Arzac,Cahuzac sur Vere,Cahuzac-sur-Vère,Cahuzac-sur-Vère,Cahuzac sur Vere (81051),,,,,,,nulle,Tarn,81,Castelnau-de-Montmiral,dpt_exact,     Arzac     Tarn     con de Castelnau de Montmiral     cne de Cahuzac sur Vère       Arsacus  372 e      Arzac  vicaire perpétuel  385 a      Arzacum  364 f    
PO9-00168,Arzenc Apcher,Arzenc-d’Apcher,none,none,Arzenc-d'Apcher,Arzenc d Apcher (48007),,,,,,,nulle,Lozère,48,Fournels,dpt_exact,     Arzenc d Apcher     Lozère     con de Fournels       Arzenc d Apchier  rectorie Saint Genieys  559 c      Arzencum  537 g  547 g    
PO9-00169,Arzenc Randon,Arzenc-de-Randon,none,none,Arzenc-de-Randon,Arzenc de Randon (48008),,,,,,,nulle,Lozère,48,Châteauneuf-de-Randon,dpt_exact,     Arzenc de Randon     Lozère     con de Châteauneuf de Randon       Arzencum  536 h  546 e      Arzenc de Châteauneuf  prieuré de Saint Christofle  cure  561 d    
PO9-00170,Asnieres Blour,Asnières-sur-Blour,none,none,Asnières-sur-Blour,Asnieres sur Blour (86011),,,,,,,nulle,Vienne,86,l’Isle-Jourdain,dpt_exact,     Asnières sur Blour     Vienne     con de l Isle Jourdain       Asnerie  capellanus  503 b    
PO9-00171,Asprieres,Asprières,none,none,Asprières,Asprieres (12012),,,,,,,nulle,Aveyron,12,Capdenac-Gare,dpt_exact,     Asprières     Aveyron     con de Capdenac Gare       Asprerie  284 e  297 g      Asprieyras  311 b  prioratus  rectoria  304 b    
PO9-00172,Assac,Assac,none,none,Assac,Assac (81019),,,,,,,nulle,Tarn,81,Valence-d’Albigeois,dpt_exact,     Assac     Tarn     con de Valence d Albigeois       Assac  recteur  386 c      Assacus  358 a  368 e    
PO9-00173,Assier,Assier,none,none,Assier,Assier (46009),,,,,,,nulle,Lot,46,Livernon,dpt_exact,     Assier     Lot     con de Livernon       Assier  456 d    
PO9-00174,Assigny,Assigny,none,none,Assigny,Assigny (18014),,,,,,,nulle,Cher,18,Vailly-sur-Sauldre,dpt_exact,     Assigny     Cher     con de Vailly sur Sauldre       Acigniacus  capellanus  74 d      Acigny  151 b      Assigniacum  138 a      Auscigniacus  capellanus  38 g    
PO9-00175,Astaillac,Astaillac,none,none,Astaillac,Astaillac (19012),,,,,,,nulle,Corrèze,19,Beaulieu-sur-Dordogne,dpt_exact,     Astaillac     Corrèze     con de Beaulieu sur Dordogne       Astalhac  capellanus  491 d  515 b    
PO9-00176,Aubazat,Aubazat,none,none,Aubazat,Aubazat (43011),,,,,,,nulle,Haute-Loire,43,Lavoûte-Chilhac,dpt_exact,     Aubazat     Haute Loire     con de Lavoûte Chilhac       Obazacus  274 a  prior  256 b  268 b    
PO9-00177,Aubazines,Aubazines,none,none,Aubazines,Aubazines (19013),,,,,,,nulle,Corrèze,19,Beynat,dpt_exact,     Aubazines     Corrèze     con de Beynat       Aubasina  abbas  524 e      Obasina  abbas  445 c  450 b    
PO9-00178,Aubepierre,Aubepierre,Cusset,Cusset,Cusset,Cusset (03095),,,,,,,nulle,Allier,03,Cusset,dpt_exact,     Aubepierre  L       Allier     con de Cusset     cne de Cusset       Albas Peyras  187 c    
PO9-00179,Aubepierre,Aubepierre,Measnes,Méasnes,Méasnes,Measnes (23130),,,,,,,nulle,Creuse,23,Bonnat,dpt_exact,     Aubepierre     Creuse     con de Bonnat     cne de Méasnes       Albe Petre  abbas et conventus  522 b    
PO9-00180,Aubiat,Aubiat,none,none,Aubiat,Aubiat (63013),,,,,,,nulle,Puy-de-Dôme,63,Aigueperse,dpt_exact,     Aubiat     Puy de Dôme     con d Aigueperse       Albiacus  prior  215 a  232 a      Albiat  prior  169 d    
PO9-00181,Aubiere,Aubière,none,none,Aubière,Aubiere (63014),,,,,,,nulle,Puy-de-Dôme,63,Clermont-Ferrand-sud,dpt_exact,     Aubière     Puy de Dôme     con de Clermont Ferrand sud       Albeyre  164 a    
PO9-00182,Aubignac,Aubignac,Saint Sebastien,Saint-Sébastien,Saint-Sébastien,Saint Sebastien (23239),,,,,,,nulle,Creuse,23,Dun-le-Palestel,dpt_exact,     Aubignac     Creuse     con de Dun le Palestel     cne de Saint Sébastien       Albigniacus  abbatia  25 c  82 c      Aubigniacus  abbatia  23 i    
