article_id,vedette,localisationde,dpt_code,canton_code,localisationco,insee_code,method,origine,NCCENR
PO7-02022,Maizières-sur-Amance,Haute-Marne,DEP_52,la Ferté-sur-Amance,none,52303,exact,sansloc,Maizières-sur-Amance
PO7-02026,Malange,Jura,DEP_39,Gendrey,none,39308,exact,sansloc,Malange
PO7-02027,Malans,Doubs,DEP_25,Amancey,none,25359,exact,sansloc,Malans
PO7-02028,Malans,Haute-Saône,DEP_70,Pesmes,none,25359,exact,sansloc,Malans
PO7-02029,Malarce,Ardèche,DEP_07,Vans,none,none,nulle,sansloc,none
PO7-02030,Malbosc,Ardèche,DEP_07,Vans,none,07148,exact,sansloc,Malbosc
PO7-02031,Malleval,Loire,DEP_42,Pélussin,none,42132,exact,sansloc,Malleval
PO7-02032,Malte,none,none,none,none,none,nulle,sansloc,none
PO7-02034,Mamirolle,Doubs,DEP_25,Besançon,none,25364,exact,sansloc,Mamirolle
PO7-02035,Manas,Drôme,DEP_26,Marsanne,none,26171,exact,sansloc,Manas
PO7-00008,Abbaye-des-Trois-Rois,Doubs,DEP_25,l’Isle-sur-le-Doubs,Mancenans,25365,exact,avecloc,Mancenans
PO7-02036,Mancenans,Doubs,DEP_25,l’Isle-sur-le-Doubs,none,25365,exact,sansloc,Mancenans
PO7-02038,Mandeure,Doubs,DEP_25,Audincourt,none,25367,exact,sansloc,Mandeure
PO7-02039,Manigod,Haute-Savoie,DEP_74,Thônes,none,74160,exact,sansloc,Manigod
PO7-03289,Saint-Léger,Haut-Rhin,DEP_68,Dannemarie,Manspach,68200,exact,avecloc,Manspach
PO7-02041,Manthes,Drôme,DEP_26,Grand-Serre,none,26172,exact,sansloc,Manthes
PO7-02042,Mantry,Jura,DEP_39,Sellières,none,39310,exact,sansloc,Mantry
PO7-03617,Sauvemont,Jura,DEP_39,Sellières,Mantry,39310,exact,avecloc,Mantry
PO7-02044,Marast,Haute-Saône,DEP_70,Villersexel,none,70332,exact,sansloc,Marast
PO7-02046,Marc,none,none,none,none,none,nulle,sansloc,none
PO7-02047,Marcellaz,Haute-Savoie,DEP_74,Bonneville,none,74162,exact,sansloc,Marcellaz
PO7-02048,Marcellaz-Albanais,Haute-Savoie,DEP_74,Rumilly,none,74161,exact,sansloc,Marcellaz-Albanais
PO7-02049,Marchaux,Doubs,DEP_25,none,none,25368,exact,sansloc,Marchaux
PO7-01402,Fiançaye,Drôme,DEP_26,Bourg-de-Péage,Marches,26173,exact,avecloc,Marches
PO7-01594,Granier,Savoie,DEP_73,Montmélian,Marches,26173,exact,avecloc,Marches
PO7-02050,Marches,Savoie,DEP_73,Montmélian,none,26173,exact,sansloc,Marches
PO7-02378,Mure,Savoie,DEP_73,Montmélian,Marches,26173,exact,avecloc,Marches
PO7-02982,Saint-André,Savoie,DEP_73,Montmélian,Marches,26173,exact,avecloc,Marches
PO7-02908,Rouac,Isère,DEP_38,la Mure,Marcieu,38217,exact,avecloc,Marcieu
PO7-02051,Marcieux,Savoie,DEP_73,Saint-Genix,none,73152,exact,sansloc,Marcieux
PO7-02052,Marcigny-sous-Thil,Côte-d’Or,none,Précy,none,21380,nodpt,sansloc,Marcigny-sous-Thil
PO7-02053,Marcollin,Isère,DEP_38,Roybon,none,38219,exact,sansloc,Marcollin
PO7-03263,Saint-Julien-d’Orcival,Ardèche,DEP_07,Saint-Pierreville,Marcols,none,nulle,avecloc,none
PO7-02054,Marennes,Isère,DEP_38,Saint-Symphorien-d’Ozon,none,17219,exact,sansloc,Marennes
PO7-02055,Margencel,Haute-Savoie,DEP_74,Thonon-les-Bains,none,74163,exact,sansloc,Margencel
PO7-02056,Margès,Drôme,DEP_26,Saint-Donat,none,26174,exact,sansloc,Margès
PO7-03869,Tournay,Drôme,DEP_26,Saint-Donat,Margès,26174,exact,avecloc,Margès
PO7-02057,Mariac,Ardèche,DEP_07,Cheylard,none,07150,exact,sansloc,Mariac
PO7-02058,Marigna-sur-Valouse,Jura,DEP_39,Arinthod,none,39312,exact,sansloc,Marigna-sur-Valouse
PO7-02059,Marignac,Drôme,DEP_26,Die,none,17220,exact,sansloc,Marignac
PO7-02060,Marignier,Haute-Savoie,DEP_74,Bonneville,none,74164,exact,sansloc,Marignier
PO7-00746,Chapelle,Haute-Savoie,DEP_74,Thonon-les-Bains,Marin,74166,exact,avecloc,Marin
PO7-02062,Marin,Haute-Savoie,DEP_74,Thonon-les-Bains,none,74166,exact,sansloc,Marin
PO7-02456,Notre-Dame-du-Pont-de-la-Dranse,Haute-Savoie,DEP_74,Thonon-les-Bains,Marin,74166,exact,avecloc,Marin
PO7-02063,Marlens,Haute-Savoie,DEP_74,Faverges,none,74167,exact,sansloc,Marlens
PO7-02064,Marlioz,Haute-Savoie,DEP_74,Frangy,none,74168,exact,sansloc,Marlioz
PO7-00002,Abbaye,Isère,DEP_38,Roybon,Marnans,38221,exact,avecloc,Marnans
PO7-01873,Laval-Bressieux,Isère,DEP_38,Roybon,Marnans,38221,exact,avecloc,Marnans
PO7-02066,Marnans,Isère,DEP_38,Roybon,none,38221,exact,sansloc,Marnans
PO7-02068,Marnay,Haute-Saône,DEP_70,none,none,70334,exact,sansloc,Marnay
PO7-02069,Marnay-la-Ville,Haute-Saône,DEP_70,Marnay,Marnay,70334,exact,avecloc,Marnay
PO7-02070,Marnoz,Jura,DEP_39,Salins,none,39315,exact,sansloc,Marnoz
PO7-02071,Marsanne,Drôme,DEP_26,none,none,26176,exact,sansloc,Marsanne
PO7-03279,Saint-Laurent,Drôme,DEP_26,Marsanne,Marsanne,26176,exact,avecloc,Marsanne
PO7-03328,Saint-Martin,Drôme,DEP_26,Marsanne,Marsanne,26176,exact,avecloc,Marsanne
PO7-02072,Marsas,Drôme,DEP_26,Saint-Donat,none,33272,exact,sansloc,Marsas
PO7-02075,Marthod,Savoie,DEP_73,Albertville,none,73153,exact,sansloc,Marthod
PO7-02077,Martinvelle,Vosges,DEP_88,Monthureux-sur-Saône,none,88291,exact,sansloc,Martinvelle
PO7-02079,Masevaux,Haut-Rhin,DEP_68,none,none,68201,exact,sansloc,Masevaux
PO7-02080,Massieu,Isère,DEP_38,Saint-Geoire,none,38222,exact,sansloc,Massieu
PO7-01268,Écrivieux,Ain,DEP_01,Belley,Massignieu-de-Rives,01239,exact,avecloc,Massignieu-de-Rives
PO7-02081,Massignieu-de-Rives,Ain,DEP_01,Belley,none,01239,exact,sansloc,Massignieu-de-Rives
PO7-02061,Marigny,Haute-Savoie,DEP_74,Rumilly,Massingy,21393,exact,avecloc,Massingy
PO7-02082,Massingy,Haute-Savoie,DEP_74,Rumilly,none,21393,exact,sansloc,Massingy
PO7-02084,Massongy,Haute-Savoie,DEP_74,Douvaine,none,74171,exact,sansloc,Massongy
PO7-02086,Mathay,Doubs,DEP_25,Pont-de-Roide,none,25370,exact,sansloc,Mathay
PO7-03444,Saint-Pierre,Jura,DEP_39,Arbois,Mathenay,39319,exact,avecloc,Mathenay
PO7-02087,Matheysine,none,none,none,none,none,nulle,sansloc,none
PO7-01579,Grand-Paleyzin,Isère,DEP_38,la Verpillière,Maubec,38223,exact,avecloc,Maubec
PO7-02091,Maubec,Isère,DEP_38,la Verpillière,none,38223,exact,sansloc,Maubec
PO7-02092,Mauves,Ardèche,DEP_07,Tournon,none,07152,exact,sansloc,Mauves
PO7-02094,Maynal,Jura,DEP_39,Beaufort,none,39320,exact,sansloc,Maynal
PO7-02095,Mayres,Ardèche,DEP_07,Thueyts,none,07153,exact,sansloc,Mayres
PO7-02096,Mayres,Isère,DEP_38,la Mure,none,07153,exact,sansloc,Mayres
PO7-03989,Vauclare,Ardèche,DEP_07,Montpezat,Mazan,84072,exact,avecloc,Mazan
PO7-02101,Meillerie,Haute-Savoie,DEP_74,Évian-les-Bains,none,74175,exact,sansloc,Meillerie
PO7-02105,Melay,Haute-Marne,DEP_52,Bourbonne-les-Bains,none,49199,exact,sansloc,Melay
PO7-02106,Melecey,Haute-Saône,DEP_70,Villersexel,none,70336,fuzzy,sansloc,Mélecey
PO7-02107,Melin,Haute-Saône,DEP_70,Combeaufontaine,none,70337,exact,sansloc,Melin
PO7-02108,Melincourt,Haute-Saône,DEP_70,Vauvillers,none,70338,exact,sansloc,Melincourt
PO7-02109,Melisey,Haute-Saône,DEP_70,none,none,70339,fuzzy,sansloc,Mélisey
PO7-03471,Saint-Pierre-lès-Melisey,Haute-Saône,DEP_70,Melisey,Melisey,none,nulle,avecloc,none
PO7-02111,Membrey,Haute-Saône,DEP_70,Dampierre-sur-Salon,none,70340,exact,sansloc,Membrey
PO7-01993,Luzerand,Drôme,DEP_26,Châtillon,Menglon,26178,exact,avecloc,Menglon
PO7-02115,Menglon,Drôme,DEP_26,Châtillon,none,26178,exact,sansloc,Menglon
PO7-02117,Menotey,Jura,DEP_39,Rochefort,none,39323,exact,sansloc,Menotey
PO7-02118,Menoux,Haute-Saône,DEP_70,Amance,none,36117,exact,sansloc,Menoux
PO7-02119,Mens,Isère,DEP_38,none,none,38226,exact,sansloc,Mens
PO7-02120,Menthon,Haute-Savoie,DEP_74,Annecy,none,none,nulle,sansloc,none
PO7-02121,Menthonnex-sous-Clermont,Haute-Savoie,DEP_74,Seyssel,none,74178,exact,sansloc,Menthonnex-sous-Clermont
PO7-02122,Menue-Famille,Isère,DEP_38,la Verpillière,none,none,nulle,sansloc,none
PO7-02114,Menétru-le-Vignoble,Jura,DEP_39,Voiteur,none,39321,exact,sansloc,Menétru-le-Vignoble
PO7-02124,Mercey-le-Grand,Doubs,DEP_25,Audeux,none,25374,exact,sansloc,Mercey-le-Grand
PO7-02127,Mercuer,Ardèche,DEP_07,Aubenas,none,07155,exact,sansloc,Mercuer
PO7-02128,Mercurol,Drôme,DEP_26,Tain,none,26179,exact,sansloc,Mercurol
PO7-03064,Saint-Clément,Drôme,DEP_26,Tain,Mercurol,26179,exact,avecloc,Mercurol
PO7-01496,Gémilly,Savoie,DEP_73,Albertville,Mercury-Gémilly,none,nulle,avecloc,none
PO7-02129,Mercury-Gémilly,Savoie,DEP_73,Albertville,none,none,nulle,sansloc,none
PO7-00743,Chapelle,Isère,DEP_38,Saint-Geoire,Merlas,38228,exact,avecloc,Merlas
PO7-02130,Merlas,Isère,DEP_38,Saint-Geoire,none,38228,exact,sansloc,Merlas
PO7-02132,Mertzen,Haut-Rhin,DEP_68,Hirsingue,none,68202,exact,sansloc,Mertzen
PO7-02133,Merxheim,Haut-Rhin,DEP_68,Soultz-Haut-Rhin,none,68203,exact,sansloc,Merxheim
PO7-02136,Meslières,Doubs,DEP_25,Blamont,none,25378,exact,sansloc,Meslières
PO7-02137,Mesnay,Jura,DEP_39,Arbois,none,39325,exact,sansloc,Mesnay
PO7-02138,Messery,Haute-Savoie,DEP_74,Douvaine,none,74180,exact,sansloc,Messery
PO7-02140,Metz,Haute-Savoie,DEP_74,Annecy,none,57463,exact,sansloc,Metz
PO7-02142,Meurcourt,Haute-Saône,DEP_70,Saulx,none,70344,exact,sansloc,Meurcourt
PO7-02144,Meyenheim,Haut-Rhin,DEP_68,Ensisheim,none,68205,exact,sansloc,Meyenheim
PO7-02145,Meylan,Isère,DEP_38,Grenoble,none,38229,exact,sansloc,Meylan
PO7-03147,Saint-Eynard,Isère,DEP_38,Grenoble,Meylan,38229,exact,avecloc,Meylan
PO7-03398,Saint-Mury,Isère,DEP_38,Grenoble,Meylan,38229,exact,avecloc,Meylan
PO7-02147,Meyras,Ardèche,DEP_07,Thueyts,none,07156,exact,sansloc,Meyras
PO7-02149,Meyrieux,Savoie,DEP_73,Yenne,Meyrieux-Trouet,73156,exact,avecloc,Meyrieux-Trouet
PO7-03909,Trouet,Savoie,DEP_73,Yenne,Meyrieux-Trouet,73156,exact,avecloc,Meyrieux-Trouet
PO7-02148,Meyrié,Isère,DEP_38,la Verpillière,none,38230,exact,sansloc,Meyrié
PO7-02153,Meysse,Ardèche,DEP_07,Rochemaure,none,07157,exact,sansloc,Meysse
PO7-02154,Meyssiès,Isère,DEP_38,Saint-Jean-de-Bournay,none,38232,exact,sansloc,Meyssiès
PO7-02155,Meythet,Haute-Savoie,DEP_74,Annecy,none,74182,exact,sansloc,Meythet
PO7-02161,Michaille,none,none,none,none,none,nulle,sansloc,none
PO7-02162,Michelbach,Haut-Rhin,DEP_68,Thann,none,68206,exact,sansloc,Michelbach
PO7-02163,Michelbach-le-Haut,Haut-Rhin,DEP_68,Huningue,none,68208,exact,sansloc,Michelbach-le-Haut
PO7-02167,Mieussy,Haute-Savoie,DEP_74,Taninges,none,74183,exact,sansloc,Mieussy
PO7-02170,Minzier,Haute-Savoie,DEP_74,Frangy,none,74184,exact,sansloc,Minzier
PO7-00435,Blacons,Drôme,DEP_26,Nyons,Mirabel,07159,exact,avecloc,Mirabel
PO7-02172,Mirabel,Ardèche,DEP_07,Villeneuve-de-Berg,none,07159,exact,sansloc,Mirabel
PO7-02173,Mirabel,Drôme,DEP_26,Crest,Mirabel-et-Blacons,26183,exact,avecloc,Mirabel-et-Blacons
PO7-03681,Serreméan,Drôme,DEP_26,Crest,Mirabel-et-Blacons,26183,exact,avecloc,Mirabel-et-Blacons
PO7-02174,Mirebel,Jura,DEP_39,Conliège,none,39332,exact,sansloc,Mirebel
PO7-02175,Miribel,Drôme,DEP_26,Romans,none,01249,exact,sansloc,Miribel
PO7-01834,Lanchâtre,Isère,DEP_38,Monestier-de-Clermont,Miribel-Lanchâtre,38235,exact,avecloc,Miribel-Lanchâtre
PO7-02176,Miribel,Isère,DEP_38,Monestier-de-Clermont,Miribel-Lanchâtre,38235,exact,avecloc,Miribel-Lanchâtre
PO7-02177,Miribel-les-Échelles,Isère,DEP_38,Saint-Laurent-du-Pont,none,38236,exact,sansloc,Miribel-les-Échelles
PO7-02178,Mirmande,Drôme,DEP_26,Loriol,none,26185,exact,sansloc,Mirmande
PO7-02179,Miscon,Drôme,DEP_26,Luc-en-Diois,none,26186,exact,sansloc,Miscon
PO7-02180,Miserey,Doubs,DEP_25,Audeux,none,27410,exact,sansloc,Miserey
PO7-02183,Mittelwihr,Haut-Rhin,DEP_68,Kaysersberg,none,68209,exact,sansloc,Mittelwihr
PO7-02184,Mizoën,Isère,DEP_38,Bourg-d’Oisans,none,38237,exact,sansloc,Mizoën
PO7-02165,Mièges,Jura,DEP_39,Nozeroy,none,39329,exact,sansloc,Mièges
PO7-02166,Miéry,Jura,DEP_39,Poligny,none,39330,exact,sansloc,Miéry
PO7-02185,Modane,Savoie,DEP_73,none,none,73157,exact,sansloc,Modane
PO7-02190,Moffans,Haute-Saône,DEP_70,Lure,none,none,nulle,sansloc,none
PO7-02191,Mognard,Savoie,DEP_73,Albens,none,73158,exact,sansloc,Mognard
PO7-02192,Moidieu,Isère,DEP_38,Vienne,none,none,nulle,sansloc,none
PO7-02193,Moimay,Haute-Saône,DEP_70,Villersexel,none,70349,exact,sansloc,Moimay
PO7-02194,Moirans,Isère,DEP_38,Rives,none,38239,exact,sansloc,Moirans
PO7-02195,Moirans,Jura,DEP_39,none,none,38239,exact,sansloc,Moirans
PO7-02197,Moissey,Jura,DEP_39,Montmirey-le-Château,none,39335,exact,sansloc,Moissey
PO7-02198,Moissieu-sur-Dolon,Isère,DEP_38,Beaurepaire,none,38240,exact,sansloc,Moissieu-sur-Dolon
PO7-02199,Molay,Jura,DEP_39,Chemin,none,39338,exact,sansloc,Molay
PO7-02200,Molay,Haute-Saône,DEP_70,Vitrey,none,39338,exact,sansloc,Molay
PO7-02202,Mollans,Haute-Saône,DEP_70,Lure,none,70351,exact,sansloc,Mollans
PO7-02203,Mollau,Haut-Rhin,DEP_68,Saint-Amarin,none,68213,exact,sansloc,Mollau
PO7-02205,Mollettes,Savoie,DEP_73,Montmélian,none,73159,exact,sansloc,Mollettes
PO7-02206,Monay,Jura,DEP_39,Sellières,none,39342,exact,sansloc,Monay
PO7-02207,Mondon,Doubs,DEP_25,Rougemont,none,25384,exact,sansloc,Mondon
PO7-02208,Monestier,Ardèche,DEP_07,Annonay,none,03175,exact,sansloc,Monestier
PO7-02211,Monestier-de-Clermont,Isère,DEP_38,none,none,38242,exact,sansloc,Monestier-de-Clermont
PO7-02212,Monestier-du-Percy,Isère,DEP_38,Clelles,none,38243,exact,sansloc,Monestier-du-Percy
PO7-02213,Monnet-la-Ville,Jura,DEP_39,Champagnole,none,39344,exact,sansloc,Monnet-la-Ville
PO7-02214,Monnetay,Jura,DEP_39,Saint-Julien,none,39343,exact,sansloc,Monnetay
PO7-02215,Monnetier-Mornex,Haute-Savoie,DEP_74,Reignier,none,74185,exact,sansloc,Monnetier-Mornex
PO7-02217,Monsteroux-Milieu,Isère,DEP_38,Beaurepaire,none,38244,exact,sansloc,Monsteroux-Milieu
PO7-02253,Mont-Denis,Savoie,DEP_73,Saint-Jean-de-Maurienne,none,none,nulle,sansloc,none
PO7-02305,Mont-Saint-Martin,Isère,DEP_38,Grenoble,none,02523,exact,sansloc,Mont-Saint-Martin
PO7-02307,Mont-Saxonnex,Haute-Savoie,DEP_74,Bonneville,none,74189,exact,sansloc,Mont-Saxonnex
PO7-02252,Mont-de-Lans,Isère,DEP_38,Bourg-d’Oisans,none,38253,exact,sansloc,Mont-de-Lans
PO7-02285,Mont-les-Étrelles-et-Villers-Chemin,Haute-Saône,DEP_70,Gy,none,70366,fuzzy,sansloc,Villers-Chemin-et-Mont-lès-Étrelles
PO7-02286,Mont-lès-Seurre,Saône-et-Loire,DEP_71,Verdun-sur-le-Doubs,none,71315,exact,sansloc,Mont-lès-Seurre
PO7-02312,Mont-sous-Vaudrey,Jura,DEP_39,Montbarrey,none,39365,exact,sansloc,Mont-sous-Vaudrey
PO7-00246,Balerne,Jura,DEP_39,Champagnole,Mont-sur-Monnet,39366,exact,avecloc,Mont-sur-Monnet
PO7-02220,Montagne,none,none,none,none,33290,nodpt,sansloc,Montagne
PO7-02221,Montagne,none,none,none,none,33290,nodpt,sansloc,Montagne
PO7-02222,Montagne,Isère,DEP_38,Saint-Marcellin,none,33290,exact,sansloc,Montagne
PO7-03131,Saint-Étienne,Isère,DEP_38,Saint-Marcellin,Montagne,33290,exact,avecloc,Montagne
PO7-02223,Montagnieu,Isère,DEP_38,la Tour-du-Pin,none,01255,exact,sansloc,Montagnieu
PO7-02224,Montagnole,Savoie,DEP_73,Chambéry,none,73160,exact,sansloc,Montagnole
PO7-02642,Pierre-Grosse,Savoie,DEP_73,Chambéry,Montagnole,73160,exact,avecloc,Montagnole
PO7-02225,Montagny,Savoie,DEP_73,Bozel,none,42145,exact,sansloc,Montagny
PO7-02227,Montagny-près-Louhans,Saône-et-Loire,DEP_71,Louhans,none,71303,exact,sansloc,Montagny-près-Louhans
PO7-02229,Montailleur,Savoie,DEP_73,Grésy-sur-Isère,none,73162,exact,sansloc,Montailleur
PO7-02230,Montaimont,Savoie,DEP_73,la Chambre,none,73163,exact,sansloc,Montaimont
PO7-02231,Montain,Jura,DEP_39,Voiteur,none,39349,exact,sansloc,Montain
PO7-02232,Montanges,Ain,DEP_01,Bellegarde,none,01257,exact,sansloc,Montanges
PO7-02233,Montarlot-lès-Rioz,Haute-Saône,DEP_70,Rioz,none,70355,exact,sansloc,Montarlot-lès-Rioz
PO7-02234,Montbarrey,Jura,DEP_39,none,none,39350,exact,sansloc,Montbarrey
PO7-02237,Montbenoît,Doubs,DEP_25,none,none,25390,exact,sansloc,Montbenoît
PO7-02239,Montbonnot-Saint-Martin,Isère,DEP_38,Grenoble,none,38249,exact,sansloc,Montbonnot-Saint-Martin
PO7-03348,Saint-Martin-de-Miséré,Isère,DEP_38,Grenoble,Montbonnot-Saint-Martin,38249,exact,avecloc,Montbonnot-Saint-Martin
PO7-02240,Montboucher,Drôme,DEP_26,Montélimar,none,23133,exact,sansloc,Montboucher
PO7-02241,Montbouton,territoire de Belfort,none,Delle,none,90070,nodpt,sansloc,Montbouton
PO7-02242,Montbozon,Haute-Saône,DEP_70,none,none,70357,exact,sansloc,Montbozon
PO7-02244,Montbrison,Drôme,DEP_26,Grignan,none,42147,exact,sansloc,Montbrison
PO7-02235,Montbéliard,Doubs,DEP_25,none,none,25388,exact,sansloc,Montbéliard
PO7-02245,Montcarra,Isère,DEP_38,la Tour-du-Pin,none,38250,exact,sansloc,Montcarra
PO7-03441,Saint-Pierre,Isère,DEP_38,Bourgoin,Montceau,none,nulle,avecloc,none
PO7-02246,Montcel,Savoie,DEP_73,Aix-les-Bains,none,63235,exact,sansloc,Montcel
PO7-02247,Montcey,Haute-Saône,DEP_70,Vesoul,none,70358,exact,sansloc,Montcey
PO7-02248,Montcharvot,Haute-Marne,DEP_52,Bourbonne-les-Bains,none,52328,exact,sansloc,Montcharvot
PO7-02250,Montchenu,Drôme,DEP_26,Saint-Donat,none,26194,exact,sansloc,Montchenu
PO7-02567,Panel,Drôme,DEP_26,Saint-Donat,Montchenu,26194,exact,avecloc,Montchenu
PO7-03203,Saint-Honorat,Drôme,DEP_26,Saint-Donat,Montchenu,26194,exact,avecloc,Montchenu
PO7-02251,Montclar,Drôme,DEP_26,Crest,none,04126,exact,sansloc,Montclar
PO7-02255,Montdoré,Haute-Saône,DEP_70,Vauvillers,none,70360,exact,sansloc,Montdoré
PO7-02260,Montendry,Savoie,DEP_73,Chamoux,none,73166,exact,sansloc,Montendry
PO7-02261,Montenois,Doubs,DEP_25,l’Isle-sur-le-Doubs,none,25394,exact,sansloc,Montenois
PO7-04129,Ville-des-Jardins,Isère,DEP_38,la Mure,Monteynard,38254,exact,avecloc,Monteynard
PO7-01943,Loives,Isère,DEP_38,Roybon,Montfalcon,38255,exact,avecloc,Montfalcon
PO7-02263,Montfaucon,Doubs,DEP_25,Besançon,none,02505,exact,sansloc,Montfaucon
PO7-02265,Montferrat,Isère,DEP_38,Saint-Geoire,none,38256,exact,sansloc,Montferrat
PO7-02267,Montgesoye,Doubs,DEP_25,Ornans,none,25400,exact,sansloc,Montgesoye
PO7-02268,Montgilbert,Savoie,DEP_73,Aiguebelle,none,73168,exact,sansloc,Montgilbert
PO7-02269,Montgirod,Savoie,DEP_73,Aime,none,73169,exact,sansloc,Montgirod
PO7-04110,Villaret,Savoie,DEP_73,Aime,Montgirod,73169,exact,avecloc,Montgirod
PO7-02272,Monthion,Savoie,DEP_73,Albertville,none,73170,exact,sansloc,Monthion
PO7-02273,Montholier,Jura,DEP_39,Poligny,none,39354,exact,sansloc,Montholier
PO7-02276,Montigny-les-Arsures,Jura,DEP_39,Arbois,none,39355,fuzzy,sansloc,Montigny-lès-Arsures
PO7-00871,Cherlieu,Haute-Saône,DEP_70,Vitrey,Montigny-les-Cherlieux,none,nulle,avecloc,none
PO7-02900,Rosières,Jura,DEP_39,Arbois,Montigny-lès-Arsures,39355,exact,avecloc,Montigny-lès-Arsures
PO7-02277,Montigny-lès-Cherlieux,Haute-Saône,DEP_70,Vitrey,none,70362,fuzzy,sansloc,Montigny-lès-Cherlieu
PO7-02278,Montigny-lès-Vesoul,Haute-Saône,DEP_70,Vesoul,none,70363,exact,sansloc,Montigny-lès-Vesoul
PO7-02280,Montjoux,Drôme,DEP_26,Dieulefit,none,26202,exact,sansloc,Montjoux
PO7-02282,Montjustin,Haute-Saône,DEP_70,Noroy-le-Bourg,none,04129,exact,sansloc,Montjustin
PO7-02284,Montlaur,Drôme,DEP_26,Luc-en-Diois,none,11251,exact,sansloc,Montlaur
PO7-02288,Montmaur,Drôme,DEP_26,Die,none,05087,exact,sansloc,Montmaur
PO7-02290,Montmeyran,Drôme,DEP_26,Chabeuil,none,26206,exact,sansloc,Montmeyran
PO7-02291,Montmin,Haute-Savoie,DEP_74,Faverges,none,74187,exact,sansloc,Montmin
PO7-02292,Montmiral,Drôme,DEP_26,Romans,none,26207,exact,sansloc,Montmiral
PO7-03329,Saint-Martin,Drôme,DEP_26,Romans,Montmiral,26207,exact,avecloc,Montmiral
PO7-02293,Montmirey-la-Ville,Jura,DEP_39,Montmirey-le-Château,none,39360,exact,sansloc,Montmirey-la-Ville
PO7-02289,Montmélian,Savoie,DEP_73,none,none,73171,exact,sansloc,Montmélian
PO7-02294,Montpascal,Savoie,DEP_73,Saint-Jean-de-Maurienne,none,none,nulle,sansloc,none
PO7-02295,Montpezat,Ardèche,DEP_07,none,none,30182,exact,sansloc,Montpezat
PO7-02298,Montreux-Château,territoire de Belfort,none,Fontaine,none,90071,nodpt,sansloc,Montreux-Château
PO7-02299,Montreux-Jeune,Haut-Rhin,DEP_68,Dannemarie,none,68214,exact,sansloc,Montreux-Jeune
PO7-02300,Montreux-Vieux,Haut-Rhin,DEP_68,Dannemarie,none,68215,exact,sansloc,Montreux-Vieux
PO7-02301,Montrevel,Isère,DEP_38,Virieu,none,38257,exact,sansloc,Montrevel
PO7-02302,Montricher,Savoie,DEP_73,Saint-Jean-de-Maurienne,none,none,nulle,sansloc,none
PO7-00629,Camet,Drôme,DEP_26,Grand-Serre,Montrigaud,26210,exact,avecloc,Montrigaud
PO7-02303,Montrond,Jura,DEP_39,Champagnole,none,05089,exact,sansloc,Montrond
PO7-02304,Montrond,Savoie,DEP_73,Saint-Jean-de-Maurienne,none,05089,exact,sansloc,Montrond
PO7-02969,Saint-Amand,Ardèche,DEP_07,Largentière,Montréal,07162,exact,avecloc,Montréal
PO7-03199,Saint-Hippolyte,Ardèche,DEP_07,Largentière,Montréal,07162,exact,avecloc,Montréal
PO7-02306,Montsapey,Savoie,DEP_73,Aiguebelle,none,73175,exact,sansloc,Montsapey
PO7-02308,Montselgues,Ardèche,DEP_07,Valgorge,none,07163,exact,sansloc,Montselgues
PO7-02309,Montseugny,Haute-Saône,DEP_70,Pesmes,none,none,nulle,sansloc,none
PO7-02311,Montseveroux,Isère,DEP_38,Beaurepaire,none,38259,exact,sansloc,Montseveroux
PO7-03403,Saint-Nicolas,Isère,DEP_38,Beaurepaire,Montseveroux,38259,exact,avecloc,Montseveroux
PO7-02313,Montussaint,Doubs,DEP_25,Rougemont,none,25408,exact,sansloc,Montussaint
PO7-02314,Montvalezan,Savoie,DEP_73,Bourg-Saint-Maurice,none,73176,exact,sansloc,Montvalezan
PO7-02315,Montvernier,Savoie,DEP_73,Saint-Jean-de-Maurienne,none,73177,exact,sansloc,Montvernier
PO7-02256,Montécheroux,Doubs,DEP_25,Saint-Hippolyte,none,25393,exact,sansloc,Montécheroux
PO7-02258,Montélier,Drôme,DEP_26,Chabeuil,none,26197,exact,sansloc,Montélier
PO7-02259,Montélimar,Drôme,DEP_26,none,none,26198,exact,sansloc,Montélimar
PO7-02439,Notre-Dame d’Aigu,Drôme,DEP_26,Montélimar,Montélimar,26198,exact,avecloc,Montélimar
PO7-02316,Moos,Haut-Rhin,DEP_68,Ferrette,none,none,nulle,sansloc,none
PO7-01100,Creure,Drôme,DEP_26,Grand-Serre,Moras,38260,exact,avecloc,Moras
PO7-01105,Crizieu,Isère,DEP_38,Crémieu,Moras,38260,exact,avecloc,Moras
PO7-02317,Moras,Drôme,DEP_26,Grand-Serre,none,38260,exact,sansloc,Moras
PO7-02318,Moras,Isère,DEP_38,Crémieu,none,38260,exact,sansloc,Moras
PO7-02732,Prémol,Drôme,DEP_26,Grand-Serre,Moras,38260,exact,avecloc,Moras
PO7-02320,Morbier,Jura,DEP_39,Morez,none,39367,exact,sansloc,Morbier
PO7-02322,Morestel,Isère,DEP_38,none,none,38261,exact,sansloc,Morestel
PO7-02324,Morette,Isère,DEP_38,Tullins,none,38263,exact,sansloc,Morette
PO7-02325,Morey,Haute-Saône,DEP_70,Vitrey,none,71321,exact,sansloc,Morey
PO7-02330,Mornans,Drôme,DEP_26,Bourdeaux,none,26214,exact,sansloc,Mornans
PO7-02332,Morschwiller-le-Bas,Haut-Rhin,DEP_68,Mulhouse,none,68218,exact,sansloc,Morschwiller-le-Bas
