Article,Vedette,Type vedette,Candidat,INSEE,Définition
DT73-08555,Séa,,Italie,,"dans le bassin de Saint-Jean-de-Maurienne, sur la commune de Bonneval et sur le versant oriental de la frontière entre la France et l’Italie ; altitude, 3.560 mètres environ."
DT73-08559,Sécheron,,hameau du Bois,,"dans le bassin de l’Isère, se jette dans cette rivière au hameau du Bois (commune de Champagny)."
DT73-08563,Seiche,,col de Frette,,"dans le bassin de Moûtiers, sur la commune de Champagny, entre le col de Frette et le pas de la Grasse."
DT73-08563,Seiche,,pas de la Grasse,,"dans le bassin de Moûtiers, sur la commune de Champagny, entre le col de Frette et le pas de la Grasse."
DT73-08565,Seigne,,Tarentaise,,"sur les confins de la Tarentaise et du Piémont, domine le hameau des Glaciers (commune de Bourg-Saint-Maurice) ; il fait communiquer la vallée du torrent des Glaciers avec celle de l’Allée-Blanche en Piémont, et conduit aux Chapieux d’où l’on peut descendre à Bourg-Saint-Maurice par le torrent des Glaciers, ou gagner Beaufort et la vallée du Doron par le col de Treicol, ou enfin Saint-Gervais (Haute-Savoie) et la 683vallée de l’Arve par le col du Bonhomme ; une croix sur ce col marque la frontière de la France et de l’Italie ; altitude, 2.487 mètres."
DT73-08565,Seigne,,Piémont,,"sur les confins de la Tarentaise et du Piémont, domine le hameau des Glaciers (commune de Bourg-Saint-Maurice) ; il fait communiquer la vallée du torrent des Glaciers avec celle de l’Allée-Blanche en Piémont, et conduit aux Chapieux d’où l’on peut descendre à Bourg-Saint-Maurice par le torrent des Glaciers, ou gagner Beaufort et la vallée du Doron par le col de Treicol, ou enfin Saint-Gervais (Haute-Savoie) et la 683vallée de l’Arve par le col du Bonhomme ; une croix sur ce col marque la frontière de la France et de l’Italie ; altitude, 2.487 mètres."
DT73-08565,Seigne,,hameau des Glaciers,,"sur les confins de la Tarentaise et du Piémont, domine le hameau des Glaciers (commune de Bourg-Saint-Maurice) ; il fait communiquer la vallée du torrent des Glaciers avec celle de l’Allée-Blanche en Piémont, et conduit aux Chapieux d’où l’on peut descendre à Bourg-Saint-Maurice par le torrent des Glaciers, ou gagner Beaufort et la vallée du Doron par le col de Treicol, ou enfin Saint-Gervais (Haute-Savoie) et la 683vallée de l’Arve par le col du Bonhomme ; une croix sur ce col marque la frontière de la France et de l’Italie ; altitude, 2.487 mètres."
DT73-08565,Seigne,,vallée du torrent des Glaciers,,"sur les confins de la Tarentaise et du Piémont, domine le hameau des Glaciers (commune de Bourg-Saint-Maurice) ; il fait communiquer la vallée du torrent des Glaciers avec celle de l’Allée-Blanche en Piémont, et conduit aux Chapieux d’où l’on peut descendre à Bourg-Saint-Maurice par le torrent des Glaciers, ou gagner Beaufort et la vallée du Doron par le col de Treicol, ou enfin Saint-Gervais (Haute-Savoie) et la 683vallée de l’Arve par le col du Bonhomme ; une croix sur ce col marque la frontière de la France et de l’Italie ; altitude, 2.487 mètres."
DT73-08565,Seigne,,Allée-Blanche,,"sur les confins de la Tarentaise et du Piémont, domine le hameau des Glaciers (commune de Bourg-Saint-Maurice) ; il fait communiquer la vallée du torrent des Glaciers avec celle de l’Allée-Blanche en Piémont, et conduit aux Chapieux d’où l’on peut descendre à Bourg-Saint-Maurice par le torrent des Glaciers, ou gagner Beaufort et la vallée du Doron par le col de Treicol, ou enfin Saint-Gervais (Haute-Savoie) et la 683vallée de l’Arve par le col du Bonhomme ; une croix sur ce col marque la frontière de la France et de l’Italie ; altitude, 2.487 mètres."
DT73-08565,Seigne,,Piémont,,"sur les confins de la Tarentaise et du Piémont, domine le hameau des Glaciers (commune de Bourg-Saint-Maurice) ; il fait communiquer la vallée du torrent des Glaciers avec celle de l’Allée-Blanche en Piémont, et conduit aux Chapieux d’où l’on peut descendre à Bourg-Saint-Maurice par le torrent des Glaciers, ou gagner Beaufort et la vallée du Doron par le col de Treicol, ou enfin Saint-Gervais (Haute-Savoie) et la 683vallée de l’Arve par le col du Bonhomme ; une croix sur ce col marque la frontière de la France et de l’Italie ; altitude, 2.487 mètres."
DT73-08565,Seigne,,Chapieux,,"sur les confins de la Tarentaise et du Piémont, domine le hameau des Glaciers (commune de Bourg-Saint-Maurice) ; il fait communiquer la vallée du torrent des Glaciers avec celle de l’Allée-Blanche en Piémont, et conduit aux Chapieux d’où l’on peut descendre à Bourg-Saint-Maurice par le torrent des Glaciers, ou gagner Beaufort et la vallée du Doron par le col de Treicol, ou enfin Saint-Gervais (Haute-Savoie) et la 683vallée de l’Arve par le col du Bonhomme ; une croix sur ce col marque la frontière de la France et de l’Italie ; altitude, 2.487 mètres."
DT73-08565,Seigne,,vallée du Doron,,"sur les confins de la Tarentaise et du Piémont, domine le hameau des Glaciers (commune de Bourg-Saint-Maurice) ; il fait communiquer la vallée du torrent des Glaciers avec celle de l’Allée-Blanche en Piémont, et conduit aux Chapieux d’où l’on peut descendre à Bourg-Saint-Maurice par le torrent des Glaciers, ou gagner Beaufort et la vallée du Doron par le col de Treicol, ou enfin Saint-Gervais (Haute-Savoie) et la 683vallée de l’Arve par le col du Bonhomme ; une croix sur ce col marque la frontière de la France et de l’Italie ; altitude, 2.487 mètres."
DT73-08565,Seigne,,col de Treicol,,"sur les confins de la Tarentaise et du Piémont, domine le hameau des Glaciers (commune de Bourg-Saint-Maurice) ; il fait communiquer la vallée du torrent des Glaciers avec celle de l’Allée-Blanche en Piémont, et conduit aux Chapieux d’où l’on peut descendre à Bourg-Saint-Maurice par le torrent des Glaciers, ou gagner Beaufort et la vallée du Doron par le col de Treicol, ou enfin Saint-Gervais (Haute-Savoie) et la 683vallée de l’Arve par le col du Bonhomme ; une croix sur ce col marque la frontière de la France et de l’Italie ; altitude, 2.487 mètres."
DT73-08565,Seigne,,Saint-Gervais,,"sur les confins de la Tarentaise et du Piémont, domine le hameau des Glaciers (commune de Bourg-Saint-Maurice) ; il fait communiquer la vallée du torrent des Glaciers avec celle de l’Allée-Blanche en Piémont, et conduit aux Chapieux d’où l’on peut descendre à Bourg-Saint-Maurice par le torrent des Glaciers, ou gagner Beaufort et la vallée du Doron par le col de Treicol, ou enfin Saint-Gervais (Haute-Savoie) et la 683vallée de l’Arve par le col du Bonhomme ; une croix sur ce col marque la frontière de la France et de l’Italie ; altitude, 2.487 mètres."
DT73-08565,Seigne,,vallée de l’Arve,,"sur les confins de la Tarentaise et du Piémont, domine le hameau des Glaciers (commune de Bourg-Saint-Maurice) ; il fait communiquer la vallée du torrent des Glaciers avec celle de l’Allée-Blanche en Piémont, et conduit aux Chapieux d’où l’on peut descendre à Bourg-Saint-Maurice par le torrent des Glaciers, ou gagner Beaufort et la vallée du Doron par le col de Treicol, ou enfin Saint-Gervais (Haute-Savoie) et la 683vallée de l’Arve par le col du Bonhomme ; une croix sur ce col marque la frontière de la France et de l’Italie ; altitude, 2.487 mètres."
DT73-08565,Seigne,,col du Bonhomme,,"sur les confins de la Tarentaise et du Piémont, domine le hameau des Glaciers (commune de Bourg-Saint-Maurice) ; il fait communiquer la vallée du torrent des Glaciers avec celle de l’Allée-Blanche en Piémont, et conduit aux Chapieux d’où l’on peut descendre à Bourg-Saint-Maurice par le torrent des Glaciers, ou gagner Beaufort et la vallée du Doron par le col de Treicol, ou enfin Saint-Gervais (Haute-Savoie) et la 683vallée de l’Arve par le col du Bonhomme ; une croix sur ce col marque la frontière de la France et de l’Italie ; altitude, 2.487 mètres."
DT73-08565,Seigne,,France,,"sur les confins de la Tarentaise et du Piémont, domine le hameau des Glaciers (commune de Bourg-Saint-Maurice) ; il fait communiquer la vallée du torrent des Glaciers avec celle de l’Allée-Blanche en Piémont, et conduit aux Chapieux d’où l’on peut descendre à Bourg-Saint-Maurice par le torrent des Glaciers, ou gagner Beaufort et la vallée du Doron par le col de Treicol, ou enfin Saint-Gervais (Haute-Savoie) et la 683vallée de l’Arve par le col du Bonhomme ; une croix sur ce col marque la frontière de la France et de l’Italie ; altitude, 2.487 mètres."
DT73-08565,Seigne,,Italie,,"sur les confins de la Tarentaise et du Piémont, domine le hameau des Glaciers (commune de Bourg-Saint-Maurice) ; il fait communiquer la vallée du torrent des Glaciers avec celle de l’Allée-Blanche en Piémont, et conduit aux Chapieux d’où l’on peut descendre à Bourg-Saint-Maurice par le torrent des Glaciers, ou gagner Beaufort et la vallée du Doron par le col de Treicol, ou enfin Saint-Gervais (Haute-Savoie) et la 683vallée de l’Arve par le col du Bonhomme ; une croix sur ce col marque la frontière de la France et de l’Italie ; altitude, 2.487 mètres."
DT73-08566,Seigne,,pic de Lancebranlette,,"entre le col de même nom et le pic de Lancebranlette ; altitude, 2.961 mètres."
DT73-08567,Seigne,,col de l’Ouillon,,"dans le bassin de Moûtiers, sur la commune de Séez, entre le col de même nom et le col de l’Ouillon ; altitude, 3.123 mètres."
DT73-08570,Selaz-des-Prés,,col du Grand-Galibier,,"dans le bassin de Saint-Jean-de-Maurienne, sur la commune de Valloires, entre le ruisseau de Neuvachette et le col du Grand-Galibier ; altitude, 2.543 mètres."
DT73-08571,Sétaz,,col du Grand-Galibier,,"dans le bassin de Saint-Jean-de-Maurienne, sur la commune de Valloires, entre le ruisseau de Neuvachette et le col du Grand-Galibier ; altitude, 2.780 mètres."
DT73-08574,Sella,,col de la Vanoise,,"dans le bassin de Saint-Jean-de-Maurienne, sur la commune de Termignon, entre le col de la Vanoise et la roche Chevrière."
DT73-08574,Sella,,roche Chevrière,,"dans le bassin de Saint-Jean-de-Maurienne, sur la commune de Termignon, entre le col de la Vanoise et la roche Chevrière."
DT73-08582,Semnoz,,massif des Bauges,,"dans le bassin de Chambéry, fait partie du massif des Bauges et les termine au nord ; altitude, 1.704 mètres."
DT73-08586,"Sept-Laus,",plaine,Maurienne,,plaine à l’extrémité orientale de la Maurienne.
DT73-08604,Serru,,col du Clou,,"dans le bassin de l’Isère, descend du col du Clou près du mont Ormelune et se jette dans l’Isère en amont de Sainte-Foy, près du hameau de Rey (commune de Sainte-Foy)."
DT73-08604,Serru,,en amont de Sainte-Foy,,"dans le bassin de l’Isère, descend du col du Clou près du mont Ormelune et se jette dans l’Isère en amont de Sainte-Foy, près du hameau de Rey (commune de Sainte-Foy)."
DT73-08610,Servin,,col des Prés,,"dans le bassin de Chambéry, sur la commune de Puygros, entre le col des Prés et le col de Lindar."
DT73-08610,Servin,,col de Lindar,,"dans le bassin de Chambéry, sur la commune de Puygros, entre le col des Prés et le col de Lindar."
DT73-08626,Sierroz,,montagnes des Bauges,,"dans le bassin du lac du Bourget, vient des montagnes des Bauges, passe près de Grésy-sur-Aix où il reçoit la Daisse ou Deisse et se jette dans le lac du Bourget au Port-Puer."
DT73-08626,Sierroz,,Port-Puer,,"dans le bassin du lac du Bourget, vient des montagnes des Bauges, passe près de Grésy-sur-Aix où il reçoit la Daisse ou Deisse et se jette dans le lac du Bourget au Port-Puer."
DT73-08638,Soffet,,hameau de la Sausse,,"dans le bassin de l’Isère, sur le hameau de la Sausse (commune de Saint-Jean-de-Belleville)."
DT73-08644,Sollier,,massif des Bauges,,"dans le bassin de Chambéry ; fait partie du massif des Bauges ; altitude, 1.778 mètres."
DT73-08647,"Croizac,",,Ferrera,,"dans le bassin de Saint-Jean-de-Maurienne, entre Sollieres-Sardieres et Ferrera (Italie)."
DT73-08659,Sonnailles,,col de la Vanoise,,"dans le bassin de Moûtiers, sur la commune de Pralognan, entre le col de la Vanoise et la roche Chevrière."
DT73-08659,Sonnailles,,roche Chevrière,,"dans le bassin de Moûtiers, sur la commune de Pralognan, entre le col de la Vanoise et la roche Chevrière."
DT73-08673,Soufre,,col de la Chambre,,"dans le bassin de Moûtiers, sur la commune des Allues, entre le col de la Chambre et le col d’Aussois ; altitude, 2.776 mètres."
DT73-08673,Soufre,,col d’Aussois,,"dans le bassin de Moûtiers, sur la commune des Allues, entre le col de la Chambre et le col d’Aussois ; altitude, 2.776 mètres."
DT73-08734,Tacqui,,Tarentaise,,"dans le bassin de Moûtiers, sur les confins de la Tarentaise et du Piémont, conduit de Bourg-Saint-Maurice à Seez, mettant en communication la vallée du nant de Saint-Claude, affluent de l’Isère, avec les vallons de Ruitor et de la Balme en Piémont."
DT73-08734,Tacqui,,Piémont,,"dans le bassin de Moûtiers, sur les confins de la Tarentaise et du Piémont, conduit de Bourg-Saint-Maurice à Seez, mettant en communication la vallée du nant de Saint-Claude, affluent de l’Isère, avec les vallons de Ruitor et de la Balme en Piémont."
DT73-08734,Tacqui,,vallée du nant de Saint-Claude,,"dans le bassin de Moûtiers, sur les confins de la Tarentaise et du Piémont, conduit de Bourg-Saint-Maurice à Seez, mettant en communication la vallée du nant de Saint-Claude, affluent de l’Isère, avec les vallons de Ruitor et de la Balme en Piémont."
DT73-08734,Tacqui,,vallons de Ruitor et de la Balme en Piémont,,"dans le bassin de Moûtiers, sur les confins de la Tarentaise et du Piémont, conduit de Bourg-Saint-Maurice à Seez, mettant en communication la vallée du nant de Saint-Claude, affluent de l’Isère, avec les vallons de Ruitor et de la Balme en Piémont."
DT73-08738,Taille,,Savoie,,"sur les confins de la Savoie et de la Haute-Savoie, entre les communes de La Giettaz et de Mégève (Haute-Savoie)."
DT73-08738,Taille,,Haute-Savoie,,"sur les confins de la Savoie et de la Haute-Savoie, entre les communes de La Giettaz et de Mégève (Haute-Savoie)."
DT73-08745,Tamié,,Faverges,,"dans le bassin d’Albertville, conduit de cette ville à Faverges (Haute-Savoie) par Saint-Sigismond, Mercury-Gemilly et Settenex ; altitude, 908 mètres."
DT73-08745,Tamié,,Settenex,,"dans le bassin d’Albertville, conduit de cette ville à Faverges (Haute-Savoie) par Saint-Sigismond, Mercury-Gemilly et Settenex ; altitude, 908 mètres."
DT73-08746,Tamié,,col du Haut-du-Four,,"dans le bassin du lac d’Annecy, prend sa source entre le col du Haut-du-Four et la pointe 693Chaurionde et se jette près de Settenex (Haute-Savoie) dans la rivière de l’Eau-Morte après avoir coulé sur le territoire de Plancherine."
DT73-08746,Tamié,,pointe ,,"dans le bassin du lac d’Annecy, prend sa source entre le col du Haut-du-Four et la pointe 693Chaurionde et se jette près de Settenex (Haute-Savoie) dans la rivière de l’Eau-Morte après avoir coulé sur le territoire de Plancherine."
DT73-08760,"Tarentaise,",ancien fief,mandement de Val-d’Isère,,ancien fief dans le mandement de Val-d’Isère.
DT73-08761,Tarentaise,,Pré,,"comprenait Moutiers, Montgirod, Hautecour, le Pré, Saint-Marcel, Naves, Bozel en partie, Pralognan, Saint-Bon, Champagny, la Perriere, les Allues et le quartier de l’église de Saint-Jean-de-Belleville."
DT73-08761,Tarentaise,,Champagny,,"comprenait Moutiers, Montgirod, Hautecour, le Pré, Saint-Marcel, Naves, Bozel en partie, Pralognan, Saint-Bon, Champagny, la Perriere, les Allues et le quartier de l’église de Saint-Jean-de-Belleville."
DT73-08761,Tarentaise,,quartier de l’église de Saint-Jean-de-Belleville,,"comprenait Moutiers, Montgirod, Hautecour, le Pré, Saint-Marcel, Naves, Bozel en partie, Pralognan, Saint-Bon, Champagny, la Perriere, les Allues et le quartier de l’église de Saint-Jean-de-Belleville."
DT73-08762,Tarentaise,,vallée d’Aigueblanche,,nom donné au bassin formé par la vallée d’Aigueblanche.
DT73-08763,Tarentaise,,Haute-Savoie,,"Placée à l’E. de la Haute-Savoie, au N. de la Maurienne, au S. du Faucigny et 694à l’O. du Piémont, la Tarentaise eut pour chef-lieu d’abord Centron, puis successivement Salins et Moutiers."
DT73-08763,Tarentaise,,Maurienne,,"Placée à l’E. de la Haute-Savoie, au N. de la Maurienne, au S. du Faucigny et 694à l’O. du Piémont, la Tarentaise eut pour chef-lieu d’abord Centron, puis successivement Salins et Moutiers."
DT73-08763,Tarentaise,,Faucigny,,"Placée à l’E. de la Haute-Savoie, au N. de la Maurienne, au S. du Faucigny et 694à l’O. du Piémont, la Tarentaise eut pour chef-lieu d’abord Centron, puis successivement Salins et Moutiers."
DT73-08763,Tarentaise,,Piémont,,"Placée à l’E. de la Haute-Savoie, au N. de la Maurienne, au S. du Faucigny et 694à l’O. du Piémont, la Tarentaise eut pour chef-lieu d’abord Centron, puis successivement Salins et Moutiers."
DT73-08763,Tarentaise,,Centron,,"Placée à l’E. de la Haute-Savoie, au N. de la Maurienne, au S. du Faucigny et 694à l’O. du Piémont, la Tarentaise eut pour chef-lieu d’abord Centron, puis successivement Salins et Moutiers."
DT73-08782,Tavernettes,sommets,massif du Mont-Cenis,,"dans le bassin de Saint-Jean-de-Maurienne ; 696est un des sommets du massif du Mont-Cenis ; altitude, 2.964 mètres."
DT73-08786,Télégraphe,,hameau de Grenix,,dans le bassin de Saint-Jean-de-Maurienne et sur la commune de Montdenis ; domine le hameau de Grenix (commune de Saint-Julien).
DT73-08788,Tempête,,Grand-Mont,,"sur la commune de Cevins et près du col de la Louza, entre le Grand-Mont et la pointe de Riondet."
DT73-08788,Tempête,,pointe de Riondet,,"sur la commune de Cevins et près du col de la Louza, entre le Grand-Mont et la pointe de Riondet."
DT73-08825,Tessens,,col des Génisses,,prend sa source au col des Génisses et se jette dans l’Isère en amont de la commune de Villette.
DT73-08831,Tête-de-l’Eau,,Savoie,,"sur les limites de la Savoie et de la Haute-Savoie, entre Flumet et Serraval (Haute-Savoie)."
DT73-08831,Tête-de-l’Eau,,Haute-Savoie,,"sur les limites de la Savoie et de la Haute-Savoie, entre Flumet et Serraval (Haute-Savoie)."
DT73-08831,Tête-de-l’Eau,,Serraval,,"sur les limites de la Savoie et de la Haute-Savoie, entre Flumet et Serraval (Haute-Savoie)."
DT73-08833,"Lautoraz,",,Savoie,,"dans le bassin d’Albertville et sur les confins de la Savoie et de la Haute-Savoie, entre La Giettaz et Mégève (Haute-Savoie) ; altitude, 1.933 mètres."
DT73-08833,"Lautoraz,",,Haute-Savoie,,"dans le bassin d’Albertville et sur les confins de la Savoie et de la Haute-Savoie, entre La Giettaz et Mégève (Haute-Savoie) ; altitude, 1.933 mètres."
DT73-08833,"Lautoraz,",,La Giettaz,,"dans le bassin d’Albertville et sur les confins de la Savoie et de la Haute-Savoie, entre La Giettaz et Mégève (Haute-Savoie) ; altitude, 1.933 mètres."
DT73-08833,"Lautoraz,",,Mégève,,"dans le bassin d’Albertville et sur les confins de la Savoie et de la Haute-Savoie, entre La Giettaz et Mégève (Haute-Savoie) ; altitude, 1.933 mètres."
DT73-08835,Tête-Noire,hameau,col de Pelouse,,"dans le bassin de Saint-Jean-de-Maurienne, entre le col de Pelouse et les communes de Fourneaux et de Villarodin-Bourget."
DT73-08838,Tête-Pelouse,,Savoie,,"dans le bassin d’Albertville, 699sur les confins de la Savoie et de la Haute-Savoie et sur la commune de La Giettaz ; altitude, 2.582 mètres."
DT73-08838,Tête-Pelouse,,Haute-Savoie,,"dans le bassin d’Albertville, 699sur les confins de la Savoie et de la Haute-Savoie et sur la commune de La Giettaz ; altitude, 2.582 mètres."
DT73-08841,Têtes,hameau,hameau de Beau-Mollard,,"dans le bassin de Saint-Jean-de-Maurienne, conduit d’Albiez-le-Vieux à Montricher par le hameau de Beau-Mollard (commune d’Albane)."
DT73-08842,Têtes-des-Chèvres,,col du Mont-Iseran,,dans le bassin de l’Isère ; descend du col du Mont-Iseran et se jette dans l’Isère en amont de Val-d’Isère.
DT73-08842,Têtes-des-Chèvres,,en amont de Val-d’Isère,,dans le bassin de l’Isère ; descend du col du Mont-Iseran et se jette dans l’Isère en amont de Val-d’Isère.
DT73-08843,Thabor,,Maurienne,,"sur les confins de la Maurienne et du Piémont et sur la commune de Freney, entre le col de Valmeinier et le col de la Vallée-Etroite ; altitude moyenne, 2.944 mètres."
DT73-08843,Thabor,,Piémont,,"sur les confins de la Maurienne et du Piémont et sur la commune de Freney, entre le col de Valmeinier et le col de la Vallée-Etroite ; altitude moyenne, 2.944 mètres."
DT73-08843,Thabor,,col de Valmeinier,,"sur les confins de la Maurienne et du Piémont et sur la commune de Freney, entre le col de Valmeinier et le col de la Vallée-Etroite ; altitude moyenne, 2.944 mètres."
DT73-08843,Thabor,,col de la Vallée-Etroite,,"sur les confins de la Maurienne et du Piémont et sur la commune de Freney, entre le col de Valmeinier et le col de la Vallée-Etroite ; altitude moyenne, 2.944 mètres."
DT73-08862,Thionet,,en aval de Villette,,"dans le bassin de l’Isère, prend sa source au lac de Jovet près du col de Jovet et se jette dans l’Isère en aval de Villette."
DT73-08879,"Thouz,",ancienne maison forestière,au-dessus de Saint-Jean-de-la-Porte,,"ancienne maison forestière, au-dessus de Saint-Jean-de-la-Porte qui dépendait de la seigneurie de Miolans."
DT73-08899,Thuria,,mont Pourri,,"dans le bassin de Moûtiers, entre les communes de Peisey et de Tignes et entre le mont Pourri et le col de la Sachette."
DT73-08899,Thuria,,col de la Sachette,,"dans le bassin de Moûtiers, entre les communes de Peisey et de Tignes et entre le mont Pourri et le col de la Sachette."
DT73-08900,Thuria,,col du mont Pourri,,"dans le bassin de l’Isère, prend sa source au col du mont Pourri et se jette dans l’Isère en amont du hameau de la Thuile (commune de Sainte-Foy)."
DT73-08900,Thuria,,hameau de la Thuile,,"dans le bassin de l’Isère, prend sa source au col du mont Pourri et se jette dans l’Isère en amont du hameau de la Thuile (commune de Sainte-Foy)."
DT73-08915,Tignes,,glacier de la Leisse,,à peu de distance de la commune de ce nom ; est alimenté par le glacier de la Leisse et déverse ses eaux dans l’Isère par le ruisseau du Lac.
DT73-08927,Tillet,,"territoires de Viviers, Drumettaz-Clarafont, Aix-les-Bains",,"dans le bassin du lac du Bourget, prend sa source près de Sonnaz, coule sur les territoires de Viviers, Drumettaz-Clarafont, Aix-les-Bains et se jette dans le lac du Bourget au port de Cornin."
DT73-08927,Tillet,,port de Cornin,,"dans le bassin du lac du Bourget, prend sa source près de Sonnaz, coule sur les territoires de Viviers, Drumettaz-Clarafont, Aix-les-Bains et se jette dans le lac du Bourget au port de Cornin."
DT73-08944,Tombaz,hameau,Maurienne,,sur les confins de la Maurienne et du Piémont et sur la commune de Valmeinier ; met en communication les vallées de l’Arc et de la Cenise.
DT73-08944,Tombaz,hameau,Piémont,,sur les confins de la Maurienne et du Piémont et sur la commune de Valmeinier ; met en communication les vallées de l’Arc et de la Cenise.
DT73-08944,Tombaz,hameau,vallées de l’Arc et de la Cenise,,sur les confins de la Maurienne et du Piémont et sur la commune de Valmeinier ; met en communication les vallées de l’Arc et de la Cenise.
DT73-08945,Tondu,,Savoie,,"sur les confins de la Savoie et de la Haute-Savoie, entre le hameau des Glaciers (commune de Bourg-St-Maurice) et le hameau de Cognon (Haute-Savoie) ; domine le col d’Enclave ; altitude, 3.196 mètres."
DT73-08945,Tondu,,Haute-Savoie,,"sur les confins de la Savoie et de la Haute-Savoie, entre le hameau des Glaciers (commune de Bourg-St-Maurice) et le hameau de Cognon (Haute-Savoie) ; domine le col d’Enclave ; altitude, 3.196 mètres."
DT73-08945,Tondu,,hameau des Glaciers,,"sur les confins de la Savoie et de la Haute-Savoie, entre le hameau des Glaciers (commune de Bourg-St-Maurice) et le hameau de Cognon (Haute-Savoie) ; domine le col d’Enclave ; altitude, 3.196 mètres."
DT73-08945,Tondu,,hameau de Cognon,,"sur les confins de la Savoie et de la Haute-Savoie, entre le hameau des Glaciers (commune de Bourg-St-Maurice) et le hameau de Cognon (Haute-Savoie) ; domine le col d’Enclave ; altitude, 3.196 mètres."
DT73-08945,Tondu,,col d’Enclave,,"sur les confins de la Savoie et de la Haute-Savoie, entre le hameau des Glaciers (commune de Bourg-St-Maurice) et le hameau de Cognon (Haute-Savoie) ; domine le col d’Enclave ; altitude, 3.196 mètres."
DT73-08950,Torches,,Maurienne,,"sur les confins de la Maurienne et de l’Isère et sur la commune de St-Jean-d’Arves ; altitude, 2.957 mètres."
DT73-08950,Torches,,Isère,,"sur les confins de la Maurienne et de l’Isère et sur la commune de St-Jean-d’Arves ; altitude, 2.957 mètres."
DT73-08960,Tougnoz,,mont Pourri,,"dans le bassin de Moûtiers, sur la commune de Pralognan, entre le mont Pourri et les glaciers de la Vanoise ; altitude, 2.481 mètres."
DT73-08999,Tourna,,au-dessous de Landry,,entre les communes de Peisey et de Tignes ; déverse ses eaux par le ruisseau de Peisey dans l’Isère au-dessous de Landry.
DT73-09008,Tourne-Vire,,Maurienne,,"en Maurienne, sur la commune de Saint-Sorlin-d’Arves."
DT73-09022,Tours-des-Aigles,,Savoie,,sur les confins de la Savoie et de la Haute-Savoie et sur la commune de Bellecombe-en-Bauges.
DT73-09022,Tours-des-Aigles,,Haute-Savoie,,sur les confins de la Savoie et de la Haute-Savoie et sur la commune de Bellecombe-en-Bauges.
DT73-09035,Touvière,hameau,col du Palet,,"dans le bassin de Moûtiers, sur la commune de Tignes, entre l’Isère et le col du Palet ; altitude, 2.655 mètres."
DT73-09064,Traversette,,col du Petit-Saint-Bernard,,"dans le bassin de Moûtiers, sur la commune de Montvalezan-sur-Séez, entre le col du Petit-Saint-Bernard 712et le col de la Louïe-Blanche ; met en communication les vallées formées par les torrents du Reclus et des Moulins, tous deux affluents de l’Isère."
DT73-09064,Traversette,,col de la Louïe-Blanche,,"dans le bassin de Moûtiers, sur la commune de Montvalezan-sur-Séez, entre le col du Petit-Saint-Bernard 712et le col de la Louïe-Blanche ; met en communication les vallées formées par les torrents du Reclus et des Moulins, tous deux affluents de l’Isère."
DT73-09065,Traversière,,Tarentaise,,"sur les confins de la Tarentaise et du Piémont et sur la commune de Tignes, près du col de Rhèmes ; altitude, 3.321 mètres."
DT73-09065,Traversière,,Piémont,,"sur les confins de la Tarentaise et du Piémont et sur la commune de Tignes, près du col de Rhèmes ; altitude, 3.321 mètres."
DT73-09069,Treicol,,val de Roselend,,"dans le bassin de l’Arly, prend sa source au lac du Coin, se jette à l’extrémité du val de Roselend dans la branche principale et centrale du Doron-de-Beaufort."
DT73-09071,Trélod,,col de Chérel,,"dans le bassin de Chambéry, sur les communes de Doucy-en-Bauges et de La Compôte, entre le col de Chérel et la dent des Portes ; fait partie du chaînon principal des Bauges ; altitude, 2.186 mètres."
DT73-09071,Trélod,,dent des Portes,,"dans le bassin de Chambéry, sur les communes de Doucy-en-Bauges et de La Compôte, entre le col de Chérel et la dent des Portes ; fait partie du chaînon principal des Bauges ; altitude, 2.186 mètres."
DT73-09071,Trélod,,chaînon principal des Bauges,,"dans le bassin de Chambéry, sur les communes de Doucy-en-Bauges et de La Compôte, entre le col de Chérel et la dent des Portes ; fait partie du chaînon principal des Bauges ; altitude, 2.186 mètres."
DT73-09084,Tresserve,,vallon du Tillet,,entre le vallon du Tillet et la rive est du lac du Bourget.
DT73-09091,Trièves,,col de la Carre,,"dans le bassin de Saint-Jean-de-Maurienne, sur la commune de Bonneval, entre le col de la Carre et le col de Séa."
DT73-09091,Trièves,,col de Séa,,"dans le bassin de Saint-Jean-de-Maurienne, sur la commune de Bonneval, entre le col de la Carre et le col de Séa."
DT73-09096,Trois-Becs,,Maurienne,,"sur les confins de la Maurienne et du Piémont et sur la commune de Bonneval-en-Maurienne, entre le col de la Vache et le col de Girard ; altitude, 3.607 mètres."
DT73-09096,Trois-Becs,,Piémont,,"sur les confins de la Maurienne et du Piémont et sur la commune de Bonneval-en-Maurienne, entre le col de la Vache et le col de Girard ; altitude, 3.607 mètres."
DT73-09096,Trois-Becs,,col de la Vache,,"sur les confins de la Maurienne et du Piémont et sur la commune de Bonneval-en-Maurienne, entre le col de la Vache et le col de Girard ; altitude, 3.607 mètres."
DT73-09096,Trois-Becs,,col de Girard,,"sur les confins de la Maurienne et du Piémont et sur la commune de Bonneval-en-Maurienne, entre le col de la Vache et le col de Girard ; altitude, 3.607 mètres."
DT73-09098,Trois-Croix,chapelle,Briançon,,"dans le bassin de Saint-Jean-de-Maurienne, sur la commune de Valloires, conduit de Saint-Michel à Briançon (Hautes-Alpes) ; altitude, 1.670 mètres."
