Article,Vedette,Type vedette,Candidat,INSEE,Définition
DT18-15283,"Verger (Le),",ancien fief,"paroisse de Sanceaux
",18202,"
ancien fief de la paroisse de Sanceaux
"
DT18-11669,"Nousillé,",ancien fief,"paroisse de Sancergues
",18240,"
ancien fief de la paroisse de Sancergues
"
DT18-11133,"Motte-Voisin (La),",ancien fief,"paroisse de Sancerre
",18241,"
ancien fief de la paroisse de Sancerre
"
DT18-02019,"Bonnay,",ancien fief,"paroisse de Savigny
",18246,"
ancien fief de la paroisse de Savigny
"
DT18-05479,"Cour-d’Aubigny (La),",ancien fief,"paroisse de Savigny-en-Septaine
",18247,"
ancien fief de la paroisse de Savigny-en-Septaine
"
DT18-11635,"Noue-Cottin (La),",ancien fief,"paroisse de Savigny-en-Septaine
",18247,"
ancien fief de la paroisse de Savigny-en-Septaine
"
DT18-12991,"Quartiers-Roger (Les),",ancienne seigneurie,"paroisse de Sens-Beaujeu
",18249,"
ancienne seigneurie de la paroisse de Sens-Beaujeu
"
DT18-13228,"Rechigne-Voisin,",ancien village,"paroisse de Sidiailles
",18252,"
ancien village de la paroisse de Sidiailles
"
DT18-13910,"Saint-Éloy,",ancien prieuré,"paroisse de Sidiailles
",18252,"
ancien prieuré de la paroisse de Sidiailles
"
DT18-01788,"Bois-de-Nevers (Le),",ancien fief,"paroisse de Soulangis
",18253,"
ancien fief de la paroisse de Soulangis
"
DT18-05467,"Courage,",ancien fief,"paroisse de Sury-en-Léré
",18257,"
ancien fief de la paroisse de Sury-en-Léré
"
DT18-05226,"Corjouan,",ancien fief,"paroisse de Sury-ès-Bois
",18259,"
ancien fief de la paroisse de Sury-ès-Bois
"
DT18-10169,"Malleville,",ancien fief,"paroisse de Thénioux
",18263,"
ancien fief de la paroisse de Thénioux
"
DT18-12025,"Pelle-Jarry,",ancien fief,"paroisse de Vallenay
",18270,"
ancien fief de la paroisse de Vallenay
"
DT18-12059,"Percheras (Le bois de la),",ancien bois,"paroisse de Vasselay
",18271,"
ancien bois de la paroisse de Vasselay
"
DT18-01829,"Bois-Garseau (Le),",ancien fief,"paroisse de Veaugues
",18272,"
ancien fief de la paroisse de Veaugues
"
DT18-08825,"Hôpital (L’),",ancien domaine,"paroisse de Venesmes
",18273,"
ancien domaine de la paroisse de Venesmes
"
DT18-13978,"Saint-Jean,",ancienne chapelle,"paroisse de Vereaux
",18275,"
ancienne chapelle de la paroisse de Vereaux
"
DT18-14198,"Sarrie,",ancien fief,"paroisse de Vereaux
",18275,"
ancien fief de la paroisse de Vereaux
"
DT18-01008,"Bégassière (La),",ancien fief,paroisse de Verneuil,18277,"
ancien fief de la mouvance de Dun-le-Roi
, paroisse de Verneuil"
DT18-06810,"Folie (La),",ancien fief,"paroisse de Vierzon
",18279,"
ancien fief de la paroisse de Vierzon
"
DT18-09104,"Lac-Amer (Le),",étang,"paroisse de Vierzon
",18279,"ancien nom d’un étang de la paroisse de Vierzon
"
DT18-09749,"Madelaine (La),",ancien prieuré,"paroisse de Vierzon
",18279,"
ancien prieuré de la paroisse de Vierzon
"
DT18-15346,"Verrie (La),",ancien fief,"paroisse de Vignoux-sur-Barangeon
",18281,"
ancien fief de la paroisse de Vignoux-sur-Barangeon
"
DT18-10480,"Mauchy,",ancien moulin,"paroisse de Villabon
",18282,"
ancien moulin de la paroisse de Villabon
"
DT18-09221,"Lassay,",ancien fief,"paroisse de Vinon
",18287,"
ancien fief de la paroisse de Vinon
"
DT18-01184,"Bergerie (La),",ancien fief,"paroisse de Vorly
",18288,"
ancien fief de la paroisse de Vorly
"
DT18-06216,"Drouauderies (Les),",ancien fief,"paroisse de Vouzeron
",18290,"
ancien fief de la paroisse de Vouzeron
"
DT18-09303,"Léderie (La),",ancien fief,"paroisse de Vouzeron
",18290,"
ancien fief de la paroisse de Vouzeron
"
DT18-12977,"Puy-Semorin (Le),",ancien fief,"paroisse de Vouzeron
",18290,"
ancien fief de la paroisse de Vouzeron
"
DT18-14308,"Semorin,",ancien étang,"paroisse de Vouzeron
",18290,"
ancien étang de la paroisse de Vouzeron
"
DT18-14368,"Soisy,",ancien fief,"paroisse de Vouzeron
",18290,"
ancien fief de la paroisse de Vouzeron
"
DT18-08262,"Granges (Les),",ancien fief,"paroisse des Aix-d’Angillon
",18003,"
ancien fief de la paroisse des Aix-d’Angillon
"
DT18-09874,"Maison-de-Vallières (La Grande-),",ancien manoir,"paroisse des Aix-d’Angillon
",18003,"
ancien manoir de la paroisse des Aix-d’Angillon
"
DT18-02869,"les Landes-de-Saint-Martin,",communaux,"paroisses de Bannay, Boulleret et Sainte-Gemme",18020/18032/18208,"
communaux qui s’étendaient sur les paroisses de Bannay, Boulleret et Sainte-Gemme"
DT18-10695,"Métairie-Gaudon (La),",ancien domaine,paroisses de Levet et Saint-Lunaise,18126/18222,"
ancien domaine des paroisses de Levet et Saint-Lunaise"
DT18-12095,"Perreux (Les),",ancien village,paroisses de Menetou-Salon et de Quantilly,18145/18189,"
ancien village des paroisses de Menetou-Salon et de Quantilly"
DT18-14274,"Savigeons (Les),",ancien village,paroisses de Menetou-Salon et de Quantilly,18145/18189,"
ancien village des paroisses de Menetou-Salon et de Quantilly"
DT18-13984,"Saint-Joseph,",ancienne chapelle,paroisses de Quantilly et de Menetou-Salon,18189/18145,"
ancienne chapelle des paroisses de Quantilly et de Menetou-Salon"
DT18-00060,"Airin (L’),",rivière,Savigny,18247,"
rivière, affluent de l’Yévrette ; prend sa source à l’
Étang-Neuf
, commune de Tendron, et se jette dans l’Yévrette à Savigny"
DT18-06374,"Épinière (L’),",ancien fief,"seigneurie d’Etrechy
",18090,"
ancien fief de la seigneurie d’Etrechy
"
DT18-04783,"Chezeau-des-Chaumes (Le),",ancien fief,"seigneurie de Blancafort
",18030,"
ancien fief de la seigneurie de Blancafort
"
DT18-08084,"Gouaudière (La),",ancien fief,"seigneurie de Concressault
",18070,"
ancien fief de la seigneurie de Concressault
, commune de Dampierre-en-Crot"
DT18-11493,"Musse-Vilain,",ancien moulin,"seigneurie de Concressault
",18070,"
ancien moulin relevant en fief de la seigneurie de Concressault
"
DT18-06155,"Domerat,",ancien fief,"seigneurie de Culan
",18083,"
ancien fief de la seigneurie de Culan
"
DT18-01830,"Bois-Geffier,",ancien fief,"seigneurie de Mareuil
",18137,"
ancien fief de la seigneurie de Mareuil
"
DT18-03540,"Chambelais (Les),",ancien fief,"seigneurie de Menetou-Salon
",18145,"
ancien fief de la seigneurie de Menetou-Salon
"
DT18-13239,"le Petit-Referre,",anciennes seigneuries,"seigneurie de Rezay
",18193,"
anciennes seigneuries relevant de la châtellenie de Châteaumeillant et de la seigneurie de Rezay
"
